,State,Year,Position,Party,Total Seats,Seats Up for Election,Seats Needed for Majority,Seats Needed for Supermajority,Actual Seats Won
0,MN,2018,State Representative,REP,134,134,67.0,89.33333333333333,
1,MN,2018,State Representative,DEM,134,134,67.0,89.33333333333333,
2,MN,2018,State Representative,IND,134,134,67.0,89.33333333333333,
