Candidate,Party,State,Office,Incumbency,Result,Total Money
"BARBOUR, HALEY R",REPUBLICAN,MS,GOVERNOR,Challenger,Won-General,11382060.95
"MUSGROVE, RONNIE",DEMOCRATIC,MS,GOVERNOR,Incumbent,Lost-General,8208726.88
"TUCK, AMY",REPUBLICAN,MS,LIEUTENANT GOVERNOR,Incumbent,Won-General,3006684.71
"BLACKMON, BARBARA M",DEMOCRATIC,MS,LIEUTENANT GOVERNOR,Challenger,Lost-General,1603270.81
"HOOD, JIM",DEMOCRATIC,MS,ATTORNEY GENERAL,Open,Won-General,1453142.38
"NEWTON, SCOTT",REPUBLICAN,MS,ATTORNEY GENERAL,Open,Lost-General,979326.70
"REEVES, TATE",REPUBLICAN,MS,TREASURER,Open,Won-General,439113.45
"SPELL JR, LESTER J",DEMOCRATIC,MS,AGRICULTURE COMMISSIONER,Incumbent,Won-General,366489.61
"CLARK, ERIC",DEMOCRATIC,MS,SECRETARY OF STATE,Incumbent,Won-General,223053.15
"BRYANT, PHIL",REPUBLICAN,MS,AUDITOR,Incumbent,Won-General,207106.00
"ROBERTSON, TOMMY",REPUBLICAN,MS,SENATE DISTRICT 051,Incumbent,Won-General,199063.68
"ANDERSON, GARY",DEMOCRATIC,MS,TREASURER,Open,Lost-General,177010.15
"DALE, GEORGE",DEMOCRATIC,MS,INSURANCE COMMISSIONER,Incumbent,Won-General,154762.14
"LITTLE, TRAVIS L",REPUBLICAN,MS,SENATE DISTRICT 004,Incumbent,Won-General,150573.20
"BASS JR, ROBERT E",REPUBLICAN,MS,SENATE DISTRICT 048,Challenger,Lost-General,137653.06
"DAWKINS, DEBORAH JEANNE",DEMOCRATIC,MS,SENATE DISTRICT 048,Incumbent,Won-General,134219.31
"MOAK, BOBBY",DEMOCRATIC,MS,HOUSE DISTRICT 053,Incumbent,Won-General,128916.63
"THOMAS, DEWAYNE",DEMOCRATIC,MS,SENATE DISTRICT 029,Challenger,Won-General,127306.49
"HALL, DICK",REPUBLICAN,MS,TRANSPORTATION COMMISSIONER DISTRICT CENTRAL,Incumbent,Won-General,125770.00
"FRANKS JR, JAMES R (JAMIE)",DEMOCRATIC,MS,HOUSE DISTRICT 019,Incumbent,Won-General,125489.37
"GORDON, JACK",DEMOCRATIC,MS,SENATE DISTRICT 008,Incumbent,Won-General,116800.00
"BROWN, CECIL C",DEMOCRATIC,MS,HOUSE DISTRICT 066,Incumbent,Won-General,111867.82
"KIRBY, DEAN",REPUBLICAN,MS,SENATE DISTRICT 030,Incumbent,Won-General,107797.60
"WHITE, RICHARD G",REPUBLICAN,MS,SENATE DISTRICT 029,Incumbent,Lost-General,106706.78
"AKINS, NOAL",REPUBLICAN,MS,HOUSE DISTRICT 012,Challenger,Won-General,104372.67
"WATSON, PERCY W",DEMOCRATIC,MS,HOUSE DISTRICT 103,Incumbent,Won-General,101650.00
"FLOWERS, MERLE",REPUBLICAN,MS,SENATE DISTRICT 019,Open,Won-General,100305.10
"PHILLIPS, MAX",REPUBLICAN,MS,AGRICULTURE COMMISSIONER,Challenger,Lost-General,93781.86
"REYNOLDS, THOMAS U (TOMMY)",DEMOCRATIC,MS,HOUSE DISTRICT 033,Incumbent,Won-General,93746.13
"HUGGINS, ROBERT G (BUNKY)",REPUBLICAN,MS,SENATE DISTRICT 014,Incumbent,Won-General,93323.00
"TURNER, JERRY R",REPUBLICAN,MS,HOUSE DISTRICT 018,Open,Won-General,92883.07
"BURTON, TERRY C",REPUBLICAN,MS,SENATE DISTRICT 031,Incumbent,Won-General,88685.00
"BONDURANT, SIDNEY W",DEMOCRATIC,MS,HOUSE DISTRICT 024,Open,Won-General,75956.62
"NUNNELEE, ALAN",REPUBLICAN,MS,SENATE DISTRICT 006,Incumbent,Won-General,75410.00
"HEWES, BILLY",REPUBLICAN,MS,SENATE DISTRICT 049,Incumbent,Won-General,74050.00
"MINOR, WILLIAM R (BILL)",DEMOCRATIC,MS,TRANSPORTATION COMMISSIONER DISTRICT NORTHERN,Open,Won-General,73590.00
"DICKERSON, TOMMY",REPUBLICAN,MS,SENATE DISTRICT 043,Incumbent,Lost-General,71224.00
"CARMICHAEL, VIDET",REPUBLICAN,MS,SENATE DISTRICT 033,Incumbent,Won-General,70103.77
"WALDEN, CHARLES",REPUBLICAN,MS,SENATE DISTRICT 005,Incumbent,Lost-General,68756.20
"MCCOY, W J (BILLY)",DEMOCRATIC,MS,HOUSE DISTRICT 003,Incumbent,Won-General,66586.11
"DAVIS, LEE JERRELL",REPUBLICAN,MS,HOUSE DISTRICT 102,Incumbent,Won-General,66208.00
"BAKER, RICHARD (RICKY)",REPUBLICAN,MS,HOUSE DISTRICT 053,Challenger,Lost-General,65044.59
"FULTON, DON",REPUBLICAN,MS,SENATE DISTRICT 018,Challenger,Lost-General,64563.20
"TOLLISON, GRAY",DEMOCRATIC,MS,SENATE DISTRICT 009,Incumbent,Won-General,61679.00
"MORGAN, J ED",REPUBLICAN,MS,SENATE DISTRICT 045,Open,Won-General,61569.00
"LAMAR, PATRICIA CHADWICK",REPUBLICAN,MS,SENATE DISTRICT 009,Challenger,Lost-General,60218.00
"CHANEY, MIKE",REPUBLICAN,MS,SENATE DISTRICT 023,Incumbent,Won-General,59978.90
"MICHEL, J WALTER",REPUBLICAN,MS,SENATE DISTRICT 025,Incumbent,Won-General,56916.51
"CALDWELL SR, JOHN M M",REPUBLICAN,MS,TRANSPORTATION COMMISSIONER DISTRICT NORTHERN,Open,Lost-General,56666.00
"STEVENS, MARY ANN",DEMOCRATIC,MS,HOUSE DISTRICT 048,Incumbent,Won-General,55629.00
"CARLTON, VIRGINIA CARTER",REPUBLICAN,MS,HOUSE DISTRICT 100,Open,Won-General,55229.51
"WADDELL, GEORGE A",REPUBLICAN,MS,HOUSE DISTRICT 003,Challenger,Lost-General,54075.00
"WOODS, TOMMY",REPUBLICAN,MS,HOUSE DISTRICT 052,Open,Won-General,53445.41
"SOUTHERLAND, MARCIE TANNER",DEMOCRATIC,MS,SENATE DISTRICT 023,Challenger,Lost-General,53440.25
"THAMES, BILLY H",DEMOCRATIC,MS,SENATE DISTRICT 034,Incumbent,Won-General,52775.00
"WILLIAMSON, GLORIA",DEMOCRATIC,MS,SENATE DISTRICT 018,Incumbent,Won-General,52096.00
"PERANICH, DIANE C",DEMOCRATIC,MS,HOUSE DISTRICT 121,Incumbent,Won-General,51648.00
"PIERCE, RANDY (BUBBA)",DEMOCRATIC,MS,HOUSE DISTRICT 105,Incumbent,Won-General,51040.00
"DENNY JR, WILLIAM C (BILL)",REPUBLICAN,MS,HOUSE DISTRICT 064,Incumbent,Won-General,50774.50
