Candidate,Party,State,Office,Incumbency,Result,Total Money
"PAWLENTY, TIMOTHY J (TIM) & MOLNAU, CAROL L",REPUBLICAN,MN,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,5037155.04
"HATCH, MICHAEL A & DUTCHER, JUDI",DEMOCRATIC-FARMER-LABOR,MN,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,2801487.32
"HUTCHINSON, PETER & REED, MAUREEN",INDEPENDENCE,MN,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,1340817.30
"JOHNSON, JEFF",REPUBLICAN,MN,ATTORNEY GENERAL,Open,Lost-General,492715.13
"SWANSON, LORI",DEMOCRATIC-FARMER-LABOR,MN,ATTORNEY GENERAL,Open,Won-General,435919.65
"RITCHIE, MARK",DEMOCRATIC-FARMER-LABOR,MN,SECRETARY OF STATE,Challenger,Won-General,324706.01
"KIFFMEYER, MARY E",REPUBLICAN,MN,SECRETARY OF STATE,Incumbent,Lost-General,308477.88
"OTTO, REBECCA",DEMOCRATIC-FARMER-LABOR,MN,AUDITOR,Challenger,Won-General,229258.16
"ANDERSON, PATRICIA (PAT)",REPUBLICAN,MN,AUDITOR,Incumbent,Lost-General,180835.39
"JAMES, JOHN",INDEPENDENCE,MN,ATTORNEY GENERAL,Open,Lost-General,133332.10
"MICHEL, GEOFFREY",REPUBLICAN,MN,SENATE DISTRICT 041,Incumbent,Won-General,124994.33
"WRIGHT, SCOTT",REPUBLICAN,MN,SENATE DISTRICT 030,Open,Lost-General,124648.30
"DAY, DICK",REPUBLICAN,MN,SENATE DISTRICT 026,Incumbent,Won-General,121428.24
"KUBLY, GARY W",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 020,Incumbent,Won-General,116941.78
"BAKK, THOMAS (TOM)",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 006,Incumbent,Won-General,113388.48
"COHEN, RICHARD",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 064,Incumbent,Won-General,102647.40
"JOHNSON, JUDY A",REPUBLICAN,MN,SENATE DISTRICT 043,Challenger,Lost-General,99419.46
"JOHNSON, DEAN ELTON",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 013,Incumbent,Lost-General,97635.47
"SAMS, DALLAS C",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 011,Incumbent,Lost-General,97353.18
"LYNCH, ANN",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 030,Open,Won-General,94891.47
"ATKINS, JOE",DEMOCRATIC-FARMER-LABOR,MN,HOUSE DISTRICT 039B,Incumbent,Won-General,94284.10
"CLARK, TARRYL",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 015,Incumbent,Won-General,93440.67
"WERGIN, BETSY",REPUBLICAN,MN,SENATE DISTRICT 016,Incumbent,Won-General,92362.93
"TOMASSONI, DAVID J",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 005,Incumbent,Won-General,89863.48
"LARSON, CAL",REPUBLICAN,MN,SENATE DISTRICT 010,Incumbent,Lost-General,88521.72
"REITER, MADY (MADELYN)",REPUBLICAN,MN,SENATE DISTRICT 053,Incumbent,Lost-General,88013.19
"METZEN, JAMES P",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 039,Incumbent,Won-General,87861.58
"POGEMILLER, LAWRENCE J",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 059,Incumbent,Won-General,87120.58
"PAULSEN, ERIK",REPUBLICAN,MN,HOUSE DISTRICT 042B,Incumbent,Won-General,86272.55
"DAVIDS, GREGORY M",REPUBLICAN,MN,HOUSE DISTRICT 031B,Incumbent,Lost-General,86077.04
"SHERAN, KATHLEEN",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 023,Open,Won-General,85060.24
"GEROLD, LUCY",INDEPENDENCE,MN,AUDITOR,Challenger,Lost-General,84986.89
"BERGLIN, LINDA",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 061,Incumbent,Won-General,84898.87
"MOUA, MEE",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 067,Incumbent,Won-General,84521.74
"MURPHY, STEVEN L",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 028,Incumbent,Won-General,84021.60
"SENJEM, DAVID H",REPUBLICAN,MN,SENATE DISTRICT 029,Incumbent,Won-General,83253.99
"MCGINN, MICHAEL G",REPUBLICAN,MN,SENATE DISTRICT 038,Incumbent,Lost-General,83195.46
"DIBBLE, D SCOTT",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 060,Incumbent,Won-General,82959.24
"LECLAIR, BRIAN",REPUBLICAN,MN,SENATE DISTRICT 056,Incumbent,Lost-General,82837.41
"REST, ANN H",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 045,Incumbent,Won-General,82555.96
"SPARKS, DANIEL",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 027,Incumbent,Won-General,79602.67
"BETZOLD, DONALD R",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 051,Incumbent,Won-General,79093.86
"DITTRICH, DENISE",DEMOCRATIC-FARMER-LABOR,MN,HOUSE DISTRICT 047A,Incumbent,Won-General,77693.27
"SPOONHEIM, JOEL",INDEPENDENCE,MN,SECRETARY OF STATE,Challenger,Lost-General,77539.81
"CHAUDHARY, SATVEER",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 050,Incumbent,Won-General,77316.78
"GERLACH, CHRIS",REPUBLICAN,MN,SENATE DISTRICT 037,Incumbent,Won-General,77179.33
"BORENE, ANDREW",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 041,Challenger,Lost-General,76681.76
"NEUVILLE, THOMAS M",REPUBLICAN,MN,SENATE DISTRICT 025,Incumbent,Won-General,75667.99
"MARTY, JOHN J",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 054,Incumbent,Won-General,73734.61
"BONOFF, TERRI E",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 043,Incumbent,Won-General,73084.59
"WIGER, CHARLES (CHUCK)",DEMOCRATIC-FARMER-LABOR,MN,SENATE DISTRICT 055,Incumbent,Won-General,72679.65
