Candidate,Party,State,Office,Incumbency,Result,Total Money
"JOHNSON, ROGER",DEMOCRATIC-NPL,ND,AGRICULTURE COMMISSIONER,Incumbent,Won-General,301340.08
"EDISON, BRENT",DEMOCRATIC-NPL,ND,TAX COMMISSIONER,Open,Lost-General,237756.02
"FONG, CORY",REPUBLICAN,ND,TAX COMMISSIONER,Open,Won-General,200958.85
"GOEHRING, DOUG",REPUBLICAN,ND,AGRICULTURE COMMISSIONER,Challenger,Lost-General,184377.00
"HEDGER, KRISTIN",DEMOCRATIC-NPL,ND,SECRETARY OF STATE,Challenger,Lost-General,152717.72
"BERGIAN, CHERYL",DEMOCRATIC-NPL,ND,PUBLIC SERVICE COMMISSIONER,Open,Lost-General,139983.97
"STENEHJEM, WAYNE K",REPUBLICAN,ND,ATTORNEY GENERAL,Incumbent,Won-General,128774.21
"CLARK, TONY",REPUBLICAN,ND,PUBLIC SERVICE COMMISSIONER,Open,Won-General,93371.28
"BRUDVIK, BILL",DEMOCRATIC-NPL,ND,ATTORNEY GENERAL,Challenger,Lost-General,66122.00
"JAEGER, ALVIN A (AL)",REPUBLICAN,ND,SECRETARY OF STATE,Incumbent,Won-General,42661.00
"POTTER, TRACY",DEMOCRATIC-NPL,ND,SENATE DISTRICT 035,Open,Won-General,21584.99
"NELSON, JON O",REPUBLICAN,ND,HOUSE DISTRICT 007,Incumbent,Won-General,13725.00
"KOOREN, CORNELIUS (CONNIE)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 037,Challenger,Lost-General,13500.00
"HORNE, ROBERT (BOB)",DEMOCRATIC-NPL,ND,SENATE DISTRICT 003,Challenger,Won-General,13250.00
"BERG, RICHARD A (RICK)",REPUBLICAN,ND,HOUSE DISTRICT 045,Incumbent,Won-General,13025.00
"POTTER, LOUISE (WEEZIE)",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 017,Incumbent,Won-General,10775.00
"CHRISTMANN, RANDEL (RANDY)",REPUBLICAN,ND,SENATE DISTRICT 033,Incumbent,Won-General,10750.00
"FROHLICH, MICHAEL",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 035,Challenger,Lost-General,10675.00
"YOCKIM, JIM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 001,Challenger,Lost-General,9750.00
"SCHNEIDER, JASPER",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 021,Challenger,Won-General,9505.00
"ESPEGARD, DUAINE C",REPUBLICAN,ND,SENATE DISTRICT 043,Incumbent,Lost-General,9358.33
"SEYMOUR, TOM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 005,Incumbent,Won-General,9025.00
"HUMPHREY, DAVID",REPUBLICAN,ND,SENATE DISTRICT 021,Challenger,Lost-General,8401.00
"EICKHOF, KRISTI",REPUBLICAN,ND,HOUSE DISTRICT 017,Challenger,Lost-General,8115.50
"SVEDJAN, KEN",REPUBLICAN,ND,HOUSE DISTRICT 017,Incumbent,Won-General,8038.00
"HOFSTAD, CURT",REPUBLICAN,ND,HOUSE DISTRICT 015,Challenger,Won-General,7700.00
"ANDERSON, ARDEN C",DEMOCRATIC-NPL,ND,SENATE DISTRICT 025,Open,Won-General,7425.00
"HOLMBERG, RAY",REPUBLICAN,ND,SENATE DISTRICT 017,Incumbent,Won-General,7334.00
"WALD, FRANCIS J",REPUBLICAN,ND,HOUSE DISTRICT 037,Incumbent,Won-General,7200.00
"WOLF, LISA",DEMOCRATIC-NPL,ND,HOUSE DISTRICT 003,Challenger,Won-General,7100.00
"LANDER, KATHLEEN",REPUBLICAN,ND,HOUSE DISTRICT 043,Challenger,Lost-General,7085.25
"KEISER, GEORGE J",REPUBLICAN,ND,HOUSE DISTRICT 047,Incumbent,Won-General,7050.00
"NOTTESTAD, DARRELL",REPUBLICAN,ND,HOUSE DISTRICT 043,Incumbent,Won-General,7008.34
"LEE, JUDY E",REPUBLICAN,ND,SENATE DISTRICT 013,Incumbent,Won-General,6925.00
"MAHONEY, JOHN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 033,Challenger,Lost-General,6900.00
"SCHOBINGER, RANDY A",REPUBLICAN,ND,SENATE DISTRICT 003,Incumbent,Lost-General,6820.00
"MATHERN, TIM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 011,Incumbent,Won-General,6567.88
"KRABSETH, BLAKE",REPUBLICAN,ND,SENATE DISTRICT 005,Challenger,Lost-General,6332.00
"KRAUTER, AARON",DEMOCRATIC-NPL,ND,SENATE DISTRICT 031,Incumbent,Won-General,6325.00
"NELSON, CAROLYN",DEMOCRATIC-NPL,ND,SENATE DISTRICT 021,Incumbent,Won-General,6285.00
"LYSON, STANLEY W",REPUBLICAN,ND,SENATE DISTRICT 001,Incumbent,Won-General,5909.00
"MEIER, PRESTON",REPUBLICAN,ND,SENATE DISTRICT 023,Open,Lost-General,5757.03
"FIEBIGER, TOM",DEMOCRATIC-NPL,ND,SENATE DISTRICT 045,Challenger,Won-General,5650.00
"TIMM, MIKE",REPUBLICAN,ND,HOUSE DISTRICT 005,Incumbent,Lost-General,5482.00
"BROWN, RICHARD L",REPUBLICAN,ND,SENATE DISTRICT 027,Incumbent,Lost-General,5225.00
"SYVERSON, JOHN O",REPUBLICAN,ND,SENATE DISTRICT 045,Incumbent,Lost-General,5150.00
"MARAGOS, ANDREW G",REPUBLICAN,ND,HOUSE DISTRICT 003,Incumbent,Lost-General,4975.00
"MARTINSON, BOB",REPUBLICAN,ND,HOUSE DISTRICT 035,Incumbent,Won-General,4925.00
"POLLERT, CHET",REPUBLICAN,ND,HOUSE DISTRICT 029,Incumbent,Won-General,4850.00
"HEADLAND, CRAIG",REPUBLICAN,ND,HOUSE DISTRICT 029,Incumbent,Won-General,4800.00
