Candidate,Party,State,Office,Incumbency,Result,Total Money
"PERDUE, SONNY",REPUBLICAN,GA,GOVERNOR,Incumbent,Won-General,14327542.31
"TAYLOR, MARK",DEMOCRATIC,GA,GOVERNOR,Challenger,Lost-General,8317060.17
"CAGLE, L S (CASEY)",REPUBLICAN,GA,LIEUTENANT GOVERNOR,Open,Won-General,4864716.11
"BAKER, THURBERT E",DEMOCRATIC,GA,ATTORNEY GENERAL,Incumbent,Won-General,3658315.01
"MARTIN, JAMES",DEMOCRATIC,GA,LIEUTENANT GOVERNOR,Open,Lost-General,2871352.15
"OXENDINE, JOHN WEIMANN",REPUBLICAN,GA,INSURANCE COMMISSIONER,Incumbent,Won-General,1981562.43
"BLACK, GARY WARD",REPUBLICAN,GA,AGRICULTURE COMMISSIONER,Challenger,Lost-General,1423690.32
"HUNSTEIN, CAROL W",NONPARTISAN,GA,SUPREME COURT-HUNSTEIN SEAT,Incumbent,Won-General,1381815.43
"HANDEL, KAREN CHRISTINE",REPUBLICAN,GA,SECRETARY OF STATE,Open,Won-General,1163650.14
"MCGUIRE, PERRY J",REPUBLICAN,GA,ATTORNEY GENERAL,Challenger,Lost-General,969632.75
"IRVIN, TOMMY",DEMOCRATIC,GA,AGRICULTURE COMMISSIONER,Incumbent,Won-General,804350.19
"RICHARDSON, JAMES GLENN",REPUBLICAN,GA,HOUSE DISTRICT 019,Incumbent,Won-General,751728.53
"JOHNSON, ERIC B",REPUBLICAN,GA,SENATE DISTRICT 001,Incumbent,Won-General,741088.72
"THURMOND, MICHAEL LAMAR",DEMOCRATIC,GA,LABOR COMMISSIONER,Incumbent,Won-General,721476.77
"BUCKNER, GAIL M",DEMOCRATIC,GA,SECRETARY OF STATE,Open,Lost-General,463699.84
"BROWN, BRENT",REPUBLICAN,GA,LABOR COMMISSIONER,Challenger,Lost-General,407999.29
"KEEN, JERRY",REPUBLICAN,GA,HOUSE DISTRICT 179,Incumbent,Won-General,395337.65
"EHRHART, EARL",REPUBLICAN,GA,HOUSE DISTRICT 036,Incumbent,Won-General,391878.47
"DREXINGER, GAETON L",DEMOCRATIC,GA,INSURANCE COMMISSIONER,Challenger,Lost-General,387497.94
"BALFOUR II, DONALD K",REPUBLICAN,GA,SENATE DISTRICT 009,Incumbent,Won-General,378640.05
"BURKALTER, J MARK",REPUBLICAN,GA,HOUSE DISTRICT 050,Incumbent,Won-General,360475.11
"MULLIS, JEFF",REPUBLICAN,GA,SENATE DISTRICT 053,Incumbent,Won-General,347157.03
"WILLIAMS, TOMMIE",REPUBLICAN,GA,SENATE DISTRICT 019,Incumbent,Won-General,345328.51
"HAWKINS JR, B LEE",REPUBLICAN,GA,SENATE DISTRICT 049,Open,Won-General,334454.75
"COX, KATHY",REPUBLICAN,GA,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,326770.32
"WIGGINS, MIKE",NONPARTISAN,GA,SUPREME COURT-HUNSTEIN SEAT,Challenger,Lost-General,310702.08
"SEABAUGH, MITCH",REPUBLICAN,GA,SENATE DISTRICT 028,Incumbent,Won-General,301263.60
"BULLOCH, JOHN",REPUBLICAN,GA,SENATE DISTRICT 011,Incumbent,Won-General,268701.22
"SHAFER, DAVID J",REPUBLICAN,GA,SENATE DISTRICT 048,Incumbent,Won-General,261244.49
"SMITH, PRESTON W",REPUBLICAN,GA,SENATE DISTRICT 052,Incumbent,Won-General,245552.95
"WISE, STAN",REPUBLICAN,GA,PUBLIC SERVICE COMMISSIONER DISTRICT 005,Incumbent,Won-General,241915.36
"HAMBRICK III, WILLIAM G (BILL)",REPUBLICAN,GA,SENATE DISTRICT 030,Incumbent,Won-General,237076.21
"FLEMING, BARRY A",REPUBLICAN,GA,HOUSE DISTRICT 117,Incumbent,Won-General,236712.34
"GRANT, JOHNNY",REPUBLICAN,GA,SENATE DISTRICT 025,Incumbent,Won-General,236384.95
"ROGERS, CARLTON W (CARL)",REPUBLICAN,GA,HOUSE DISTRICT 026,Incumbent,Won-General,230785.91
"HILL, JUDSON",REPUBLICAN,GA,SENATE DISTRICT 032,Incumbent,Won-General,229440.39
"BURGESS, DAVID L",DEMOCRATIC,GA,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Incumbent,Lost-General Runoff,228849.98
"HARBIN, BENJIE L (BEN)",REPUBLICAN,GA,HOUSE DISTRICT 118,Incumbent,Won-General,224757.59
"MOODY, DAN A",REPUBLICAN,GA,SENATE DISTRICT 056,Incumbent,Won-General,221606.61
"THOMPSON, STEPHEN P",DEMOCRATIC,GA,SENATE DISTRICT 033,Incumbent,Won-General,216147.00
"WILES, JOHN",REPUBLICAN,GA,SENATE DISTRICT 037,Incumbent,Won-General,214657.27
"COWSERT, WILLIAM S (BILL)",REPUBLICAN,GA,SENATE DISTRICT 046,Open,Won-General,214459.14
"HILL, JACK",REPUBLICAN,GA,SENATE DISTRICT 004,Incumbent,Won-General,211937.08
"ONEAL JR, LAWRENCE E (LARRY)",REPUBLICAN,GA,HOUSE DISTRICT 146,Incumbent,Won-General,209663.97
"COLE, JIM",REPUBLICAN,GA,HOUSE DISTRICT 125,Incumbent,Won-General,202490.75
"CHANNELL, ROBERT MICKEY",REPUBLICAN,GA,HOUSE DISTRICT 116,Incumbent,Won-General,200585.73
"EATON, CHUCK",REPUBLICAN,GA,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Challenger,Won-General Runoff,195116.00
"ASHE, KATHY B",DEMOCRATIC,GA,HOUSE DISTRICT 056,Incumbent,Won-General,190279.72
"MURPHY, JACK S",REPUBLICAN,GA,SENATE DISTRICT 027,Open,Won-General,189822.98
"COOPER, SHARON M",REPUBLICAN,GA,HOUSE DISTRICT 041,Incumbent,Won-General,184705.33
"SMYRE, CALVIN",DEMOCRATIC,GA,HOUSE DISTRICT 132,Incumbent,Won-General,182600.16
"KIDD, JANE V",DEMOCRATIC,GA,SENATE DISTRICT 046,Open,Lost-General,182103.61
"PEAKE, ALLEN M",REPUBLICAN,GA,HOUSE DISTRICT 137,Open,Won-General,182000.80
"ORROCK, NANCY GROGAN (NAN)",DEMOCRATIC,GA,SENATE DISTRICT 036,Open,Won-General,181223.38
"HUDGENS, RALPH T",REPUBLICAN,GA,SENATE DISTRICT 047,Incumbent,Won-General,169848.69
"PRUETT JR, JIMMY H",REPUBLICAN,GA,HOUSE DISTRICT 144,Open,Won-General,164673.17
"TOLLESON JR, THORBORN ROSS",REPUBLICAN,GA,SENATE DISTRICT 020,Incumbent,Won-General,163733.89
"THOMAS, DONALD R (DON)",REPUBLICAN,GA,SENATE DISTRICT 054,Incumbent,Won-General,160861.58
"HARP JR, B SETH",REPUBLICAN,GA,SENATE DISTRICT 029,Incumbent,Won-General,160753.65
"KNIGHT, DAVID",REPUBLICAN,GA,HOUSE DISTRICT 126,Incumbent,Won-General,157122.06
"GOLICK, RICHARD M (RICH)",REPUBLICAN,GA,HOUSE DISTRICT 034,Incumbent,Won-General,154467.99
"ROGERS, CHIP",REPUBLICAN,GA,SENATE DISTRICT 021,Incumbent,Won-General,149076.79
"SCHAEFER, NANCY",REPUBLICAN,GA,SENATE DISTRICT 050,Incumbent,Won-General,143675.30
"GOLDEN, TIM",DEMOCRATIC,GA,SENATE DISTRICT 008,Incumbent,Won-General,142698.86
"SMITH JR, VANCE C",REPUBLICAN,GA,HOUSE DISTRICT 129,Incumbent,Won-General,142574.54
"PORTER, DUBOSE",DEMOCRATIC,GA,HOUSE DISTRICT 143,Incumbent,Won-General,141225.05
"SMITH, TOMMY",REPUBLICAN,GA,HOUSE DISTRICT 168,Incumbent,Won-General,139268.67
"GOGGANS, GREG",REPUBLICAN,GA,SENATE DISTRICT 007,Incumbent,Won-General,138457.55
"FREEMAN, ALLEN G",REPUBLICAN,GA,HOUSE DISTRICT 140,Incumbent,Won-General,136037.01
"GRAVES JR, JOHN THOMAS (TOM)",REPUBLICAN,GA,HOUSE DISTRICT 012,Incumbent,Won-General,132458.25
