Candidate,Party,State,Office,Incumbency,Result,Total Money
"BASNIGHT, MARC",DEMOCRATIC,NC,SENATE DISTRICT 001,Incumbent,Won-General,1529997.52
"BLACK, JAMES B (JIM)",DEMOCRATIC,NC,HOUSE DISTRICT 100,Incumbent,Won-General,910884.91
"BOSEMAN, JULIA",DEMOCRATIC,NC,SENATE DISTRICT 009,Incumbent,Won-General,847119.63
"BLAND, C W (PETE)",DEMOCRATIC,NC,SENATE DISTRICT 002,Incumbent,Lost-General,782873.01
"SMITH JR, FRED J",REPUBLICAN,NC,SENATE DISTRICT 012,Incumbent,Won-General,703878.29
"QUEEN, JOE SAM",DEMOCRATIC,NC,SENATE DISTRICT 047,Challenger,Won-General,659062.61
"RAND, TONY",DEMOCRATIC,NC,SENATE DISTRICT 019,Incumbent,Won-General,623133.05
"SNOW JR, JOHN JOYNER",DEMOCRATIC,NC,SENATE DISTRICT 050,Incumbent,Won-General,608067.13
"SOLES JR, ROBERT (R C)",DEMOCRATIC,NC,SENATE DISTRICT 008,Incumbent,Won-General,577447.82
"PRESTON, JEAN R",REPUBLICAN,NC,SENATE DISTRICT 002,Challenger,Won-General,545366.89
"PARKER, SARAH",NONPARTISAN,NC,SUPREME COURT-CHIEF JUSTICE,Incumbent,Won-General,465248.17
"DALTON, WALTER H",DEMOCRATIC,NC,SENATE DISTRICT 046,Incumbent,Won-General,441192.98
"MARTIN, MARK DEAN",NONPARTISAN,NC,SUPREME COURT-MARTIN SEAT,Incumbent,Won-General,433542.15
"ROSEMAN, IRVIN A (AL)",REPUBLICAN,NC,SENATE DISTRICT 009,Challenger,Lost-General,365445.81
"DUKE, RUSTY",NONPARTISAN,NC,SUPREME COURT-CHIEF JUSTICE,Challenger,Lost-General,362043.40
"FORIEST, TONY",DEMOCRATIC,NC,SENATE DISTRICT 024,Challenger,Won-General,350034.50
"HOYLE, DAVID W",DEMOCRATIC,NC,SENATE DISTRICT 043,Incumbent,Won-General,325453.88
"UNDERHILL, ALICE GRAHAM",DEMOCRATIC,NC,HOUSE DISTRICT 003,Incumbent,Won-General,319616.12
"BEATY, GREER",DEMOCRATIC,NC,HOUSE DISTRICT 036,Challenger,Lost-General,314279.70
"HARRELL, TY",DEMOCRATIC,NC,HOUSE DISTRICT 041,Challenger,Won-General,307945.19
"SWINDELL IV, ALBIN B",DEMOCRATIC,NC,SENATE DISTRICT 011,Incumbent,Won-General,307310.56
"HUDSON, ROBIN E",NONPARTISAN,NC,SUPREME COURT-OPEN SEAT,Open,Won-General,306529.00
"HARRELL, JIM",DEMOCRATIC,NC,HOUSE DISTRICT 090,Incumbent,Won-General,305640.82
"HAGAN, JANET KAY RUTHVEN",DEMOCRATIC,NC,SENATE DISTRICT 027,Incumbent,Won-General,298125.22
"TIMMONS-GOODSON, PATRICIA",NONPARTISAN,NC,SUPREME COURT-TIMMONS-GOODSON SEAT,Incumbent,Won-General,293214.95
"LEVINSON, ERIC LEE",NONPARTISAN,NC,SUPREME COURT-TIMMONS-GOODSON SEAT,Challenger,Lost-General,291485.50
"CALABRIA, ANN MARIE",NONPARTISAN,NC,SUPREME COURT-OPEN SEAT,Open,Lost-General,284823.00
"BERGER SR, PHILIP EDWARD",REPUBLICAN,NC,SENATE DISTRICT 026,Incumbent,Won-General,282915.00
"WILLIAMS, ARTHUR",DEMOCRATIC,NC,HOUSE DISTRICT 006,Incumbent,Won-General,277209.46
"GIBSON, PRYOR",DEMOCRATIC,NC,HOUSE DISTRICT 069,Incumbent,Won-General,270673.17
"THOMAS, CHARLES C",REPUBLICAN,NC,HOUSE DISTRICT 116,Open,Won-General,264788.86
"BRUNSTETTER, PETER SAMUEL (PETE)",REPUBLICAN,NC,SENATE DISTRICT 031,Incumbent,Won-General,262095.40
"GLAZIER, RICHARD B",DEMOCRATIC,NC,HOUSE DISTRICT 045,Incumbent,Won-General,251515.14
"HELTON, LYNDON RAY",DEMOCRATIC,NC,SENATE DISTRICT 042,Challenger,Lost-General,248984.80
"BRUBAKER, HAROLD",REPUBLICAN,NC,HOUSE DISTRICT 078,Incumbent,Won-General,238649.00
"BOYLAN, JOE",REPUBLICAN,NC,HOUSE DISTRICT 052,Open,Won-General,222039.89
"PITTENGER, ROBERT M",REPUBLICAN,NC,SENATE DISTRICT 039,Incumbent,Won-General,212813.00
