Candidate,Party,State,Office,Incumbency,Result,Total Money
"KALLOCH, JAMES MICHAEL",REPUBLICAN,ME,HOUSE DISTRICT 093,Open,Lost-General,7317.00
"OLSON, LYNN",DEMOCRATIC,ME,HOUSE DISTRICT 023,Open,Lost-General,5224.00
"HARRINGTON, MATTHEW A",REPUBLICAN,ME,HOUSE DISTRICT 019,Open,Won-General,5221.54
"BEEBE-CENTER, ANNE (PINNY)",DEMOCRATIC,ME,HOUSE DISTRICT 093,Open,Won-General,5175.63
"NOON, JEAN M",DEMOCRATIC,ME,HOUSE DISTRICT 019,Open,Lost-General,5033.63
"ORDWAY, LESTER S",REPUBLICAN,ME,HOUSE DISTRICT 023,Open,Won-General,4871.66
"POMERLEAU, PHILIP N",UNENROLLED,ME,HOUSE DISTRICT 023,Open,Lost-General,4736.08
"DIGREGORIO, VICTOR E",UNENROLLED,ME,HOUSE DISTRICT 019,Open,Lost-General,2415.79
"HUBER, RONALD CALVIN",GREEN INDEPENDENT,ME,HOUSE DISTRICT 093,Open,Lost-General,220.00
"LEVASSEUR, SHAWN S",LIBERTARIAN,ME,HOUSE DISTRICT 093,Open,Lost-General,119.42
"WAKEFIELD, MICHAEL W",GREEN INDEPENDENT,ME,HOUSE DISTRICT 023,Open,Lost-General,0.00
