Candidate,Party,State,Office,Incumbency,Result,Total Money
"TODD, BRANDON",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Won-General,444945.00
"MAY, LARUBY",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Won-General,293433.76
"ANDREWS JR, LEON T",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,151554.00
"KINLOW, EUGENE DEWITT",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,116343.93
"BOWSER, RENEE L",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,91588.79
"BUNN, SHEILA",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,77146.01
"WILLIAMS, NATALIE",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,57399.31
"TOLIVER, DWAYNE M",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,36084.00
"WHITE, TRAYON (WARD EIGHT)",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,24089.78
"BARRY, MARION C",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,23895.83
"SLOAN, DOUGLASS NED",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,19395.00
"POWELL, EDWIN W",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,10013.00
"ABRAHAM, JAUHAR",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,9905.18
"SEEGARS, SANDRA (SS)",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,9875.00
"MUHAMMAD, ANTHONY",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,7019.86
"RUBIO JR, PEDRO",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,6275.92
"ANDERSON, ACQUNETTA",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,4543.39
"TENGEN, BOBVALA",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,4450.25
"VANTERPOOL, KEITA",INDEPENDENT,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,3934.40
"FULLER, GRETA",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,3516.75
"JONES, JUDI",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,2765.96
"AUSTIN, RON",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,2713.00
"CORLEY-BOWMAN, GWENELLEN",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,2350.00
"ANDERSON, STUART",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,1508.97
"WATSON SR, LEONARD",DEMOCRATIC,DC,CITY COUNCIL DISTRICT 008,Open,Lost-General,1099.59
"SCOTT, GLOVA",SOCIALIST,DC,CITY COUNCIL DISTRICT 004,Open,Lost-General,0.00
