Candidate,Party,State,Office,Incumbency,Result,Total Money
"SANDERSON, LARRY",DEMOCRATIC,KY,SENATE DISTRICT 002,Challenger,Lost-General,384048.72
"JELSMA, FRANKLIN K",DEMOCRATIC,KY,SENATE DISTRICT 036,Challenger,Lost-General,306642.74
"WILLIAMS, DAVID L",REPUBLICAN,KY,SENATE DISTRICT 016,Incumbent,Won-General,280315.44
"SEUM, DAN (MALANO)",REPUBLICAN,KY,SENATE DISTRICT 038,Incumbent,Won-General,252742.96
"LEEPER, ROBERT J (BOB)",REPUBLICAN,KY,SENATE DISTRICT 002,Incumbent,Won-General,242852.68
"DENTON, JULIE CARMAN",REPUBLICAN,KY,SENATE DISTRICT 036,Incumbent,Won-General,241757.46
"WORLEY, ED",DEMOCRATIC,KY,SENATE DISTRICT 034,Incumbent,Won-General,211250.82
"RHOADS, JERRY",DEMOCRATIC,KY,SENATE DISTRICT 006,Open,Won-General,192629.28
"BOSWELL, DAVID E",DEMOCRATIC,KY,SENATE DISTRICT 008,Incumbent,Won-General,179448.33
"BELCHER, LARRY L",DEMOCRATIC,KY,SENATE DISTRICT 020,Open,Lost-General,168716.74
"KERR, ALICE FORGY",REPUBLICAN,KY,SENATE DISTRICT 012,Incumbent,Won-General,151523.59
"TAPP, GARY",REPUBLICAN,KY,SENATE DISTRICT 020,Open,Won-General,146644.70
"PALMER II, RALPH J (RJ)",DEMOCRATIC,KY,SENATE DISTRICT 028,Open,Won-General,143940.44
"ROBERTS, BRUCE W",DEMOCRATIC,KY,SENATE DISTRICT 038,Challenger,Lost-General,143686.94
"PERRY, STEWART R",DEMOCRATIC,KY,HOUSE DISTRICT 088,Open,Lost-General,115099.84
"MONGIARDO, DANIEL",DEMOCRATIC,KY,SENATE DISTRICT 030,Open,Won-General,111332.42
"TORI, ELIZABETH",REPUBLICAN,KY,SENATE DISTRICT 010,Incumbent,Won-General,108951.60
"TREESH, MARK A",REPUBLICAN,KY,SENATE DISTRICT 008,Challenger,Lost-General,108118.97
"HORD, DERRICK",DEMOCRATIC,KY,SENATE DISTRICT 012,Challenger,Lost-General,101839.27
"LESTER, HERMAN W & JULIE",DEMOCRATIC,KY,HOUSE DISTRICT 094,Challenger,Lost-General,99669.19
"FAIR, JANEY M",DEMOCRATIC,KY,SENATE DISTRICT 010,Challenger,Lost-General,95871.65
"HERRON JR, PAUL",DEMOCRATIC,KY,SENATE DISTRICT 004,Incumbent,Won-General,91126.78
"THOMPSON, THOMAS N (TOMMY)",DEMOCRATIC,KY,HOUSE DISTRICT 014,Open,Won-General,87204.61
"BORDERS, CHARLIE",REPUBLICAN,KY,SENATE DISTRICT 018,Incumbent,Won-General,80925.00
"CZERWONKA, MICHAEL",REPUBLICAN,KY,HOUSE DISTRICT 043,Challenger,Lost-General,79621.10
"TURNER, JOHNNIE L",REPUBLICAN,KY,SENATE DISTRICT 030,Open,Lost-General,76794.01
"CLARK, LARRY",DEMOCRATIC,KY,HOUSE DISTRICT 046,Incumbent,Won-General,74400.83
"CORNETT, HOWARD",REPUBLICAN,KY,HOUSE DISTRICT 094,Incumbent,Won-General,72490.55
"HARRIS, ERNIE",REPUBLICAN,KY,SENATE DISTRICT 026,Incumbent,Won-General,70050.74
