Candidate,Party,State,Office,Incumbency,Result,Total Money
"MANNIX, KEVIN L",REPUBLICAN,OR,GOVERNOR,Open,Lost-General,4633721.16
"KULONGOSKI, TED",DEMOCRATIC,OR,GOVERNOR,Open,Won-General,4139451.26
"RINGO, CHARLIE",DEMOCRATIC,OR,SENATE DISTRICT 017,Open,Won-General,587164.00
"TIERNAN, BOB",REPUBLICAN,OR,SENATE DISTRICT 019,Open,Lost-General,560416.20
"WITT, BILL",REPUBLICAN,OR,SENATE DISTRICT 017,Open,Lost-General,524919.00
"DEVLIN, RICHARD",DEMOCRATIC,OR,SENATE DISTRICT 019,Open,Won-General,521583.27
"GARDNER, DAN",NONPARTISAN,OR,LABOR COMMISSIONER,Open,Won-General,517391.00
"MORSE, J FRANKLIN (FRANK)",REPUBLICAN,OR,SENATE DISTRICT 008,Open,Won-General,516353.00
"JOHNSTON, BRYAN M",DEMOCRATIC,OR,SENATE DISTRICT 010,Open,Lost-General,413599.00
"MINNIS, KAREN",REPUBLICAN,OR,HOUSE DISTRICT 049,Open,Won-General,388484.00
"ZUPANCIC, JIM",REPUBLICAN,OR,HOUSE DISTRICT 038,Open,Lost-General,369205.00
"WINTERS, JACKIE",REPUBLICAN,OR,SENATE DISTRICT 010,Open,Won-General,359157.00
"KAFOURY, DEBORAH",DEMOCRATIC,OR,HOUSE DISTRICT 043,Open,Won-General,355824.00
"ROSS, BARBARA",DEMOCRATIC,OR,SENATE DISTRICT 008,Open,Lost-General,353590.00
"FRANKE, RANDY",REPUBLICAN,OR,SENATE DISTRICT 011,Open,Lost-General,348874.88
"MACPHERSON, GREGORY H",DEMOCRATIC,OR,HOUSE DISTRICT 038,Open,Won-General,328175.74
"PARKER, KEITH",REPUBLICAN,OR,HOUSE DISTRICT 028,Open,Lost-General,299015.00
"COURTNEY, PETER",DEMOCRATIC,OR,SENATE DISTRICT 011,Open,Won-General,293971.00
"LEE, JAN",DEMOCRATIC,OR,HOUSE DISTRICT 051,Open,Lost-General,289026.15
"FLORES, LINDA",REPUBLICAN,OR,HOUSE DISTRICT 051,Open,Won-General,283519.00
"METSGER, RICK",DEMOCRATIC,OR,SENATE DISTRICT 026,Open,Won-General,277077.00
"SCOTT, WAYNE",REPUBLICAN,OR,HOUSE DISTRICT 039,Open,Won-General,266893.00
"MONTGOMERY, BOB",REPUBLICAN,OR,SENATE DISTRICT 026,Open,Lost-General,265310.74
"KITTS, DERRICK",REPUBLICAN,OR,HOUSE DISTRICT 030,Open,Won-General,263968.50
"KREMER, ROB",NONPARTISAN,OR,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,261951.00
"FARR, PAT",REPUBLICAN,OR,HOUSE DISTRICT 014,Open,Won-General,248992.00
"GALLEGOS, MARY",REPUBLICAN,OR,HOUSE DISTRICT 029,Open,Won-General,247449.00
"SCHRADER, WALTER (KURT)",DEMOCRATIC,OR,SENATE DISTRICT 020,Open,Won-General,246306.00
"BARKER, JEFF",DEMOCRATIC,OR,HOUSE DISTRICT 028,Open,Won-General,242089.00
"KNOPP, TIM",REPUBLICAN,OR,HOUSE DISTRICT 054,Open,Won-General,236291.00
"BROWN, ALAN A",REPUBLICAN,OR,HOUSE DISTRICT 010,Open,Won-General,235540.00
"HAWKINS, ARAMINTA",DEMOCRATIC,OR,HOUSE DISTRICT 014,Open,Lost-General,231044.00
"DALTO, BILLY",REPUBLICAN,OR,HOUSE DISTRICT 021,Open,Won-General,230701.04
"THOMPSON, MARCIA L",DEMOCRATIC,OR,HOUSE DISTRICT 010,Open,Lost-General,229568.00
"CASTILLO, SUSAN",NONPARTISAN,OR,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Won-General,228510.00
"AVAKIAN, BRADLEY P (BRAD)",DEMOCRATIC,OR,HOUSE DISTRICT 034,Open,Won-General,224106.00
"RILEY, CHARLES D (CHUCK)",DEMOCRATIC,OR,HOUSE DISTRICT 029,Open,Lost-General,213145.00
"SCHRADER, MARTHA",DEMOCRATIC,OR,HOUSE DISTRICT 039,Open,Lost-General,212948.00
"RICHARDSON, DENNIS M",REPUBLICAN,OR,HOUSE DISTRICT 004,Open,Won-General,202352.81
"CARLESON, ARON",DEMOCRATIC,OR,HOUSE DISTRICT 030,Open,Lost-General,198528.78
"KOMP, BETTY",DEMOCRATIC,OR,HOUSE DISTRICT 022,Open,Lost-General,194546.90
"GREENLICK, MITCH",DEMOCRATIC,OR,HOUSE DISTRICT 033,Open,Won-General,175120.00
"CLOSE, BETSY L",REPUBLICAN,OR,HOUSE DISTRICT 015,Open,Won-General,173106.00
"WALKER, VICKI L",DEMOCRATIC,OR,SENATE DISTRICT 007,Open,Won-General,142857.12
"ZAUNER, CLIFF",REPUBLICAN,OR,HOUSE DISTRICT 022,Open,Won-General,141484.00
"KRUSE, JEFF",REPUBLICAN,OR,HOUSE DISTRICT 007,Open,Won-General,140565.00
"WESTLUND II, BERNARD J (BEN)",REPUBLICAN,OR,HOUSE DISTRICT 053,Open,Won-General,138158.00
"STARR, BRUCE",REPUBLICAN,OR,SENATE DISTRICT 015,Open,Won-General,138000.00
"SWAIM, MIKE",DEMOCRATIC,OR,HOUSE DISTRICT 021,Open,Lost-General,137483.00
"CARY, MIKE",REPUBLICAN,OR,SENATE DISTRICT 007,Open,Lost-General,136603.95
"SCRUGGS, JOHN",REPUBLICAN,OR,HOUSE DISTRICT 034,Open,Lost-General,135520.00
"BARNHART, PHILIP N",DEMOCRATIC,OR,HOUSE DISTRICT 011,Open,Won-General,125314.00
"DOYLE, DAN",REPUBLICAN,OR,HOUSE DISTRICT 019,Open,Won-General,118257.00
"HUNT, DAVE",DEMOCRATIC,OR,HOUSE DISTRICT 040,Open,Won-General,114394.00
"BERGER, VICKI",REPUBLICAN,OR,HOUSE DISTRICT 020,Open,Won-General,108299.00
"KROPF, JEFFREY L (JEFF)",REPUBLICAN,OR,HOUSE DISTRICT 017,Open,Won-General,102461.00
"HANNON, LENN L",REPUBLICAN,OR,SENATE DISTRICT 003,Open,Won-General,100336.00
"WILLIAMS, MAX",REPUBLICAN,OR,HOUSE DISTRICT 035,Open,Won-General,86083.00
"MORGAN, SUSAN",REPUBLICAN,OR,HOUSE DISTRICT 002,Open,Won-General,85835.00
"SMITH, TOOTIE",REPUBLICAN,OR,HOUSE DISTRICT 018,Open,Won-General,82202.00
"DINGFELDER, JACKIE",DEMOCRATIC,OR,HOUSE DISTRICT 045,Open,Won-General,81905.00
"KRIEGER, WAYNE",REPUBLICAN,OR,HOUSE DISTRICT 001,Open,Won-General,80433.00
"BATES, ALAN C",DEMOCRATIC,OR,HOUSE DISTRICT 005,Open,Won-General,80360.00
"STARR, CHARLES",REPUBLICAN,OR,SENATE DISTRICT 013,Open,Won-General,79504.00
"NELSON, DONNA G",REPUBLICAN,OR,HOUSE DISTRICT 024,Open,Won-General,78724.00
"ANDERSON, GORDON S",REPUBLICAN,OR,HOUSE DISTRICT 003,Open,Won-General,76859.00
"PATRIDGE, ROBERT W",REPUBLICAN,OR,HOUSE DISTRICT 006,Open,Won-General,75465.00
"CORCORAN, TONY",DEMOCRATIC,OR,SENATE DISTRICT 004,Open,Won-General,73874.00
"MABREY, JOHN",REPUBLICAN,OR,HOUSE DISTRICT 059,Open,Won-General,73157.90
"GILMAN, GEORGE",REPUBLICAN,OR,HOUSE DISTRICT 055,Open,Won-General,72182.00
"BEYER, ELIZABETH TERRY",DEMOCRATIC,OR,HOUSE DISTRICT 012,Incumbent,Won-General,69401.00
"HASS, MARK",DEMOCRATIC,OR,HOUSE DISTRICT 027,Open,Won-General,63675.00
"SMITH, GREGORY V",REPUBLICAN,OR,HOUSE DISTRICT 057,Open,Won-General,62215.00
"SHETTERLY, LANE",REPUBLICAN,OR,HOUSE DISTRICT 023,Open,Won-General,62202.00
