Candidate,Party,State,Office,Incumbency,Result,Total Money
"BUSH, JOHN ELLIS (JEB) & BROGAN, FRANK T",REPUBLICAN,FL,GOVERNOR / LIEUTENANT GOVERNOR,Incumbent,Won-General,10266823.83
"MCBRIDE, WILLIAM H & ROSSIN, TOM",DEMOCRATIC,FL,GOVERNOR / LIEUTENANT GOVERNOR,Challenger,Lost-General,8573319.42
"CRIST JR, CHARLES JOSEPH (CHARLIE)",REPUBLICAN,FL,ATTORNEY GENERAL,Open,Won-General,2466860.63
"BRONSON, CHARLES H",REPUBLICAN,FL,AGRICULTURE COMMISSIONER,Open,Won-General,2133955.54
"DYER, BUDDY",DEMOCRATIC,FL,ATTORNEY GENERAL,Open,Lost-General,2025142.81
"GALLAGHER, TOM",REPUBLICAN,FL,CHIEF FINANCIAL OFFICER,Open,Won-General,1902893.60
"ATWATER, JEFFREY H",REPUBLICAN,FL,SENATE DISTRICT 025,Open,Won-General,890812.83
"BENNETT, MICHAEL S (MIKE)",REPUBLICAN,FL,SENATE DISTRICT 021,Open,Won-General,630131.41
"KING JR, JAMES E",REPUBLICAN,FL,SENATE DISTRICT 008,Open,Won-General,547135.90
"BUTTERWORTH, BOB",DEMOCRATIC,FL,SENATE DISTRICT 025,Open,Lost-General,525360.06
"FASANO, MIKE",REPUBLICAN,FL,SENATE DISTRICT 011,Open,Won-General,494762.42
"MITCHELL, RICHARD",DEMOCRATIC,FL,SENATE DISTRICT 003,Open,Lost-General,482194.38
"ARONBERG, DAVE",DEMOCRATIC,FL,SENATE DISTRICT 027,Open,Won-General,477820.26
"JONES, DENNIS L",REPUBLICAN,FL,SENATE DISTRICT 013,Open,Won-General,456668.51
"BYRD JR, JOHNNIE B",REPUBLICAN,FL,HOUSE DISTRICT 062,Incumbent,Won-General,411939.42
"CLARY, CHARLIE",REPUBLICAN,FL,SENATE DISTRICT 004,Open,Won-General,362247.85
"LYNN, EVELYN JOAN",REPUBLICAN,FL,SENATE DISTRICT 007,Open,Won-General,361059.60
"DE LA PORTILLA, ALEX DIAZ",REPUBLICAN,FL,SENATE DISTRICT 036,Open,Won-General,339839.60
"HOMAN JR, EDWARD S",REPUBLICAN,FL,HOUSE DISTRICT 060,Challenger,Won-General,336188.48
"DOMINO, CARL J",REPUBLICAN,FL,HOUSE DISTRICT 083,Open,Won-General,328977.29
"ARGENZIANO, NANCY",REPUBLICAN,FL,SENATE DISTRICT 003,Open,Won-General,327634.88
"FARKAS, FRANK",REPUBLICAN,FL,HOUSE DISTRICT 052,Incumbent,Won-General,321284.03
