Candidate,Party,State,Office,Incumbency,Result,Total Money
"SEBELIUS, KATHLEEN & MOORE, JOHN",DEMOCRATIC,KS,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,4398166.34
"SHALLENBURGER, TIM & LINDSTROM, DAVID",REPUBLICAN,KS,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,2429592.28
"KLINE, PHILL",REPUBLICAN,KS,ATTORNEY GENERAL,Open,Won-General,633787.49
"JENKINS, LYNN",REPUBLICAN,KS,TREASURER,Open,Won-General,536370.00
"PRAEGER, SANDY",REPUBLICAN,KS,INSURANCE COMMISSIONER,Open,Won-General,361165.92
"GARNER, JIM D",DEMOCRATIC,KS,INSURANCE COMMISSIONER,Open,Lost-General,235059.49
"BIGGS, CHRIS",DEMOCRATIC,KS,ATTORNEY GENERAL,Open,Lost-General,206754.33
"THORNBURGH, RON",REPUBLICAN,KS,SECRETARY OF STATE,Incumbent,Won-General,90394.80
"FINNEY, SALLY",DEMOCRATIC,KS,TREASURER,Open,Lost-General,88888.87
"EDMONDS, JOHN",REPUBLICAN,KS,HOUSE DISTRICT 112,Incumbent,Won-General,65119.00
"MAYS, DOUG",REPUBLICAN,KS,HOUSE DISTRICT 054,Incumbent,Won-General,56002.22
"WARD, JIM",DEMOCRATIC,KS,HOUSE DISTRICT 088,Open,Won-General,54638.15
"KREHBIEL, CARL",REPUBLICAN,KS,HOUSE DISTRICT 074,Incumbent,Won-General,50025.28
"PATTERSON, DOUG",REPUBLICAN,KS,HOUSE DISTRICT 028,Incumbent,Won-General,48840.00
"MCKINNEY, DENNIS",DEMOCRATIC,KS,HOUSE DISTRICT 116,Open,Won-General,47648.06
"HAWK, TOM",DEMOCRATIC,KS,HOUSE DISTRICT 067,Open,Lost-General,47120.64
"LANDWEHR, BRENDA",REPUBLICAN,KS,HOUSE DISTRICT 091,Incumbent,Won-General,45255.48
"GORDON, LANA",REPUBLICAN,KS,HOUSE DISTRICT 052,Incumbent,Won-General,45170.00
"BURGESS, MIKE",REPUBLICAN,KS,HOUSE DISTRICT 051,Open,Won-General,43527.10
"PYLE, DENNIS",REPUBLICAN,KS,HOUSE DISTRICT 062,Open,Lost-General,43143.78
"BOYER, ROBERT A (ROB)",REPUBLICAN,KS,HOUSE DISTRICT 038,Open,Won-General,40632.42
"WILSON, R J",DEMOCRATIC,KS,HOUSE DISTRICT 003,Incumbent,Won-General,40175.04
"WEBER, SHARI",REPUBLICAN,KS,HOUSE DISTRICT 068,Incumbent,Lost-General,39112.80
"SLOAN, TOM",REPUBLICAN,KS,HOUSE DISTRICT 045,Incumbent,Won-General,38150.30
"TAFANELLI, LEE",REPUBLICAN,KS,HOUSE DISTRICT 047,Incumbent,Won-General,37355.40
"GATEWOOD, DOUG",DEMOCRATIC,KS,HOUSE DISTRICT 001,Incumbent,Won-General,37168.00
"DEFEVER, VAL",REPUBLICAN,KS,BOARD OF EDUCATION DISTRICT 009,Incumbent,Lost-General,37133.76
"ONEAL, MICHAEL R (MIKE)",REPUBLICAN,KS,HOUSE DISTRICT 104,Incumbent,Won-General,37011.48
"HALEY, DAVID",DEMOCRATIC,KS,SECRETARY OF STATE,Challenger,Lost-General,36822.00
"CARLIN, SYDNEY",DEMOCRATIC,KS,HOUSE DISTRICT 066,Open,Won-General,35554.14
"CAMPBELL, LARRY L",REPUBLICAN,KS,HOUSE DISTRICT 026,Incumbent,Won-General,35433.84
"KIRK, NANCY",DEMOCRATIC,KS,HOUSE DISTRICT 056,Incumbent,Won-General,35097.68
"REITZ, ROGER P",REPUBLICAN,KS,HOUSE DISTRICT 067,Open,Won-General,34747.00
"LEVINSON, BILL",DEMOCRATIC,KS,HOUSE DISTRICT 065,Open,Withdrew-General,34726.32
"MERRICK, RAY",REPUBLICAN,KS,HOUSE DISTRICT 027,Incumbent,Won-General,34400.00
"HUFF, DAVID",REPUBLICAN,KS,HOUSE DISTRICT 030,Incumbent,Won-General,33399.51
"YODER, KEVIN W",REPUBLICAN,KS,HOUSE DISTRICT 020,Open,Won-General,32911.02
"HUNTINGTON, TERRIE W",REPUBLICAN,KS,HOUSE DISTRICT 025,Open,Won-General,32738.90
"BETHELL, BOB",REPUBLICAN,KS,HOUSE DISTRICT 113,Incumbent,Won-General,32296.68
"THULL, TOM",DEMOCRATIC,KS,HOUSE DISTRICT 072,Challenger,Won-General,32179.76
"ADAY, JERRY L",REPUBLICAN,KS,HOUSE DISTRICT 108,Open,Lost-General,31714.96
"VAN METER, IRIS M",REPUBLICAN,KS,BOARD OF EDUCATION DISTRICT 009,Challenger,Won-General,31539.43
"NEUFELD, MELVIN J",REPUBLICAN,KS,HOUSE DISTRICT 115,Incumbent,Won-General,31425.02
"NEIGHBOR, CINDY",REPUBLICAN,KS,HOUSE DISTRICT 018,Open,Won-General,31340.83
"STOCKWELL, BILL",DEMOCRATIC,KS,HOUSE DISTRICT 091,Challenger,Lost-General,31012.26
"MORRISON, JUDY",REPUBLICAN,KS,HOUSE DISTRICT 023,Incumbent,Won-General,30775.79
"HILL, DON",REPUBLICAN,KS,HOUSE DISTRICT 060,Open,Won-General,30314.10
"SVATY, JOSHUA",DEMOCRATIC,KS,HOUSE DISTRICT 108,Open,Won-General,29806.66
"WILK, KENNY A",REPUBLICAN,KS,HOUSE DISTRICT 042,Open,Won-General,29040.00
