Candidate,Party,State,Office,Incumbency,Result,Total Money
"GRANHOLM, JENNIFER M & CHERRY JR, JOHN D",DEMOCRATIC,MI,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,9001408.07
"POSTHUMUS, RICHARD E & BENNETT, LOREN N",REPUBLICAN,MI,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,4546343.40
"LAND, TERRI LYNN",REPUBLICAN,MI,SECRETARY OF STATE,Open,Won-General,2089729.01
"STAMAS, TONY",REPUBLICAN,MI,SENATE DISTRICT 036,Open,Won-General,1047497.00
"COX, MICHAEL A",REPUBLICAN,MI,ATTORNEY GENERAL,Open,Won-General,976637.55
"PETERS, GARY",DEMOCRATIC,MI,ATTORNEY GENERAL,Open,Lost-General,854073.15
"HOLLOWELL JR, MELVIN BUTCH",DEMOCRATIC,MI,SECRETARY OF STATE,Open,Lost-General,692237.67
"YOUNG JR, ROBERT P",NONPARTISAN,MI,SUPREME COURT-WEAVER SEAT & YOUNG SEAT,Incumbent,Won-General,622512.52
"GEORGE, THOMAS M",REPUBLICAN,MI,SENATE DISTRICT 020,Open,Won-General,561904.35
"LAFORGE, EDWARD",DEMOCRATIC,MI,SENATE DISTRICT 020,Open,Lost-General,534426.00
"PESTKA, STEVE",DEMOCRATIC,MI,SENATE DISTRICT 029,Open,Lost-General,467766.28
"JOHNSON, SHIRLEY M",REPUBLICAN,MI,SENATE DISTRICT 013,Incumbent,Won-General,443264.65
"PATTERSON, BRUCE C",REPUBLICAN,MI,SENATE DISTRICT 007,Open,Won-General,441304.23
"HARDIMAN, BILL",REPUBLICAN,MI,SENATE DISTRICT 029,Open,Won-General,437880.54
"TOY, LAURA M",REPUBLICAN,MI,SENATE DISTRICT 006,Open,Won-General,417847.60
"VAN WOERKOM, GERALD",REPUBLICAN,MI,SENATE DISTRICT 034,Open,Won-General,375044.49
"DEWEESE, PAUL N",REPUBLICAN,MI,SENATE DISTRICT 023,Open,Lost-General,333130.13
"SIKKEMA, KENNETH R",REPUBLICAN,MI,SENATE DISTRICT 028,Open,Won-General,299936.39
"HAMMERSTROM, BEVERLY S",REPUBLICAN,MI,SENATE DISTRICT 017,Incumbent,Won-General,293692.90
"WEAVER, ELIZABETH A",NONPARTISAN,MI,SUPREME COURT-WEAVER SEAT & YOUNG SEAT,Incumbent,Won-General,281079.07
"SCHAUER, MARK HAMILTON",DEMOCRATIC,MI,SENATE DISTRICT 019,Open,Won-General,274722.16
"SWITALSKI, MICHAEL",DEMOCRATIC,MI,SENATE DISTRICT 010,Open,Won-General,261985.12
"NOFS, MICHAEL L (MIKE)",REPUBLICAN,MI,HOUSE DISTRICT 062,Open,Won-General,254386.67
"BERNERO, VIRGIL P",DEMOCRATIC,MI,SENATE DISTRICT 023,Open,Won-General,242457.25
"CASSIS, NANCY C",REPUBLICAN,MI,SENATE DISTRICT 015,Open,Won-General,241717.55
