Candidate,Party,State,Office,Incumbency,Result,Total Money
"MURKOWSKI, FRANK H & LEMAN, LOREN D",REPUBLICAN,AK,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,2078711.46
"ULMER, FRAN & HALL, ERNIE",DEMOCRATIC,AK,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,1697907.67
"STEVENS, BEN",REPUBLICAN,AK,SENATE DISTRICT N,Open,Won-General,203092.06
"FRENCH II, HOLLIS S",DEMOCRATIC,AK,SENATE DISTRICT M,Open,Won-General,184738.62
"DONLEY, DAVE",REPUBLICAN,AK,SENATE DISTRICT M,Open,Lost-General,171248.47
"SEEKINS, RALPH C",REPUBLICAN,AK,SENATE DISTRICT D,Open,Won-General,130845.51
"DAVIES, JOHN N",DEMOCRATIC,AK,SENATE DISTRICT D,Open,Lost-General,128625.28
"WARD, JERRY",REPUBLICAN,AK,SENATE DISTRICT Q,Open,Lost-General,115609.99
"ELLIS JR, JOHNNY",DEMOCRATIC,AK,SENATE DISTRICT L,Open,Won-General,114785.68
"ELTON, KIM S",DEMOCRATIC,AK,SENATE DISTRICT B,Incumbent,Won-General,113241.00
"GUESS, GRETCHEN G",DEMOCRATIC,AK,SENATE DISTRICT J,Open,Won-General,112167.16
"GARA, LESLIE S (LES)",DEMOCRATIC,AK,HOUSE DISTRICT 023,Open,Won-General,111301.33
"COWDERY, JOHN J",REPUBLICAN,AK,SENATE DISTRICT O,Open,Won-General,103396.14
"BERKOWITZ, ETHAN A",DEMOCRATIC,AK,HOUSE DISTRICT 026,Open,Won-General,101453.55
"MURKOWSKI, LISA",REPUBLICAN,AK,HOUSE DISTRICT 018,Open,Won-General,98007.09
"MCGUIRE, LESIL",REPUBLICAN,AK,HOUSE DISTRICT 028,Open,Won-General,96560.00
"ANDERSON, TOM",REPUBLICAN,AK,HOUSE DISTRICT 019,Open,Won-General,84090.54
"MUNOZ, CATHY ENGSTROM",REPUBLICAN,AK,SENATE DISTRICT B,Challenger,Lost-General,83542.00
"BUNDE, CONLEY R (CON)",REPUBLICAN,AK,SENATE DISTRICT P,Open,Won-General,83133.86
"GREEN, LYDA N",REPUBLICAN,AK,SENATE DISTRICT G,Open,Won-General,78299.80
"WEYHRAUCH, BRUCE B",REPUBLICAN,AK,HOUSE DISTRICT 004,Open,Won-General,75464.68
"HAYES, JOE L",DEMOCRATIC,AK,HOUSE DISTRICT 009,Open,Lost-General,74196.50
"HOLM, JAMES A (JIM)",REPUBLICAN,AK,HOUSE DISTRICT 009,Open,Won-General,74153.35
"WORTHEN, TIM",REPUBLICAN,AK,SENATE DISTRICT J,Open,Lost-General,69764.00
"GATTO, CARL J",REPUBLICAN,AK,HOUSE DISTRICT 013,Open,Won-General,69407.18
"FATE JR, HUGH B (BUD)",REPUBLICAN,AK,HOUSE DISTRICT 007,Incumbent,Won-General,69161.27
"KOTT, PETER",REPUBLICAN,AK,HOUSE DISTRICT 017,Open,Won-General,69066.92
"CRAWFORD JR, HARRY T",DEMOCRATIC,AK,HOUSE DISTRICT 021,Open,Won-General,68966.00
"HEINZE, CHERYL L",REPUBLICAN,AK,HOUSE DISTRICT 024,Open,Won-General,68253.64
"HAWKER, MICHAEL",REPUBLICAN,AK,HOUSE DISTRICT 032,Open,Won-General,66486.88
"HEINZE, HAROLD",REPUBLICAN,AK,SENATE DISTRICT L,Open,Lost-General,65510.60
"LYNN, ROBERT S",REPUBLICAN,AK,HOUSE DISTRICT 031,Open,Won-General,62984.32
"PARR, KAREN",DEMOCRATIC,AK,HOUSE DISTRICT 007,Challenger,Lost-General,61291.29
"KOHRING, VIC",REPUBLICAN,AK,HOUSE DISTRICT 014,Open,Won-General,60073.41
"ROKEBERG, NORMAN",REPUBLICAN,AK,HOUSE DISTRICT 027,Open,Won-General,59771.92
"HARRIS, JOHN L",REPUBLICAN,AK,HOUSE DISTRICT 012,Open,Won-General,58810.35
