Candidate,Party,State,Office,Incumbency,Result,Total Money
"LEAPHART, W WILLIAM",NONPARTISAN,MT,SUPREME COURT-004,Incumbent,Won-General,74899.00
"FOX, MARY JO",REPUBLICAN,MT,SENATE DISTRICT 026,Open,Lost-General,60875.58
"COONEY, MIKE",DEMOCRATIC,MT,SENATE DISTRICT 026,Open,Won-General,35821.68
"RICE JR, JAMES A",NONPARTISAN,MT,SUPREME COURT,Incumbent,Won-Retention,34375.00
"SCHNEIDER, THOMAS J",DEMOCRATIC,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Open,Won-General,31773.00
"PERRY, GARY L",REPUBLICAN,MT,SENATE DISTRICT 016,Open,Won-General,29720.45
"BARKUS, GREGORY D",REPUBLICAN,MT,SENATE DISTRICT 039,Open,Won-General,29470.00
"COBB, JOHN",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 003,Open,Lost-General,29364.00
"KAUFMANN, CHRISTINE",DEMOCRATIC,MT,HOUSE DISTRICT 053,Incumbent,Won-General,29260.54
"ANDERSON, SHERM",REPUBLICAN,MT,SENATE DISTRICT 028,Open,Won-General,28855.00
"JERGESON, GREG",DEMOCRATIC,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Won-General,28076.00
"MCKENNEY, JOE",REPUBLICAN,MT,HOUSE DISTRICT 049,Incumbent,Won-General,25199.00
"YOUNKIN, CINDY E",REPUBLICAN,MT,HOUSE DISTRICT 028,Incumbent,Won-General,24423.11
"FELAND, GARY",REPUBLICAN,MT,PUBLIC SERVICE COMMISSIONER DISTRICT 001,Open,Lost-General,24414.00
"EDDLEMAN, ROBERT",NONPARTISAN,MT,SUPREME COURT-004,Challenger,Lost-General,22310.00
"WISEMAN, BRADY",DEMOCRATIC,MT,HOUSE DISTRICT 028,Challenger,Lost-General,21684.88
"WHEAT, MICHAEL E (MIKE)",DEMOCRATIC,MT,SENATE DISTRICT 014,Challenger,Won-General,19273.90
"LEWIS, DAVID",REPUBLICAN,MT,HOUSE DISTRICT 055,Challenger,Won-General,18286.00
"ROBINSON, BOB",REPUBLICAN,MT,HOUSE DISTRICT 053,Challenger,Lost-General,18248.50
"LAIBLE, RICK",REPUBLICAN,MT,SENATE DISTRICT 030,Open,Won-General,15774.00
"TESTER, JON",DEMOCRATIC,MT,SENATE DISTRICT 045,Incumbent,Won-General,15101.74
"BECKER, ARLENE",DEMOCRATIC,MT,HOUSE DISTRICT 018,Challenger,Won-General,15013.93
"EATON, EMELIE",DEMOCRATIC,MT,HOUSE DISTRICT 022,Challenger,Lost-General,13847.09
"BROWN, ROY",REPUBLICAN,MT,HOUSE DISTRICT 014,Incumbent,Won-General,13301.74
"SIMON, BRUCE",REPUBLICAN,MT,SENATE DISTRICT 009,Open,Lost-General,12542.40
"PETERSON, JIM",REPUBLICAN,MT,HOUSE DISTRICT 094,Open,Won-General,12490.00
"BOHLINGER, JOHN C",REPUBLICAN,MT,SENATE DISTRICT 007,Incumbent,Won-General,12434.70
"GRIGSBY, PAUL A",DEMOCRATIC,MT,SENATE DISTRICT 013,Open,Lost-General,12173.94
"DRAKE, VIVIAN M",DEMOCRATIC,MT,HOUSE DISTRICT 055,Incumbent,Lost-General,12074.59
"KAUL, DAN",DEMOCRATIC,MT,HOUSE DISTRICT 026,Open,Lost-General,11794.06
"JOPEK, MIKE",DEMOCRATIC,MT,HOUSE DISTRICT 080,Challenger,Lost-General,11767.62
"WELLS, JACK",REPUBLICAN,MT,SENATE DISTRICT 014,Incumbent,Lost-General,11561.00
"PENNINGTON, JOE",DEMOCRATIC,MT,SENATE DISTRICT 028,Open,Lost-General,11339.73
"LEE, KATHERINE",DEMOCRATIC,MT,SENATE DISTRICT 001,Open,Lost-General,11252.63
"HANSEN, KEN (KIM)",DEMOCRATIC,MT,SENATE DISTRICT 046,Open,Won-General,11200.00
"SMITH, JUDITH B",DEMOCRATIC,MT,HOUSE DISTRICT 063,Challenger,Lost-General,11192.38
"ERICKSON, RONALD E",DEMOCRATIC,MT,HOUSE DISTRICT 064,Incumbent,Won-General,10851.66
"JOHNSTON, BURT M",DEMOCRATIC,MT,HOUSE DISTRICT 095,Challenger,Lost-General,10638.00
"GIBSON, CAROL",DEMOCRATIC,MT,HOUSE DISTRICT 020,Challenger,Won-General,10492.00
"BLACK, JERRY W",REPUBLICAN,MT,SENATE DISTRICT 044,Open,Won-General,10340.00
