Candidate,Party,State,Office,Incumbency,Result,Total Money
"JOHNSON, JAMES M",NONPARTISAN,WA,SUPREME COURT-003,Open,Lost-General,399267.60
"WEST, JAMES E",REPUBLICAN,WA,SENATE DISTRICT 006,Incumbent,Won-General,380974.59
"SULLIVAN, BRIAN JAMES",DEMOCRATIC,WA,HOUSE DISTRICT 021-POSITION 2,Incumbent,Won-General,326331.55
"DOLAN, LAURIE H",DEMOCRATIC,WA,SENATE DISTRICT 006,Challenger,Lost-General,314476.44
"HOGLUND, ERVIN N",REPUBLICAN,WA,HOUSE DISTRICT 038-POSITION 1,Open,Lost-General,283108.21
"WARD, YVONNE",DEMOCRATIC,WA,SENATE DISTRICT 031,Challenger,Lost-General,270990.53
"BERKEY, JEAN L",DEMOCRATIC,WA,HOUSE DISTRICT 038-POSITION 2,Incumbent,Won-General,263564.72
"GARDNER, GEORGIA A",DEMOCRATIC,WA,SENATE DISTRICT 042,Incumbent,Lost-General,244154.25
"SIMPSON, GEOFFREY H",DEMOCRATIC,WA,HOUSE DISTRICT 047-POSITION 1,Incumbent,Won-General,231285.55
"HUNTER, ROSS",DEMOCRATIC,WA,HOUSE DISTRICT 048-POSITION 1,Open,Won-General,226113.01
"CLIBBORN, JUDITH R (JUDY)",DEMOCRATIC,WA,HOUSE DISTRICT 041-POSITION 2,Open,Won-General,218795.22
"EDWARDS, JEANNE A",DEMOCRATIC,WA,HOUSE DISTRICT 001-POSITION 2,Incumbent,Won-General,209591.29
"RUDERMAN, LAURA E",DEMOCRATIC,WA,HOUSE DISTRICT 045-POSITION 2,Incumbent,Won-General,206403.52
"OKE, ROBERT E",REPUBLICAN,WA,SENATE DISTRICT 026,Incumbent,Won-General,206202.27
"BRANDLAND, DALE E",REPUBLICAN,WA,SENATE DISTRICT 042,Challenger,Won-General,200674.07
"DOERFLEIN, PHIL",DEMOCRATIC,WA,SENATE DISTRICT 044,Open,Lost-General,190184.59
"ROACH, PAMELA (PAM)",REPUBLICAN,WA,SENATE DISTRICT 031,Incumbent,Won-General,185440.28
"MCCOY, JOHN R",DEMOCRATIC,WA,HOUSE DISTRICT 038-POSITION 1,Open,Won-General,183968.96
"JOHNSON, STEPHEN",REPUBLICAN,WA,SENATE DISTRICT 047,Incumbent,Won-General,179599.00
"DUNSHEE, HANS M",DEMOCRATIC,WA,HOUSE DISTRICT 044-POSITION 1,Incumbent,Won-General,174698.12
"MORELL, DAVID J",REPUBLICAN,WA,HOUSE DISTRICT 025-POSITION 2,Incumbent,Lost-General,174609.07
"EIDE, TRACEY J",DEMOCRATIC,WA,SENATE DISTRICT 030,Incumbent,Won-General,174230.25
"JACKLEY, BROCK",DEMOCRATIC,WA,HOUSE DISTRICT 026-POSITION 2,Incumbent,Lost-General,172180.27
"LOVICK, JOHN R (JOHNNY)",DEMOCRATIC,WA,HOUSE DISTRICT 044-POSITION 2,Incumbent,Won-General,169273.61
"ASHER, DAVE",DEMOCRATIC,WA,HOUSE DISTRICT 045-POSITION 1,Open,Lost-General,168585.11
"MORRELL, DAWN L",DEMOCRATIC,WA,HOUSE DISTRICT 025-POSITION 2,Challenger,Won-General,167622.86
"WALLACE, DEB",DEMOCRATIC,WA,HOUSE DISTRICT 017-POSITION 2,Challenger,Won-General,165062.30
"JACOBSON, DEBORAH S",DEMOCRATIC,WA,SENATE DISTRICT 047,Challenger,Lost-General,162834.76
"SCHMIDT, DAVID A",REPUBLICAN,WA,SENATE DISTRICT 044,Open,Won-General,162691.31
"SHIN, PAULL H",DEMOCRATIC,WA,SENATE DISTRICT 021,Incumbent,Won-General,160198.00
"SEABROOK, DAVID L",DEMOCRATIC,WA,HOUSE DISTRICT 018-POSITION 2,Open,Lost-General,156377.96
"BAILEY, BARBARA F",REPUBLICAN,WA,HOUSE DISTRICT 010-POSITION 2,Open,Won-General,153471.88
"MOORE JR, WILLIAM ANTHONY",REPUBLICAN,WA,SENATE DISTRICT 030,Challenger,Lost-General,150691.28
"AITON, GEORGE",REPUBLICAN,WA,HOUSE DISTRICT 048-POSITION 1,Open,Lost-General,145405.99
"MARKLEY, GREG",DEMOCRATIC,WA,HOUSE DISTRICT 030-POSITION 2,Open,Lost-General,142973.32
"FAIRHURST, MARY",NONPARTISAN,WA,SUPREME COURT-003,Open,Won-General,139150.35
"ORCUTT, ED",REPUBLICAN,WA,HOUSE DISTRICT 018-POSITION 2,Open,Won-General,138359.98
"MOELLER, JAMES C (JIM)",DEMOCRATIC,WA,HOUSE DISTRICT 049-POSITION 2,Open,Won-General,136421.68
"HALE, PATRICIA S",REPUBLICAN,WA,SENATE DISTRICT 008,Incumbent,Won-General,136024.47
"MILOSCIA, MARK A",DEMOCRATIC,WA,HOUSE DISTRICT 030-POSITION 1,Incumbent,Won-General,135685.17
"BERG, ERON M",DEMOCRATIC,WA,HOUSE DISTRICT 010-POSITION 2,Open,Lost-General,135144.74
"ESSER, LUKE E",REPUBLICAN,WA,SENATE DISTRICT 048,Open,Won-General,132700.37
"CHOPP JR, FRANK V",DEMOCRATIC,WA,HOUSE DISTRICT 043-POSITION 2,Incumbent,Won-General,131991.13
"JACOBSEN, KEN G",DEMOCRATIC,WA,SENATE DISTRICT 046,Incumbent,Won-General,131097.76
"KESSLER, LYNN E",DEMOCRATIC,WA,HOUSE DISTRICT 024-POSITION 2,Incumbent,Won-General,128631.18
"FREED, JOSHUA D",REPUBLICAN,WA,HOUSE DISTRICT 001-POSITION 1,Challenger,Lost-General,125636.98
"MCMORRIS RODGERS, CATHY",REPUBLICAN,WA,HOUSE DISTRICT 007-POSITION 2,Incumbent,Won-General,123781.31
"LANTZ, PATRICIA T",DEMOCRATIC,WA,HOUSE DISTRICT 026-POSITION 1,Incumbent,Won-General,123142.24
"WOODS, BEVERLY A",REPUBLICAN,WA,HOUSE DISTRICT 023-POSITION 2,Incumbent,Won-General,121867.79
"MASTIN, JOHN DAVID",REPUBLICAN,WA,HOUSE DISTRICT 016-POSITION 1,Incumbent,Won-General,120050.77
"BUCK, JAMES G",REPUBLICAN,WA,HOUSE DISTRICT 024-POSITION 1,Incumbent,Won-General,119290.98
"LINVILLE, KELLI J",DEMOCRATIC,WA,HOUSE DISTRICT 042-POSITION 2,Incumbent,Won-General,116843.14
"SULLIVAN, PATRICK J (PAT)",DEMOCRATIC,WA,HOUSE DISTRICT 047-POSITION 2,Challenger,Lost-General,116194.17
"BOOKSPAN, ELIZABETH",REPUBLICAN,WA,HOUSE DISTRICT 045-POSITION 2,Challenger,Lost-General,114436.56
"JOHNSON, CHARLES W",NONPARTISAN,WA,SUPREME COURT-004,Incumbent,Won-General,114362.78
"RINGLEE, BETTY P",DEMOCRATIC,WA,SENATE DISTRICT 026,Challenger,Lost-General,114254.47
"CAIRNES, JACK D",REPUBLICAN,WA,HOUSE DISTRICT 047-POSITION 2,Incumbent,Won-General,113229.23
"MCMAHAN, LOIS G",REPUBLICAN,WA,HOUSE DISTRICT 026-POSITION 2,Challenger,Won-General,113112.16
"APPLETON, SHERRY",DEMOCRATIC,WA,HOUSE DISTRICT 023-POSITION 2,Challenger,Lost-General,112587.27
"VAN HOLLEBEKE, LEO V",REPUBLICAN,WA,HOUSE DISTRICT 001-POSITION 2,Challenger,Lost-General,111641.98
"NIXON, TOBY",REPUBLICAN,WA,HOUSE DISTRICT 045-POSITION 1,Open,Won-General,111236.40
"SHELDON, TIMOTHY (TIM)",DEMOCRATIC,WA,SENATE DISTRICT 035,Incumbent,Won-General,109970.00
"REARDON, AARON G",DEMOCRATIC,WA,SENATE DISTRICT 038,Open,Won-General,109810.12
"CAMPBELL, THOMAS J",REPUBLICAN,WA,HOUSE DISTRICT 002-POSITION 2,Incumbent,Won-General,109498.27
"CARRELL, MICHAEL J",REPUBLICAN,WA,HOUSE DISTRICT 028-POSITION 2,Incumbent,Won-General,109146.93
"HOLMQUIST, JANEA N",REPUBLICAN,WA,HOUSE DISTRICT 013-POSITION 1,Incumbent,Won-General,108975.27
"MORRIS, JEFFREY R (JEFF)",DEMOCRATIC,WA,HOUSE DISTRICT 040-POSITION 2,Incumbent,Won-General,108964.89
"PRIEST, MAHLON S",REPUBLICAN,WA,HOUSE DISTRICT 030-POSITION 2,Open,Won-General,108294.00
"WENSMAN, MICHAEL J",REPUBLICAN,WA,HOUSE DISTRICT 041-POSITION 2,Open,Lost-General,106248.95
"OBRIEN, ALLISTER H",DEMOCRATIC,WA,HOUSE DISTRICT 001-POSITION 1,Incumbent,Won-General,104745.41
"KRIVANEK, TIM",REPUBLICAN,WA,HOUSE DISTRICT 044-POSITION 1,Challenger,Lost-General,102638.29
"AHERN, JOHN",REPUBLICAN,WA,HOUSE DISTRICT 006-POSITION 2,Incumbent,Won-General,95738.00
"COLLINS, SHEILA",DEMOCRATIC,WA,HOUSE DISTRICT 006-POSITION 2,Challenger,Lost-General,95418.69
