Candidate,Party,State,Office,Incumbency,Result,Total Money
"KEMPTHORNE, DIRK",REPUBLICAN,ID,GOVERNOR,Incumbent,Won-General,1104707.45
"BRADY, JERRY M",DEMOCRATIC,ID,GOVERNOR,Challenger,Lost-General,998306.35
"RISCH, JAMES E (JIM)",REPUBLICAN,ID,LIEUTENANT GOVERNOR,Open,Won-General,437466.65
"ROARK, R KEITH",DEMOCRATIC,ID,ATTORNEY GENERAL,Open,Lost-General,250000.80
"LUNA, TOM",REPUBLICAN,ID,SUPERINTENDENT OF PUBLIC INSTRUCTION,Challenger,Lost-General,211397.75
"YSURSA, BEN",REPUBLICAN,ID,SECRETARY OF STATE,Open,Won-General,196155.89
"WASDEN, LAWRENCE",REPUBLICAN,ID,ATTORNEY GENERAL,Open,Won-General,182267.66
"HOWARD, MARILYN",DEMOCRATIC,ID,SUPERINTENDENT OF PUBLIC INSTRUCTION,Incumbent,Won-General,133894.02
"PERRY, BRUCE M",DEMOCRATIC,ID,LIEUTENANT GOVERNOR,Open,Lost-General,88907.55
"JOHNSON, KEITH",REPUBLICAN,ID,CONTROLLER,Open,Won-General,87598.35
"BURKETT, MIKE",DEMOCRATIC,ID,SENATE DISTRICT 019,Open,Won-General,73907.18
"TROUT, LINDA COPPLE",NONPARTISAN,ID,SUPREME COURT-TROUT SEAT,Incumbent,Won-General,64397.80
"COMPTON, DICK",REPUBLICAN,ID,SENATE DISTRICT 005,Open,Won-General,46306.00
"STENNETT, CLINT G",DEMOCRATIC,ID,SENATE DISTRICT 025,Open,Won-General,40664.60
"ANDREASON, JOHN",REPUBLICAN,ID,SENATE DISTRICT 015,Incumbent,Won-General,34762.27
"LANGHORST, DAVID",DEMOCRATIC,ID,HOUSE DISTRICT 016-POSITION B,Challenger,Won-General,34671.18
"BROWN, JAN",DEMOCRATIC,ID,HOUSE DISTRICT 032-POSITION B,Open,Lost-General,32654.27
"KUNZ, KENT S",REPUBLICAN,ID,SENATE DISTRICT 029,Open,Lost-General,31866.65
"CAMERON, DEAN L",REPUBLICAN,ID,SENATE DISTRICT 026,Open,Won-General,31748.61
"MILLER, JANET J",REPUBLICAN,ID,HOUSE DISTRICT 017-POSITION B,Open,Won-General,31609.79
"DAVIS, BART M",REPUBLICAN,ID,SENATE DISTRICT 033,Open,Won-General,31191.65
"CRANE, RONALD G (RON)",REPUBLICAN,ID,TREASURER,Incumbent,Won-General,30265.00
"NEWCOMB, BRUCE",REPUBLICAN,ID,HOUSE DISTRICT 027-POSITION B,Open,Won-General,29926.88
"WERK, ELLIOT",DEMOCRATIC,ID,SENATE DISTRICT 017,Challenger,Won-General,29653.86
"STEGNER, JOSEPH H (JOE)",REPUBLICAN,ID,SENATE DISTRICT 007,Incumbent,Won-General,29240.00
"GOEDDE, JOHN W",REPUBLICAN,ID,SENATE DISTRICT 004,Open,Won-General,28975.00
"GEDDES, ROBERT L",REPUBLICAN,ID,SENATE DISTRICT 031,Open,Won-General,28730.00
"KENNEDY, FRED",DEMOCRATIC,ID,SENATE DISTRICT 022,Open,Won-General,28122.07
"CROW, DOLORES J",REPUBLICAN,ID,HOUSE DISTRICT 013-POSITION A,Open,Won-General,28065.62
"THORNBURGH, EILEEN A",DEMOCRATIC,ID,SENATE DISTRICT 021,Open,Lost-General,27798.89
"IPSEN, GRANT R",REPUBLICAN,ID,SENATE DISTRICT 017,Incumbent,Lost-General,27725.31
"STADLER, SUE",DEMOCRATIC,ID,HOUSE DISTRICT 014-POSITION B,Open,Lost-General,27419.09
"BLACK, MAX C",REPUBLICAN,ID,HOUSE DISTRICT 015-POSITION B,Incumbent,Won-General,26658.42
"GAGNER, LEE",REPUBLICAN,ID,HOUSE DISTRICT 033-POSITION B,Open,Won-General,26446.00
"SONNICHSEN, BOB",DEMOCRATIC,ID,CONTROLLER,Open,Lost-General,25985.50
"MARLEY, BERT C",DEMOCRATIC,ID,SENATE DISTRICT 029,Open,Won-General,25595.10
"SAYLER, GEORGE C",DEMOCRATIC,ID,HOUSE DISTRICT 004-POSITION B,Challenger,Won-General,25497.69
"LODGE, PATTI ANNE",REPUBLICAN,ID,SENATE DISTRICT 013,Open,Won-General,25355.25
"CUDDY, CHARLES D",DEMOCRATIC,ID,HOUSE DISTRICT 008-POSITION B,Challenger,Won-General,25250.75
"SALI, WILLIAM T (BILL)",REPUBLICAN,ID,HOUSE DISTRICT 021-POSITION A,Open,Won-General,25150.00
"YOUNG, GARY F",REPUBLICAN,ID,HOUSE DISTRICT 006-POSITION B,Open,Lost-General,25045.72
"MOYLE, MIKE",REPUBLICAN,ID,HOUSE DISTRICT 014-POSITION A,Incumbent,Won-General,24950.00
"JAQUET, WENDY",DEMOCRATIC,ID,HOUSE DISTRICT 025-POSITION A,Open,Won-General,24752.50
"EDMUNSON, CLETE",REPUBLICAN,ID,HOUSE DISTRICT 009-POSITION B,Open,Won-General,24718.26
"BLOCK, SHARON",REPUBLICAN,ID,HOUSE DISTRICT 024-POSITION B,Open,Won-General,24346.00
"GARRETT, KATHIE",REPUBLICAN,ID,HOUSE DISTRICT 017-POSITION A,Open,Won-General,23917.00
"HOLLAND, DAVE",DEMOCRATIC,ID,SENATE DISTRICT 008,Open,Lost-General,23530.29
"SWEET, GERRY",REPUBLICAN,ID,SENATE DISTRICT 020,Open,Won-General,22560.00
"BRUNEEL, FRANK C",REPUBLICAN,ID,HOUSE DISTRICT 007-POSITION A,Open,Lost-General,22286.64
"RINGO, SHIRLEY GENE",DEMOCRATIC,ID,HOUSE DISTRICT 006-POSITION B,Open,Won-General,21983.42
"NOBLE, JACK",REPUBLICAN,ID,SENATE DISTRICT 021,Open,Won-General,21977.92
"BEDKE, SCOTT C",REPUBLICAN,ID,HOUSE DISTRICT 027-POSITION A,Open,Won-General,21559.00
"WRIGHT, WALLY A",DEMOCRATIC,ID,SENATE DISTRICT 005,Open,Lost-General,21039.40
"KEOUGH, SHAWN",REPUBLICAN,ID,SENATE DISTRICT 001,Incumbent,Won-General,20826.97
"BRANDT, R SKIPPER (SKIP)",REPUBLICAN,ID,SENATE DISTRICT 008,Open,Won-General,20815.00
"GANNON, TOM",REPUBLICAN,ID,SENATE DISTRICT 023,Open,Won-General,20689.69
"KULCZYK, HENRY",REPUBLICAN,ID,HOUSE DISTRICT 014-POSITION B,Open,Won-General,20435.61
"SHEPHERD, MARY LOU",DEMOCRATIC,ID,HOUSE DISTRICT 002-POSITION A,Open,Won-General,19665.94
"ELLSWORTH, JULIE A",REPUBLICAN,ID,HOUSE DISTRICT 018-POSITION B,Open,Won-General,18836.12
"DARRINGTON, DENTON C",REPUBLICAN,ID,SENATE DISTRICT 027,Open,Won-General,18795.00
"MALOTT, KARL",DEMOCRATIC,ID,SENATE DISTRICT 012,Open,Lost-General,18348.91
"SCHROEDER, GARY J",REPUBLICAN,ID,SENATE DISTRICT 006,Open,Won-General,17954.70
"MARTINEZ, ELMER T",DEMOCRATIC,ID,HOUSE DISTRICT 029-POSITION B,Open,Won-General,17773.54
"MCKENZIE, CURTIS",REPUBLICAN,ID,SENATE DISTRICT 012,Open,Won-General,17547.56
"WHITE, GINO",DEMOCRATIC,ID,SENATE DISTRICT 016,Challenger,Lost-General,17235.20
"JUDD, JUNE E",DEMOCRATIC,ID,HOUSE DISTRICT 002-POSITION B,Open,Lost-General,17194.07
"CALABRETTA, MARTHA (MARTI)",DEMOCRATIC,ID,SENATE DISTRICT 002,Open,Won-General,17055.85
"DEAL, W W (BILL)",REPUBLICAN,ID,HOUSE DISTRICT 013-POSITION B,Open,Won-General,17040.00
"FAULKNER, TOM",REPUBLICAN,ID,SENATE DISTRICT 025,Open,Lost-General,17031.77
"SORENSEN, SHEILA A",REPUBLICAN,ID,SENATE DISTRICT 018,Open,Won-General,16890.43
"INGRAM, CECIL D",REPUBLICAN,ID,SENATE DISTRICT 016,Incumbent,Won-General,16650.00
"TILMAN, FRED",REPUBLICAN,ID,HOUSE DISTRICT 021-POSITION B,Open,Won-General,16099.08
"POMEROY, HORACE B (HOD)",REPUBLICAN,ID,HOUSE DISTRICT 016-POSITION B,Incumbent,Lost-General,15810.14
"LITTLE, BRAD",REPUBLICAN,ID,SENATE DISTRICT 011,Open,Won-General,15690.00
"PHELPS, MARDEN K",DEMOCRATIC,ID,HOUSE DISTRICT 031-POSITION B,Open,Lost-General,15642.46
"CLOONAN, JOAN M",REPUBLICAN,ID,SENATE DISTRICT 019,Open,Lost-General,15589.03
"NACCARATO, MIKE",DEMOCRATIC,ID,HOUSE DISTRICT 007-POSITION B,Open,Won-General,15349.79
"RYDALCH, ANN",REPUBLICAN,ID,HOUSE DISTRICT 032-POSITION B,Open,Won-General,15310.51
"EBERLE, CHARLES",REPUBLICAN,ID,HOUSE DISTRICT 005-POSITION B,Open,Won-General,14983.00
"HENBEST, MARGARET",DEMOCRATIC,ID,HOUSE DISTRICT 016-POSITION A,Incumbent,Won-General,14930.00
"BUNDERSON, HAROLD R",REPUBLICAN,ID,SENATE DISTRICT 014,Incumbent,Won-General,14860.00
"BOE, DONNA",DEMOCRATIC,ID,HOUSE DISTRICT 030-POSITION A,Open,Won-General,14480.29
"HARVEY, JOANN",DEMOCRATIC,ID,SENATE DISTRICT 003,Open,Lost-General,14468.11
"JOHNSON, KRISTY REED",DEMOCRATIC,ID,HOUSE DISTRICT 005-POSITION A,Open,Lost-General,14395.80
"KELLOGG, HILDE",REPUBLICAN,ID,HOUSE DISTRICT 005-POSITION A,Open,Won-General,14360.50
"ESKRIDGE, GEORGE E",REPUBLICAN,ID,HOUSE DISTRICT 001-POSITION B,Open,Won-General,14241.46
"CAMPBELL, JOHN L",REPUBLICAN,ID,HOUSE DISTRICT 001-POSITION A,Incumbent,Won-General,14213.00
"KING, PHYLIS K",DEMOCRATIC,ID,HOUSE DISTRICT 018-POSITION B,Open,Lost-General,14077.74
"SELLMAN, SHER",REPUBLICAN,ID,SENATE DISTRICT 022,Open,Lost-General,13778.14
"RIDINGER, TIM",REPUBLICAN,ID,HOUSE DISTRICT 025-POSITION B,Open,Won-General,13679.91
"MCKAGUE, SHIRLEY",REPUBLICAN,ID,HOUSE DISTRICT 020-POSITION B,Open,Won-General,13396.00
"SMYLIE, R STEVE",REPUBLICAN,ID,HOUSE DISTRICT 015-POSITION A,Incumbent,Won-General,13392.11
"BARRACLOUGH, JACK T",REPUBLICAN,ID,HOUSE DISTRICT 033-POSITION A,Open,Won-General,13275.00
"ANDERSEN, ALLEN R",DEMOCRATIC,ID,HOUSE DISTRICT 029-POSITION A,Open,Won-General,13019.05
"HORNBECK, TWILA",REPUBLICAN,ID,HOUSE DISTRICT 008-POSITION B,Incumbent,Lost-General,13011.32
"JONES, DOUGLAS R",REPUBLICAN,ID,HOUSE DISTRICT 023-POSITION B,Incumbent,Won-General,12866.43
"HAMPTON, ELENORE L (ELLIE)",DEMOCRATIC,ID,SENATE DISTRICT 033,Open,Lost-General,12604.20
"PHILLIPS, DAVID",DEMOCRATIC,ID,HOUSE DISTRICT 022-POSITION B,Open,Lost-General,12598.64
"MCFADDEN, MAUREEN",DEMOCRATIC,ID,HOUSE DISTRICT 033-POSITION B,Open,Lost-General,12404.00
"PISCHNER, DON",REPUBLICAN,ID,HOUSE DISTRICT 005-POSITION B,Open,Lost-General,12375.00
"MITCHELL, MIKE P",DEMOCRATIC,ID,HOUSE DISTRICT 007-POSITION A,Open,Won-General,12042.64
"PENCE, DONNA LEE",DEMOCRATIC,ID,HOUSE DISTRICT 025-POSITION B,Open,Lost-General,12031.27
"SMITH, ELAINE",DEMOCRATIC,ID,HOUSE DISTRICT 030-POSITION B,Open,Won-General,11856.02
"FISHER, CORRINE TAFOYA",DEMOCRATIC,ID,SENATE DISTRICT 013,Open,Lost-General,11620.47
"HARWOOD, RICHARD J (DICK)",REPUBLICAN,ID,HOUSE DISTRICT 002-POSITION B,Open,Won-General,11492.00
"HART, PHIL",CONSTITUTION,ID,HOUSE DISTRICT 003-POSITION B,Open,Lost-General,11401.63
"DENNEY, LAWERENCE E",REPUBLICAN,ID,HOUSE DISTRICT 009-POSITION A,Incumbent,Won-General,11225.00
"LOERTSCHER, TOM",REPUBLICAN,ID,HOUSE DISTRICT 031-POSITION A,Open,Lost-General,11073.32
"CANNON, JOSEPH S",REPUBLICAN,ID,HOUSE DISTRICT 028-POSITION B,Open,Won-General,11018.73
"RING, ROBERT (BOB)",REPUBLICAN,ID,HOUSE DISTRICT 010-POSITION A,Open,Won-General,10988.00
"BAILEY, KENT",REPUBLICAN,ID,SENATE DISTRICT 003,Open,Won-General,10825.00
"JONES, DOUGLAS S",DEMOCRATIC,ID,SENATE DISTRICT 026,Open,Lost-General,10765.19
"LANGFORD, EULALIE TEICHERT",REPUBLICAN,ID,HOUSE DISTRICT 031-POSITION B,Open,Won-General,10707.15
"MALEPEAI, EDGAR J",DEMOCRATIC,ID,SENATE DISTRICT 030,Open,Won-General,10486.39
"BIETER, DAVID H",DEMOCRATIC,ID,HOUSE DISTRICT 019-POSITION A,Incumbent,Won-General,10144.74
"HIBBERT, FARHANA",REPUBLICAN,ID,HOUSE DISTRICT 030-POSITION B,Open,Lost-General,9947.09
"HANSEN, JOHN K",INDEPENDENT,ID,HOUSE DISTRICT 018-POSITION A,Open,Lost-General,9924.31
"CLARK, JAMES W",REPUBLICAN,ID,HOUSE DISTRICT 003-POSITION A,Incumbent,Won-General,9650.00
"COLLINS, GARY",REPUBLICAN,ID,HOUSE DISTRICT 012-POSITION B,Open,Won-General,9578.22
"FIELD, DEBBIE",REPUBLICAN,ID,HOUSE DISTRICT 018-POSITION A,Open,Won-General,9500.00
"HARRIMAN, LYNDON E",DEMOCRATIC,ID,HOUSE DISTRICT 005-POSITION B,Open,Lost-General,9379.25
"ERSKINE, SCOTT",DEMOCRATIC,ID,HOUSE DISTRICT 021-POSITION A,Open,Lost-General,9310.64
"PEARCE, MONTY J",REPUBLICAN,ID,SENATE DISTRICT 009,Open,Won-General,8864.54
"DOUGLAS, BONNIE",DEMOCRATIC,ID,HOUSE DISTRICT 004-POSITION A,Open,Won-General,8778.23
"RICHARDSON, PRO-LIFE",REPUBLICAN,ID,SENATE DISTRICT 032,Open,Won-General,8765.00
"SNODGRASS, MARK A",REPUBLICAN,ID,HOUSE DISTRICT 020-POSITION A,Open,Won-General,8660.10
"TRAIL, THOMAS F",REPUBLICAN,ID,HOUSE DISTRICT 006-POSITION A,Open,Won-General,8637.02
"PALMATIER, DUNCAN",DEMOCRATIC,ID,SENATE DISTRICT 006,Open,Lost-General,8486.12
"ROBISON, KEN",DEMOCRATIC,ID,HOUSE DISTRICT 019-POSITION B,Incumbent,Won-General,8481.61
"RIGGS, DICK",DEMOCRATIC,ID,SENATE DISTRICT 007,Challenger,Lost-General,8424.00
"SHIRLEY, MACK G",REPUBLICAN,ID,HOUSE DISTRICT 034-POSITION A,Open,Won-General,8224.59
"MCWILLIAMS, RON",REPUBLICAN,ID,SENATE DISTRICT 010,Open,Won-General,8193.54
"MEYER, WAYNE R",REPUBLICAN,ID,HOUSE DISTRICT 003-POSITION B,Open,Won-General,8125.39
"WOOD, JOAN",REPUBLICAN,ID,HOUSE DISTRICT 035-POSITION A,Open,Won-General,8084.60
"RALPHS, DAN",DEMOCRATIC,ID,HOUSE DISTRICT 027-POSITION A,Open,Lost-General,7675.37
"VAN STONE, DALE",DEMOCRATIC,ID,HOUSE DISTRICT 001-POSITION A,Challenger,Lost-General,7330.00
"CHISHOLM, BILL",DEMOCRATIC,ID,SENATE DISTRICT 023,Open,Lost-General,7045.29
"BEACH, BEVERLY",DEMOCRATIC,ID,HOUSE DISTRICT 028-POSITION A,Open,Lost-General,7018.41
