,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
1,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
2,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
3,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
4,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
5,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
6,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
7,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
8,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
9,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
10,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
11,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
12,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
13,South Carolina,Attorney General,0.0,William Herlong,REP,2018,2022,0,No,Yes,No
14,South Carolina,Attorney General,0.0,Michael Alan Wilson,REP,2014,2018,2,No,Yes,No
15,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
16,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
17,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
18,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
19,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
20,South Carolina,Comptroller,0.0,Richard Eckstrom,REP,2014,2018,4,No,Yes,Yes
21,South Carolina,Governor,0.0,Nikki Haley,REP,2014,2018,2,No,No,No
22,South Carolina,Governor,0.0,John Warren Jr.,REP,2018,2022,0,No,No,No
23,South Carolina,Governor,0.0,John Warren Jr.,REP,2018,2022,0,No,No,No
24,South Carolina,Governor,0.0,John Warren Jr.,REP,2018,2022,0,No,No,No
