,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Utah,Attorney General,0.0,John Swallow,REP,2012,2016,1,No,Yes,Yes
1,Utah,Attorney General,0.0,Sean Reyes,REP,2016,2020,2,No,Yes,Yes
2,Utah,Governor,0.0,Gary Herbert,REP,2012,2016,2,No,Yes,Yes
3,Utah,Governor,0.0,Gary Herbert,REP,2012,2016,2,No,Yes,Yes
4,Utah,Governor,0.0,Gary Herbert,REP,2016,2020,3,No,Yes,Yes
5,Utah,State Representative,1.0,Scott Sandall,REP,2016,2018,2,No,Yes,Yes
6,Utah,State Representative,10.0,Dixon Pitcher,REP,2016,2018,4,No,Yes,No
7,Utah,State Representative,11.0,Kelly Miles,REP,2016,2018,1,No,Yes,Yes
8,Utah,State Representative,12.0,Mike Schultz,REP,2016,2018,2,Yes,Yes,Yes
9,Utah,State Representative,13.0,Paul Ray,REP,2016,2018,7,No,Yes,Yes
10,Utah,State Representative,14.0,Karianne Lisonbee,REP,2016,2018,1,No,Yes,Yes
11,Utah,State Representative,15.0,Brad Wilson,REP,2016,2018,4,No,Yes,Yes
12,Utah,State Representative,16.0,Steve Handy,REP,2016,2018,4,No,Yes,Yes
13,Utah,State Representative,17.0,Stewart Barlow,REP,2016,2018,3,No,Yes,Yes
14,Utah,State Representative,18.0,Timothy Hawkes,REP,2016,2018,2,Yes,Yes,Yes
15,Utah,State Representative,19.0,Raymond Ward,REP,2016,2018,2,No,Yes,No
16,Utah,State Representative,2.0,Jefferson Moss,REP,2016,2018,1,No,Yes,Yes
17,Utah,State Representative,20.0,Becky Edwards,REP,2016,2018,5,No,Yes,No
18,Utah,State Representative,21.0,Doug Sagers,REP,2016,2018,4,No,Yes,Yes
19,Utah,State Representative,22.0,Susan Duckworth,DEM,2016,2018,5,No,Yes,No
20,Utah,State Representative,23.0,Sandra Hollins,DEM,2016,2018,2,No,Yes,Yes
21,Utah,State Representative,24.0,Rebecca Chavez-Houck,DEM,2016,2018,5,No,No,Yes
22,Utah,State Representative,25.0,Joel Briscoe,DEM,2016,2018,4,Yes,Yes,Yes
23,Utah,State Representative,26.0,Angela Romero,DEM,2016,2018,3,Yes,Yes,No
24,Utah,State Representative,27.0,Mike Kennedy,REP,2016,2018,3,Yes,Yes,No
25,Utah,State Representative,28.0,Brian King,DEM,2016,2018,5,Yes,Yes,Yes
26,Utah,State Representative,29.0,Lee Perry,REP,2016,2018,3,No,Yes,Yes
27,Utah,State Representative,3.0,Val Potter,REP,2016,2018,1,Yes,Yes,Yes
28,Utah,State Representative,30.0,Mike Winder,REP,2016,2018,1,No,No,No
29,Utah,State Representative,31.0,Elizabeth Weight,DEM,2016,2018,1,No,Yes,Yes
30,Utah,State Representative,32.0,Lavar Christensen,REP,2016,2018,3,No,Yes,No
31,Utah,State Representative,33.0,Craig Hall,REP,2016,2018,3,No,Yes,Yes
32,Utah,State Representative,34.0,Karen Kwan,DEM,2016,2018,1,No,Yes,No
33,Utah,State Representative,35.0,Mark Wheatley,DEM,2016,2018,7,No,Yes,Yes
34,Utah,State Representative,36.0,Patrice Arent,DEM,2016,2018,4,Yes,Yes,Yes
35,Utah,State Representative,37.0,Carol Spackman Moss,DEM,2016,2018,9,No,Yes,Yes
36,Utah,State Representative,38.0,Eric Hutchings,REP,2016,2018,8,No,Yes,Yes
37,Utah,State Representative,39.0,Jim Dunnigan,REP,2016,2018,8,No,Yes,Yes
38,Utah,State Representative,4.0,Edward Redd,REP,2016,2018,3,Yes,Yes,No
39,Utah,State Representative,40.0,Lynn Hemingway,DEM,2016,2018,1,No,Yes,Yes
40,Utah,State Representative,41.0,Dan McCay,REP,2016,2018,3,No,Yes,No
41,Utah,State Representative,42.0,Kim Coleman,REP,2016,2018,2,Yes,Yes,Yes
42,Utah,State Representative,43.0,Adam Gardiner,REP,2016,2018,1,No,No,Yes
43,Utah,State Representative,44.0,Bruce Cutler,REP,2016,2018,2,No,Yes,Yes
44,Utah,State Representative,45.0,Steve Eliason,REP,2016,2018,4,No,Yes,Yes
45,Utah,State Representative,46.0,Marie Poulson,DEM,2016,2018,5,No,No,Yes
46,Utah,State Representative,47.0,Ken Ivory,REP,2016,2018,4,No,Yes,No
47,Utah,State Representative,48.0,Keven Stratton,REP,2016,2018,3,Yes,Yes,Yes
48,Utah,State Representative,49.0,Robert Spendlove,REP,2016,2018,2,No,Yes,Yes
49,Utah,State Representative,5.0,Curt Webb,REP,2016,2018,5,No,Yes,Yes
50,Utah,State Representative,50.0,Susan Pulsipher,REP,2016,2018,1,No,Yes,No
51,Utah,State Representative,51.0,Greg Hughes,REP,2016,2018,8,No,Yes,Yes
52,Utah,State Representative,52.0,John Knotwell,REP,2016,2018,3,No,Yes,Yes
53,Utah,State Representative,53.0,Logan Wilde,REP,2016,2018,1,No,Yes,Yes
54,Utah,State Representative,54.0,Tim Quinn,REP,2016,2018,1,No,No,Yes
55,Utah,State Representative,55.0,Scott Chew,REP,2016,2018,2,No,Yes,Yes
56,Utah,State Representative,56.0,Kay Christofferson,REP,2016,2018,3,Yes,Yes,Yes
57,Utah,State Representative,57.0,Brian Greene,REP,2016,2018,3,Yes,Yes,No
58,Utah,State Representative,58.0,Derrin Owens,REP,2016,2018,1,Yes,Yes,No
59,Utah,State Representative,59.0,Val Peterson,REP,2016,2018,4,No,Yes,Yes
60,Utah,State Representative,6.0,Cory Maloy,REP,2016,2018,1,No,Yes,No
61,Utah,State Representative,60.0,Brad Daw,REP,2016,2018,2,No,Yes,No
62,Utah,State Representative,61.0,Keith Grover,REP,2016,2018,6,No,Yes,No
63,Utah,State Representative,62.0,Jon Stanard,REP,2016,2018,3,Yes,Yes,Yes
64,Utah,State Representative,63.0,Dean Sanpei,REP,2016,2018,4,No,Yes,Yes
65,Utah,State Representative,64.0,Norm Thurston,REP,2016,2018,2,No,Yes,No
66,Utah,State Representative,65.0,Francis Gibson,REP,2016,2018,5,Yes,Yes,No
67,Utah,State Representative,66.0,Mike McKell,REP,2016,2018,3,Yes,Yes,Yes
68,Utah,State Representative,67.0,Marc Roberts,REP,2016,2018,3,No,Yes,No
69,Utah,State Representative,68.0,Merrill Nelson,REP,2016,2018,3,No,Yes,Yes
70,Utah,State Representative,69.0,Christine Watkins,REP,2016,2018,1,No,No,No
71,Utah,State Representative,7.0,Justin Fawson,REP,2016,2018,2,No,Yes,No
72,Utah,State Representative,70.0,Carl Albrecht,REP,2016,2018,1,No,Yes,No
73,Utah,State Representative,71.0,Brad Last,REP,2016,2018,8,No,Yes,No
74,Utah,State Representative,72.0,John Westwood,REP,2016,2018,3,Yes,Yes,Yes
75,Utah,State Representative,73.0,Mike Noel,REP,2016,2018,8,No,Yes,No
76,Utah,State Representative,74.0,Lowry Snow,REP,2016,2018,3,Yes,Yes,Yes
77,Utah,State Representative,75.0,Walt Brooks,REP,2016,2018,1,No,Yes,Yes
78,Utah,State Representative,8.0,Gage Froerer,REP,2016,2018,6,No,Yes,No
79,Utah,State Representative,9.0,Jeremy Peterson,REP,2016,2018,4,No,Yes,No
80,Utah,State Senator,1.0,Luz Robles Escamilla,DEM,2016,2020,3,No,Yes,Yes
81,Utah,State Senator,10.0,Lincoln Fillmore,REP,2016,2020,1,No,Yes,Yes
82,Utah,State Senator,11.0,Howard Stephenson,REP,2014,2018,4,No,Yes,No
83,Utah,State Senator,12.0,Daniel Thatcher,REP,2014,2018,2,No,Yes,Yes
84,Utah,State Senator,13.0,Jake Anderegg,REP,2016,2020,1,No,Yes,Yes
85,Utah,State Senator,14.0,Dan Hemmert,REP,2016,2020,1,No,Yes,Yes
86,Utah,State Senator,15.0,Margaret Dayton,REP,2014,2018,3,No,Yes,No
87,Utah,State Senator,16.0,Curt Bramble,REP,2016,2020,5,No,Yes,Yes
88,Utah,State Senator,17.0,Peter Knudson,REP,2014,2018,4,No,Yes,No
89,Utah,State Senator,18.0,Ann Millner,REP,2014,2018,1,No,Yes,Yes
90,Utah,State Senator,19.0,Allen Christensen,REP,2016,2020,4,No,Yes,Yes
91,Utah,State Senator,2.0,Jim Dabakis,DEM,2014,2016,1,No,No,Yes
92,Utah,State Senator,20.0,Gregg Buxton,REP,2016,2020,1,No,Yes,Yes
93,Utah,State Senator,21.0,Jerry Stevenson,REP,2014,2018,2,No,Yes,Yes
94,Utah,State Senator,22.0,Stuart Adams,REP,2014,2018,2,No,Yes,Yes
95,Utah,State Senator,23.0,Todd Weiler,REP,2016,2020,2,No,Yes,Yes
