Candidate,Party,State,Office,Incumbency,Result,Total Money
"PANELLA, JACK A",DEMOCRATIC,PA,SUPREME COURT-OPEN SEAT,Open,Lost-General,2706137.20
"MELVIN, JOAN ORIE",REPUBLICAN,PA,SUPREME COURT-OPEN SEAT,Open,Won-General,2469189.10
"MUNDY, SALLIE UPDYKE",REPUBLICAN,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Won-General,447590.05
"LAZARUS, ANNE E",DEMOCRATIC,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Won-General,395352.79
"SARMINA, TERESA",DEMOCRATIC,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Lost-General,362560.10
"OTT, PAULA",REPUBLICAN,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Won-General,327083.31
"OLSON, JUDITH (JUDY)",REPUBLICAN,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Won-General,323151.34
"ERNSBERGER, BARBARA BEHREND",DEMOCRATIC,PA,APPELLATE COMMONWEALTH-OPEN SEAT 2,Open,Lost-General,258813.78
"BROBSON, KEVIN",REPUBLICAN,PA,APPELLATE COMMONWEALTH-OPEN SEAT 2,Open,Won-General,247131.68
"COLVILLE, ROBERT J",DEMOCRATIC,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Lost-General,180618.00
"MCCARTHY, KEVIN FRANCIS",DEMOCRATIC,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Lost-General,118462.02
"SMITH, TEMP",REPUBLICAN,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Lost-General,102195.07
"JUDSON, LINDA S",DEMOCRATIC,PA,APPELLATE COMMONWEALTH-OPEN SEAT 2,Open,Lost-General,49345.24
"MCCULLOUGH, PATRICIA A",REPUBLICAN,PA,APPELLATE COMMONWEALTH-OPEN SEAT 2,Open,Won-General,19381.97
"PELLEGRINI, DANTE R",NONPARTISAN,PA,APPELLATE COMMONWEALTH-PELLEGRINI SEAT,Incumbent,Won-Retention,500.00
"ROGERS, MARAKAY J",LIBERTARIAN,PA,APPELLATE SUPERIOR-OPEN SEAT 2,Open,Lost-General,0.00
"ELLIOTT, KATE FORD",NONPARTISAN,PA,APPELLATE SUPERIOR-ELLIOTT SEAT,Incumbent,Won-Retention,0.00
