Candidate,Party,State,Office,Incumbency,Result,Total Money
"BRYANT, PHIL",REPUBLICAN,MS,GOVERNOR,Open,Won-General,6412215.81
"REEVES, TATE",REPUBLICAN,MS,LIEUTENANT GOVERNOR,Open,Won-General,2745378.70
"HOOD, JIM",DEMOCRATIC,MS,ATTORNEY GENERAL,Incumbent,Won-General,2005982.56
"FITCH, LYNN",REPUBLICAN,MS,TREASURER,Open,Won-General,1259051.96
"DUPREE, JOHNNY L",DEMOCRATIC,MS,GOVERNOR,Open,Lost-General,1250104.06
"HOSEMANN, DELBERT",REPUBLICAN,MS,SECRETARY OF STATE,Incumbent,Won-General,1139579.56
"LUCKETT, BILL",DEMOCRATIC,MS,GOVERNOR,Open,Lost-Primary Runoff,1126254.48
"SIMPSON, STEVE",REPUBLICAN,MS,ATTORNEY GENERAL,Challenger,Lost-General,789855.68
"CHANEY, MIKE",REPUBLICAN,MS,INSURANCE COMMISSIONER,Incumbent,Won-General,580706.63
"CRISLER, MARSHAND",DEMOCRATIC,MS,TRANSPORTATION COMMISSIONER DISTRICT CENTRAL,Challenger,Lost-General,503421.90
"PICKERING, STACEY E",REPUBLICAN,MS,AUDITOR,Incumbent,Won-General,477730.00
"YANCEY, LEE",REPUBLICAN,MS,TREASURER,Open,Lost-Primary Runoff,418039.64
"HYDE-SMITH, CINDY",REPUBLICAN,MS,AGRICULTURE COMMISSIONER,Open,Won-General,416950.69
"HALL, DICK",REPUBLICAN,MS,TRANSPORTATION COMMISSIONER DISTRICT CENTRAL,Incumbent,Won-General,402350.86
"KING, TOM",REPUBLICAN,MS,TRANSPORTATION COMMISSIONER DISTRICT SOUTHERN,Open,Won-General,329690.00
"TAGERT, MIKE",REPUBLICAN,MS,TRANSPORTATION COMMISSIONER DISTRICT NORTHERN,Incumbent,Won-General,310299.00
"ROSS, KNOX",REPUBLICAN,MS,SENATE DISTRICT 020,Open,Lost-Primary Runoff,290580.61
"WATSON, PERCY W",DEMOCRATIC,MS,HOUSE DISTRICT 103,Incumbent,Won-General,279041.07
"KIRBY, DEAN",REPUBLICAN,MS,SENATE DISTRICT 030,Incumbent,Won-General,264549.50
"MOAK, BOBBY",DEMOCRATIC,MS,HOUSE DISTRICT 053,Incumbent,Won-General,261948.12
"FLAGGS JR, GEORGE",DEMOCRATIC,MS,HOUSE DISTRICT 055,Incumbent,Won-General,239150.00
"PRESLEY, BRANDON E",DEMOCRATIC,MS,PUBLIC SERVICE COMMISSIONER DISTRICT NORTHERN,Incumbent,Won-General,238436.12
"CLARKE, EUGENE S (BUCK)",REPUBLICAN,MS,SENATE DISTRICT 022,Incumbent,Won-General,218757.50
"BENTZ, LEONARD L",REPUBLICAN,MS,PUBLIC SERVICE COMMISSIONER DISTRICT SOUTHERN,Incumbent,Won-General,211952.95
"BLOUNT, DAVID",DEMOCRATIC,MS,SENATE DISTRICT 029,Incumbent,Won-General,202735.74
"WARD, GILES K",REPUBLICAN,MS,SENATE DISTRICT 018,Incumbent,Won-General,201244.91
"POSEY, LYNN",REPUBLICAN,MS,PUBLIC SERVICE COMMISSIONER DISTRICT CENTRAL,Incumbent,Won-General,184870.00
"HARKINS, JOSH",REPUBLICAN,MS,SENATE DISTRICT 020,Open,Won-General,178823.00
"FLOWERS, MERLE",REPUBLICAN,MS,SENATE DISTRICT 019,Incumbent,Won-General,169991.00
"ADAMS JR, BOYCE E",REPUBLICAN,MS,PUBLIC SERVICE COMMISSIONER DISTRICT NORTHERN,Challenger,Lost-General,169783.69
"JONES, BRANDON C",DEMOCRATIC,MS,HOUSE DISTRICT 111,Incumbent,Lost-General,158199.67
"WATSON JR, MICHAEL D",REPUBLICAN,MS,SENATE DISTRICT 051,Incumbent,Won-General,156262.17
"COLLINS, NANCY ADAMS",REPUBLICAN,MS,SENATE DISTRICT 006,Open,Won-General,150411.47
"BROWN, CECIL C",DEMOCRATIC,MS,HOUSE DISTRICT 066,Incumbent,Won-General,136410.40
"LONGWITZ, WILLIAM (WILL)",REPUBLICAN,MS,SENATE DISTRICT 025,Open,Won-General,136069.66
"BUSBY, CHARLES",REPUBLICAN,MS,HOUSE DISTRICT 111,Challenger,Won-General,135184.64
"STRINGER, JOHNNY W",DEMOCRATIC,MS,HOUSE DISTRICT 087,Incumbent,Won-General,135175.00
"MCDANIEL, CHRIS",REPUBLICAN,MS,SENATE DISTRICT 042,Incumbent,Won-General,134698.00
"OBERHOUSEN, BRAD",DEMOCRATIC,MS,HOUSE DISTRICT 073,Challenger,Won-General,124184.87
"BONDURANT, SIDNEY W",REPUBLICAN,MS,HOUSE DISTRICT 024,Incumbent,Lost-General,122270.55
"BARIA, DAVID",DEMOCRATIC,MS,HOUSE DISTRICT 122,Open,Won-General,120357.14
