Candidate,Party,State,Office,Incumbency,Result,Total Money
"OCONNELL, JEFF",DEMOCRATIC,MO,HOUSE DISTRICT 083,Open,Lost-General,48732.00
"SOMMER, CHRISSY",REPUBLICAN,MO,HOUSE DISTRICT 015,Open,Won-General,42525.00
"MORGAN, JUDY A",DEMOCRATIC,MO,HOUSE DISTRICT 039,Open,Won-General,40740.10
"WOODY, PAUL",DEMOCRATIC,MO,HOUSE DISTRICT 015,Open,Lost-General,39282.00
"MCCREERY, TRACY",INDEPENDENT,MO,HOUSE DISTRICT 083,Open,Won-General,33665.00
"ELLINGTON, BRANDON",DEMOCRATIC,MO,HOUSE DISTRICT 041,Open,Won-General,5575.00
"WOOD, NOLA",REPUBLICAN,MO,SENATE DISTRICT 009,Open,Lost-General,4650.00
"BRENNAN, PATRICK J",REPUBLICAN,MO,HOUSE DISTRICT 083,Open,Lost-General,2998.32
"LANDES, JAMIE BARKER",REPUBLICAN,MO,HOUSE DISTRICT 039,Open,Lost-General,2172.37
"SLANTZ, BILL",LIBERTARIAN,MO,HOUSE DISTRICT 015,Open,Lost-General,0.00
"CURLS, SHALONN (KIKI)",DEMOCRATIC,MO,SENATE DISTRICT 009,Open,Won-General,0.00
