Candidate,Party,State,Office,Incumbency,Result,Total Money
"DARLING, ALBERTA H",REPUBLICAN,WI,SENATE DISTRICT 008,Incumbent,Won-General,1074200.38
"PROSSER JR, DAVID T",NONPARTISAN,WI,SUPREME COURT-PROSSER SEAT,Incumbent,Won-General,914451.47
"KAPANKE, DANIEL (DAN)",REPUBLICAN,WI,SENATE DISTRICT 032,Incumbent,Lost-General,868475.74
"KLOPPENBURG, JOANNE F",NONPARTISAN,WI,SUPREME COURT-PROSSER SEAT,Challenger,Lost-General,598018.33
"PASCH, SANDRA K",DEMOCRATIC,WI,SENATE DISTRICT 008,Challenger,Lost-General,453800.81
"HOLPERIN, JIM",DEMOCRATIC,WI,SENATE DISTRICT 012,Incumbent,Won-General,450734.42
"HANSEN, DAVID N (DAVE)",DEMOCRATIC,WI,SENATE DISTRICT 030,Incumbent,Won-General,401212.91
"MOORE, SHELLY",DEMOCRATIC,WI,SENATE DISTRICT 010,Challenger,Lost-General,398937.46
"WIRCH, ROBERT W",DEMOCRATIC,WI,SENATE DISTRICT 022,Incumbent,Won-General,354094.00
"HOPPER, RANDY",REPUBLICAN,WI,SENATE DISTRICT 018,Incumbent,Lost-General,345892.80
"CLARK, FRED",DEMOCRATIC,WI,SENATE DISTRICT 014,Challenger,Lost-General,308056.50
"SIMAC, KIM",REPUBLICAN,WI,SENATE DISTRICT 012,Challenger,Lost-General,238198.75
"NUSBAUM, NANCY",DEMOCRATIC,WI,SENATE DISTRICT 002,Challenger,Lost-General,186300.09
"COWLES, ROBERT L",REPUBLICAN,WI,SENATE DISTRICT 002,Incumbent,Won-General,173941.22
"TAYLOR, CHRIS",DEMOCRATIC,WI,ASSEMBLY DISTRICT 048,Open,Won-General,162219.54
"HARSDORF, SHEILA",REPUBLICAN,WI,SENATE DISTRICT 010,Incumbent,Won-General,138703.47
"KING, JESSICA J",DEMOCRATIC,WI,SENATE DISTRICT 018,Challenger,Won-General,109786.12
"STEITZ, JONATHAN R",REPUBLICAN,WI,SENATE DISTRICT 022,Challenger,Lost-General,86923.40
"SHILLING, JENNIFER K",DEMOCRATIC,WI,SENATE DISTRICT 032,Challenger,Won-General,82886.12
"LAUTZ, JOHN",REPUBLICAN,WI,ASSEMBLY DISTRICT 094,Open,Lost-General,73415.00
"OLSEN, LUTHER S",REPUBLICAN,WI,SENATE DISTRICT 014,Incumbent,Won-General,70255.00
"BROWNLOW, JAMES ARTHUR (JIM)",DEMOCRATIC,WI,ASSEMBLY DISTRICT 083,Open,Lost-General,19315.66
"AARON, RICHARD (RICK)",DEMOCRATIC,WI,ASSEMBLY DISTRICT 060,Open,Lost-General,14119.00
"DREWES, DAVID A",REPUBLICAN,WI,ASSEMBLY DISTRICT 095,Open,Lost-General,12189.00
"VANDERLEEST, DAVID",REPUBLICAN,WI,SENATE DISTRICT 030,Challenger,Lost-General,7385.01
"HIGGINBOTHAM, PAUL B",NONPARTISAN,WI,APPELLATE COURT DISTRICT 004-HIGGINBOTHAM SEAT,Incumbent,Won-General,2100.00
"STROEBEL JR, S DUANE (DUEY)",REPUBLICAN,WI,ASSEMBLY DISTRICT 060,Open,Won-General,0.00
"CRAIG, DAVID J (DAVE)",REPUBLICAN,WI,ASSEMBLY DISTRICT 083,Open,Won-General,0.00
"DOYLE, STEVE",DEMOCRATIC,WI,ASSEMBLY DISTRICT 094,Open,Won-General,0.00
"BILLINGS, JILL E",DEMOCRATIC,WI,ASSEMBLY DISTRICT 095,Open,Won-General,0.00
"PETERSON, GREGORY A",NONPARTISAN,WI,APPELLATE COURT DISTRICT 003-PETERSON SEAT,Incumbent,Won-General,0.00
