Candidate,Party,State,Office,Incumbency,Result,Total Money
"DURANT, PETER J",REPUBLICAN,MA,HOUSE DISTRICT SIXTH WORCESTER,Challenger,Won-General,68288.06
"ORRALL, KEIKO M",REPUBLICAN,MA,HOUSE DISTRICT TWELFTH BRISTOL,Open,Won-General,53940.74
"BRUNELLE JR, ROGER P",DEMOCRATIC,MA,HOUSE DISTRICT TWELFTH BRISTOL,Open,Lost-General,51523.00
"ALICEA, GERALDO",DEMOCRATIC,MA,HOUSE DISTRICT SIXTH WORCESTER,Incumbent,Lost-General,51509.61
"LAWN JR, JOHN J",DEMOCRATIC,MA,HOUSE DISTRICT TENTH MIDDLESEX,Open,Won-General,48158.35
"DIXON, JAMES E",REPUBLICAN,MA,HOUSE DISTRICT TENTH MIDDLESEX,Open,Lost-General,28017.66
"FARLEY-BOUVIER, TRICIA",DEMOCRATIC,MA,HOUSE DISTRICT THIRD BERKSHIRE,Open,Won-General,27790.64
"BORIA, PETER J",INDEPENDENT,MA,HOUSE DISTRICT SIXTH WORCESTER,Challenger,Lost-General,22906.99
"MILLER, MARK C",GREEN-RAINBOW,MA,HOUSE DISTRICT THIRD BERKSHIRE,Open,Lost-General,22441.00
"CIRBA, ROBERT J",UNENROLLED,MA,HOUSE DISTRICT SIXTH WORCESTER,Challenger,Lost-General,842.38
