Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Washington Governor,2016,Inslee,D,50.7,Bryant,R,42.3,,,
Washington Governor,2016,Inslee,D,50,Bryant,R,43,,,
Washington Governor,2016,Inslee,D,51,Bryant,R,39,,,
Washington Governor,2016,Inslee,D,51,Bryant,R,45,,,
Washington Senate,2016,Murray,D,53,Vance,R,41,,,
Washington Senate,2016,Murray,D,58,Vance,R,34,,,
Washington Senate,2016,Murray,D,55,Vance,R,39,,,
Washington Senate,2016,Murray,D,48,Vance,R,41,,,
Washington Senate,2016,Murray,D,44,Vance,R,23,,,
Washington Governor,2012,Inslee,D,47.3,McKenna,R,46.3,,,
Washington Governor,2012,Inslee,D,50,McKenna,R,48,,,
Washington Governor,2012,Inslee,D,47,McKenna,R,46,,,
Washington Governor,2012,Inslee,D,49,McKenna,R,46,,,
Washington Governor,2012,Inslee,D,45,McKenna,R,47,,,
Washington Governor,2012,Inslee,D,46,McKenna,R,46,,,
Washington Governor,2012,Inslee,D,47,McKenna,R,45,,,
Washington 1st District,2012,DelBene,D,47,Koster,R,44,,,
Washington 1st District,2012,DelBene,D,42,Koster,R,46,,,
Washington 1st District,2012,DelBene,D,32,Koster,R,49,,,
Washington Senate,2010,Murray,D,48.3,Rossi,R,48.0,,,
Washington Senate,2010,Murray,D,48,Rossi,R,50,,,
Washington Senate,2010,Murray,D,49,Rossi,R,47,,,
Washington Senate,2010,Murray,D,49,Rossi,R,48,,,
Washington Senate,2010,Murray,D,47,Rossi,R,47,,,
Washington 2nd District,2010,Koster,R,46,Larsen,D,50,,,
Washington 2nd District,2010,Koster,R,47,Larsen,D,50,,,
Washington 2nd District,2010,Koster,R,50,Larsen,D,46,,,
Washington 3rd District,2010,Heck,D,46,Herrera,R,50,,,
Washington 3rd District,2010,Heck,D,42,Herrera,R,53,,,
Washington 3rd District,2010,Heck,D,40,Herrera,R,42,,,
Washington 3rd District,2010,Heck,D,43,Herrera,R,52,,,
Washington 3rd District,2010,Heck,D,41,Herrera,R,54,,,
Washington 8th District,2010,DelBene,D,45,Reichert,R,52,,,
Washington 8th District,2010,DelBene,D,46,Reichert,R,49,,,
Washington 8th District,2010,DelBene,D,45,Reichert,R,52,,,
Washington 8th District,2010,DelBene,D,41,Reichert,R,54,,,
Washington 9th District,2010,Muri,R,46,Smith,D,49,,,
Washington 9th District,2010,Muri,R,46,Smith,D,49,,,
Washington Governor,2008,Gregoire,D,50.7,Rossi,R,47.3,,,
Washington Governor,2008,Gregoire,D,52,Rossi,R,46,,,
Washington Governor,2008,Gregoire,D,50,Rossi,R,48,,,
Washington Governor,2008,Gregoire,D,50,Rossi,R,48,,,
Washington 8th District,2008,Burner,D,50,Reichert,R,46,,,
Washington 8th District,2008,Burner,D,41,Reichert,R,49,,,
Washington 8th District,2008,Burner,D,44,Reichert,R,54,,,
Washington 8th District,2008,Burner,D,44,Reichert,R,50,,,
Washington 8th District,2008,Burner,D,45,Reichert,R,51,,,
Washington Senate Race,2006,McGavick,R,40.5,Cantwell,D,53.8,Und.,N/A,4.3
Washington Senate Race,2006,McGavick,R,38,Cantwell,D,54,Und.,N/A,7
Washington Senate Race,2006,McGavick,R,41,Cantwell,D,53,Und.,N/A,6
Washington Senate Race,2006,McGavick,R,41,Cantwell,D,54,Und.,N/A,2
Washington Senate Race,2006,McGavick,R,42,Cantwell,D,54,Und.,N/A,2
Washington-8,2006,Reichert,R,51,Burner,D,45,Und.,N/A,4
Washington-8,2006,Reichert,R,47,Burner,D,49,Und.,N/A,5
Washington-8,2006,Reichert,R,50,Burner,D,47,Und.,N/A,3
Washington-8,2006,Reichert,R,48,Burner,D,45,Und.,N/A,7
Washington-8,2006,Reichert,R,50,Burner,D,48,Und.,N/A,3
Washington-8,2006,Reichert,R,46,Burner,D,49,Und.,N/A,5
Washington-8,2006,Reichert,R,54,Burner,D,41,Und.,N/A,6
