Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
North Dakota Senate,2012,Berg,R,49.0,Heitkamp,D,43.3,,,
North Dakota Senate,2012,Berg,R,47,Heitkamp,D,45,,,
North Dakota Senate,2012,Berg,R,50,Heitkamp,D,45,,,
North Dakota Senate,2012,Berg,R,50,Heitkamp,D,40,,,
North Dakota At-Large,2012,Cramer,R,50,Gulleson,D,40,,,
North Dakota At-Large,2012,Cramer,R,52,Gulleson,D,32,,,
North Dakota At-Large,2012,Cramer,R,49,Gulleson,D,37,,,
North Dakota At-Large,2012,Cramer,R,49,Gulleson,D,35,,,
North Dakota Senate,2010,Hoeven,R,72,Potter,D,25,,,
North Dakota Senate,2010,Hoeven,R,68,Potter,D,25,,,
North Dakota Senate,2010,Hoeven,R,69,Potter,D,25,,,
North Dakota Senate,2010,Hoeven,R,69,Potter,D,22,,,
North Dakota Senate,2010,Hoeven,R,73,Potter,D,19,,,
North Dakota Senate,2010,Hoeven,R,72,Potter,D,23,,,
North Dakota Senate,2010,Hoeven,R,69,Potter,D,24,,,
North Dakota Senate,2010,Hoeven,R,68,Potter,D,25,,,
North Dakota At-Large,2010,Berg,R,52,Pomeroy,D,42,,,
North Dakota At-Large,2010,Berg,R,44,Pomeroy,D,45,,,
North Dakota At-Large,2010,Berg,R,48,Pomeroy,D,45,,,
North Dakota At-Large,2010,Berg,R,53,Pomeroy,D,44,,,
North Dakota At-Large,2010,Berg,R,49,Pomeroy,D,46,,,
North Dakota At-Large,2010,Berg,R,51,Pomeroy,D,44,,,
North Dakota At-Large,2010,Berg,R,52,Pomeroy,D,43,,,
North Dakota At-Large,2010,Berg,R,49,Pomeroy,D,45,,,
North Dakota At-Large,2010,Berg,R,51,Pomeroy,D,44,,,
North Dakota At-Large,2010,Berg,R,46,Pomeroy,D,40,,,
North Dakota Governor,2008,Hoeven,R,68,Mathern,D,28,,,
North Dakota Governor,2008,Hoeven,R,67,Mathern,D,27,,,
