Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Pennsylvania Senate,2016,McGinty,D,45.0,Toomey,R,43.0,,,
Pennsylvania Senate,2016,McGinty,D,42,Toomey,R,43,,,
Pennsylvania Senate,2016,McGinty,D,44,Toomey,R,44,,,
Pennsylvania Senate,2016,McGinty,D,45,Toomey,R,43,,,
Pennsylvania Senate,2016,McGinty,D,47,Toomey,R,41,,,
Pennsylvania Senate,2016,McGinty,D,47,Toomey,R,44,,,
Pennsylvania Governor,2014,Corbett,R,40.2,Wolf,D,51.2,,,
Pennsylvania Governor,2014,Corbett,R,39,Wolf,D,51,,,
Pennsylvania Governor,2014,Corbett,R,43,Wolf,D,50,,,
Pennsylvania Governor,2014,Corbett,R,40,Wolf,D,50,,,
Pennsylvania Governor,2014,Corbett,R,40,Wolf,D,53,,,
Pennsylvania Governor,2014,Corbett,R,39,Wolf,D,52,,,
Pennsylvania Senate,2012,Casey,D,48.2,Smith,R,42.8,,,
Pennsylvania Senate,2012,Casey,D,52,Smith,R,44,,,
Pennsylvania Senate,2012,Casey,D,48,Smith,R,42,,,
Pennsylvania Senate,2012,Casey,D,46,Smith,R,45,,,
Pennsylvania Senate,2012,Casey,D,48,Smith,R,39,,,
Pennsylvania Senate,2012,Casey,D,49,Smith,R,42,,,
Pennsylvania Senate,2012,Casey,D,46,Smith,R,45,,,
Pennsylvania Governor,2010,Corbett,R,50.7,Onorato,D,42.8,,,
Pennsylvania Governor,2010,Corbett,R,52,Onorato,D,45,,,
Pennsylvania Governor,2010,Corbett,R,49,Onorato,D,42,,,
Pennsylvania Governor,2010,Corbett,R,52,Onorato,D,42,,,
Pennsylvania Governor,2010,Corbett,R,52,Onorato,D,43,,,
Pennsylvania Governor,2010,Corbett,R,51,Onorato,D,44,,,
Pennsylvania Governor,2010,Corbett,R,48,Onorato,D,41,,,
Pennsylvania Senate,2010,Sestak,D,45.0,Toomey,R,49.5,,,
Pennsylvania Senate,2010,Sestak,D,46,Toomey,R,51,,,
Pennsylvania Senate,2010,Sestak,D,44,Toomey,R,48,,,
Pennsylvania Senate,2010,Sestak,D,45,Toomey,R,50,,,
Pennsylvania Senate,2010,Sestak,D,46,Toomey,R,50,,,
Pennsylvania Senate,2010,Sestak,D,45,Toomey,R,52,,,
Pennsylvania Senate,2010,Sestak,D,44,Toomey,R,46,,,
2010 Key Pennsylvania House Races,2010,Dahlkemper,D,37,Kelly,R,44,,,
2010 Key Pennsylvania House Races,2010,Dahlkemper,D,36,Kelly,R,49,,,
2010 Key Pennsylvania House Races,2010,Dahlkemper,D,38,Kelly,R,44,,,
2010 Key Pennsylvania House Races,2010,Dahlkemper,D,38,Kelly,R,52,,,
Pennsylvania 10th District,2008,Carney,D,48,Hackett,R,33,,,
Pennsylvania 10th District,2008,Carney,D,49,Hackett,R,45,,,
Pennsylvania 11th District,2008,Barletta,R,43,Kanjorski,D,39,,,
Pennsylvania 11th District,2008,Barletta,R,44,Kanjorski,D,35,,,
Pennsylvania Governor Race,2006,Swann,R,36.0,Rendell,D,57.8,Und.,N/A,5.8
Pennsylvania Governor Race,2006,Swann,R,38,Rendell,D,56,Und.,N/A,6
Pennsylvania Governor Race,2006,Swann,R,35,Rendell,D,60,Und.,N/A,5
Pennsylvania Governor Race,2006,Swann,R,34,Rendell,D,59,Und.,N/A,7
Pennsylvania Governor Race,2006,Swann,R,35,Rendell,D,58,Und.,N/A,6
Pennsylvania Governor Race,2006,Swann,R,38,Rendell,D,56,Und.,N/A,5
Pennsylvania 4,2006,Hart,R,46,Altmire,D,42,Und.,N/A,11
Pennsylvania 4,2006,Hart,R,48,Altmire,D,44,Und.,N/A,--
Pennsylvania 4,2006,Hart,R,53,Altmire,D,39,Und.,N/A,--
Pennsylvania - 6,2006,Gerlach,R,46,Murphy,D,51,Und.,N/A,3
Pennsylvania - 6,2006,Gerlach,R,44,Murphy,D,47,Und.,N/A,--
