Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Florida Senate,2016,Rubio,R,48.5,Murphy,D,44.8,,,
Florida Senate,2016,Rubio,R,50,Murphy,D,43,,,
Florida Senate,2016,Rubio,R,47,Murphy,D,44,,,
Florida Senate,2016,Rubio,R,50,Murphy,D,46,,,
Florida Senate,2016,Rubio,R,47,Murphy,D,46,,,
Florida 13th District,2016,Crist,D,54,Jolly,R,36,,,
Florida Governor,2014,Crist,D,43.0,Scott,R,42.4,,,
Florida Governor,2014,Crist,D,47,Scott,R,46,,,
Florida Governor,2014,Crist,D,44,Scott,R,42,,,
Florida Governor,2014,Crist,D,41,Scott,R,41,,,
Florida Governor,2014,Crist,D,36,Scott,R,36,,,
Florida Governor,2014,Crist,D,47,Scott,R,47,,,
Florida 26th District,2014,Curbelo,R,46,Garcia,D,42,,,
Florida Senate,2012,Mack,R,43.8,Nelson,D,50.0,,,
Florida Senate,2012,Mack,R,46,Nelson,D,51,,,
Florida Senate,2012,Mack,R,43,Nelson,D,52,,,
Florida Senate,2012,Mack,R,43,Nelson,D,49,,,
Florida Senate,2012,Mack,R,46,Nelson,D,49,,,
Florida Senate,2012,Mack,R,41,Nelson,D,49,,,
Florida Governor,2010,Scott,R,45.7,Sink,D,44.5,,,--
Florida Governor,2010,Scott,R,49,Sink,D,45,,,
Florida Governor,2010,Scott,R,47,Sink,D,48,,,
Florida Governor,2010,Scott,R,43,Sink,D,44,,,
Florida Governor,2010,Scott,R,48,Sink,D,45,,,
Florida Governor,2010,Scott,R,43,Sink,D,46,,,
Florida Governor,2010,Scott,R,44,Sink,D,39,,,
Florida Senate,2010,Crist,I,30.0,Meek,D,19.2,Rubio,R,47.0
Florida Senate,2010,Crist,I,30,Meek,D,21,Rubio,R,47
Florida Senate,2010,Crist,I,31,Meek,D,20,Rubio,R,48
Florida Senate,2010,Crist,I,31,Meek,D,18,Rubio,R,45
Florida Senate,2010,Crist,I,30,Meek,D,16,Rubio,R,50
Florida Senate,2010,Crist,I,28,Meek,D,21,Rubio,R,45
2010 Key Florida House Races,2010,Boyd,D,38,Southerland,R,50,,,
2010 Key Florida House Races,2010,Boyd,D,38,Southerland,R,50,,,
Florida 21st District,2008,L. Diaz-Balart,R,48,Martinez,D,43,,,
Florida 21st District,2008,L. Diaz-Balart,R,46,Martinez,D,48,,,
Florida 25th District,2008,M. Diaz-Balart,R,43,Garcia,D,41,,,
Florida 25th District,2008,M. Diaz-Balart,R,45,Garcia,D,41,,,
Florida Governor Race,2006,Crist,R,42.5,Davis,D,49.3,Und.,N/A,5.5
Florida Governor Race,2006,Crist,R,50,Davis,D,42,Und.,N/A,5
Florida Governor Race,2006,Crist,R,49,Davis,D,47,Und.,N/A,1
Florida Governor Race,2006,Crist,R,48,Davis,D,38,Und.,N/A,10
Florida Governor Race,2006,Crist,R,50,Davis,D,43,Und.,N/A,6
Florida - 13,2006,Buchanan,R,41,Jennings,D,52,Und.,N/A,--
Florida - 13,2006,Buchanan,R,44,Jennings,D,47,Und.,N/A,8
Florida - 13,2006,Buchanan,R,38,Jennings,D,50,Und.,N/A,12
Florida - 13,2006,Buchanan,R,38,Jennings,D,46,Und.,N/A,16
Florida - 16,2006,Foley/Negron,R,46,Mahoney,D,49,Und.,N/A,5
Florida - 16,2006,Foley/Negron,R,43,Mahoney,D,50,Und.,N/A,5
Florida - 16,2006,Foley/Negron,R,48,Mahoney,D,35,Und.,N/A,--
Florida - 22,2006,Shaw,R,42,Klein,D,48,Und.,N/A,--
Florida - 22,2006,Shaw,R,48,Klein,D,50,Und.,N/A,2
Florida - 22,2006,Shaw,R,48,Klein,D,43,Und.,N/A,8
Florida - 22,2006,Shaw,R,42,Klein,D,43,Und.,N/A,15
Florida - 22,2006,Shaw,R,52,Klein,D,44,Und.,N/A,4
Florida - 22,2006,Shaw,R,42,Klein,D,38,Und.,N/A,20
Florida - 22,2006,Shaw,R,56,Klein,D,37,Und.,N/A,--
