Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
South Dakota Senate,2016,Thune,R,54,Williams,D,35,,,
South Dakota Senate,2016,Thune,R,57,Williams,D,36,,,
S.D. Senate,2014,Pressler,I,17.2,Rounds,R,42.2,Weiland,D,30.0
S.D. Senate,2014,Pressler,I,21,Rounds,R,45,Weiland,D,31
S.D. Senate,2014,Pressler,I,19,Rounds,R,43,Weiland,D,32
S.D. Senate,2014,Pressler,I,13,Rounds,R,42,Weiland,D,33
S.D. Senate,2014,Pressler,I,16,Rounds,R,43,Weiland,D,29
S.D. Senate,2014,Pressler,I,17,Rounds,R,38,Weiland,D,25
South Dakota Governor,2014,Daugaard,R,59.3,Wismer,D,29.0,,,
South Dakota Governor,2014,Daugaard,R,54,Wismer,D,34,,,
South Dakota Governor,2014,Daugaard,R,62,Wismer,D,26,,,
South Dakota Governor,2014,Daugaard,R,67,Wismer,D,28,,,
South Dakota Governor,2014,Daugaard,R,54,Wismer,D,28,,,
South Dakota Governor,2010,Daugaard,R,55,Heidepriem,D,36,,,
South Dakota Governor,2010,Daugaard,R,57,Heidepriem,D,33,,,
South Dakota Governor,2010,Daugaard,R,57,Heidepriem,D,28,,,
South Dakota Governor,2010,Daugaard,R,59,Heidepriem,D,27,,,
South Dakota Governor,2010,Daugaard,R,52,Heidepriem,D,35,,,
South Dakota Governor,2010,Daugaard,R,52,Heidepriem,D,36,,,
South Dakota Governor,2010,Daugaard,R,51,Heidepriem,D,36,,,
South Dakota Governor,2010,Daugaard,R,53,Heidepriem,D,33,,,
South Dakota Governor,2010,Daugaard,R,49,Heidepriem,D,32,,,
South Dakota Governor,2010,Daugaard,R,41,Heidepriem,D,32,,,
South Dakota At-Large,2010,Noem,R,45,Herseth Sandlin,D,43,,,
South Dakota At-Large,2010,Noem,R,49,Herseth Sandlin,D,44,,,
South Dakota At-Large,2010,Noem,R,42,Herseth Sandlin,D,45,,,
South Dakota At-Large,2010,Noem,R,47,Herseth Sandlin,D,44,,,
South Dakota At-Large,2010,Noem,R,45,Herseth Sandlin,D,47,,,
South Dakota At-Large,2010,Noem,R,51,Herseth Sandlin,D,42,,,
South Dakota At-Large,2010,Noem,R,49,Herseth Sandlin,D,44,,,
South Dakota At-Large,2010,Noem,R,53,Herseth Sandlin,D,41,,,
South Dakota At-Large,2010,Noem,R,35,Herseth Sandlin,D,50,,,
South Dakota At-Large,2010,Noem,R,35,Herseth Sandlin,D,46,,,
South Dakota Senate,2008,Dykstra,R,34,Johnson,D,57,,,
South Dakota Senate,2008,Dykstra,R,34,Johnson,D,61,,,
South Dakota Senate,2008,Dykstra,R,38,Johnson,D,60,,,
