Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Virginia Governor,2017,Northam,D,47.7,Gillespie,R,44.4,,,
Virginia Governor,2017,Northam,D,47,Gillespie,R,45,,,
Virginia Governor,2017,Northam,D,48,Gillespie,R,43,,,
Virginia Governor,2017,Northam,D,47,Gillespie,R,46,,,
Virginia Governor,2017,Northam,D,49,Gillespie,R,46,,,
Virginia Governor,2017,Northam,D,51,Gillespie,R,42,,,
Virginia Governor,2017,Northam,D,45,Gillespie,R,45,,,
Virginia Governor,2017,Northam,D,51,Gillespie,R,45,,,
Virginia Governor,2017,Northam,D,49,Gillespie,R,48,,,
Virginia Governor,2017,Northam,D,43,Gillespie,R,40,,,
Virginia Governor,2017,Northam,D,48,Gillespie,R,43,,,
Virginia Governor,2017,Northam,D,47,Gillespie,R,47,,,
Virginia Governor,2017,Northam,D,47,Gillespie,R,43,,,
Virginia Senate,2014,Gillespie,R,38.8,Warner,D,48.5,,,
Virginia Senate,2014,Gillespie,R,44,Warner,D,51,,,
Virginia Senate,2014,Gillespie,R,35,Warner,D,47,,,
Virginia Senate,2014,Gillespie,R,39,Warner,D,49,,,
Virginia Senate,2014,Gillespie,R,37,Warner,D,47,,,
Virginia Go,2013,Cuccinelli,R,38.9,McAuliffe,D,45.6,Sarvis,L,9.6
Virginia Go,2013,Cuccinelli,R,43,McAuliffe,D,50,Sarvis,L,4
Virginia Go,2013,Cuccinelli,R,40,McAuliffe,D,46,Sarvis,L,8
Virginia Go,2013,Cuccinelli,R,38,McAuliffe,D,45,Sarvis,L,10
Virginia Go,2013,Cuccinelli,R,40,McAuliffe,D,42,Sarvis,L,13
Virginia Go,2013,Cuccinelli,R,36,McAuliffe,D,43,Sarvis,L,12
Virginia Go,2013,Cuccinelli,R,36,McAuliffe,D,42,Sarvis,L,12
Virginia Go,2013,Cuccinelli,R,39,McAuliffe,D,51,Sarvis,L,8
Virginia Senate,2012,Allen,R,46.8,Kaine,D,48.6,,,
Virginia Senate,2012,Allen,R,47,Kaine,D,49,,,
Virginia Senate,2012,Allen,R,46,Kaine,D,52,,,
Virginia Senate,2012,Allen,R,46,Kaine,D,49,,,
Virginia Senate,2012,Allen,R,50,Kaine,D,50,,,
Virginia Senate,2012,Allen,R,46,Kaine,D,50,,,
Virginia Senate,2012,Allen,R,48,Kaine,D,46,,,
Virginia Senate,2012,Allen,R,47,Kaine,D,42,,,
Virginia Senate,2012,Allen,R,44,Kaine,D,51,,,
Virginia 2nd District,2012,Hirschbiel,D,32,Rigell,R,44,,,
Virginia 2nd District,2010,Nye,D,41,Rigell,R,42,,,
Virginia 2nd District,2010,Nye,D,36,Rigell,R,42,,,
Virginia 5th District,2010,Hurt,R,51,Perriello,D,43,,,
Virginia 5th District,2010,Hurt,R,46,Perriello,D,40,,,
Virginia 5th District,2010,Hurt,R,52,Perriello,D,41,,,
Virginia 5th District,2010,Hurt,R,45,Perriello,D,44,,,
Virginia 5th District,2010,Hurt,R,58,Perriello,D,35,,,
Virginia 5th District,2010,Hurt,R,61,Perriello,D,35,,,
Virginia 5th District,2010,Hurt,R,49,Perriello,D,43,,,
Virginia 5th District,2010,Hurt,R,58,Perriello,D,35,,,
Virginia 5th District,2010,Hurt,R,44,Perriello,D,44,,,
Virginia 9th District,2010,Boucher,D,46,Griffith,R,47,,,
Virginia 9th District,2010,Boucher,D,51,Griffith,R,41,,,
Virginia 9th District,2010,Boucher,D,53,Griffith,R,38,,,
Virginia 9th District,2010,Boucher,D,50,Griffith,R,40,,,
Virginia 9th District,2010,Boucher,D,52,Griffith,R,39,,,
Virginia Governor,2009,McDonnell,R,54.6,Deeds,D,41.2,,,
Virginia Governor,2009,McDonnell,R,58,Deeds,D,40,,,
Virginia Governor,2009,McDonnell,R,53,Deeds,D,41,,,
Virginia Governor,2009,McDonnell,R,54,Deeds,D,41,,,
Virginia Governor,2009,McDonnell,R,54,Deeds,D,44,,,
Virginia Governor,2009,McDonnell,R,54,Deeds,D,40,,,
Virginia Senate,2008,Gilmore,R,32.7,Warner,D,61.3,,,
Virginia Senate,2008,Gilmore,R,35,Warner,D,59,,,
Virginia Senate,2008,Gilmore,R,31,Warner,D,62,,,
Virginia Senate,2008,Gilmore,R,32,Warner,D,63,,,
Virginia Senate Race,2006,Allen,R,46.8,Webb,D,48.3,Und.,N/A,3.3
Virginia Senate Race,2006,Allen,R,44,Webb,D,52,Und.,N/A,1
Virginia Senate Race,2006,Allen,R,45,Webb,D,46,Und.,N/A,7
Virginia Senate Race,2006,Allen,R,49,Webb,D,46,Und.,N/A,4
Virginia Senate Race,2006,Allen,R,49,Webb,D,49,Und.,N/A,1
Virginia - 2,2006,Drake,R,45,Kellam,D,50,Und.,N/A,5
Virginia - 2,2006,Drake,R,46,Kellam,D,44,Und.,N/A,10
Virginia - 2,2006,Drake,R,48,Kellam,D,46,Und.,N/A,6
Virginia - 2,2006,Drake,R,42,Kellam,D,46,Und.,N/A,10
Virginia - 2,2006,Drake,R,43,Kellam,D,51,Und.,N/A,6
Virginia - 2,2006,Drake,R,48,Kellam,D,41,Und.,N/A,--
