Race,Year,Cand 1,Cand 1 Party,Cand 1 Result,Cand 2,Cand 2 Party,Cand 2 Result,Cand 3,Cand 3 Party,Cand 3 Result
Illinois Senate,2016,Duckworth,D,48.0,Kirk,R,34.7,,,
Illinois Senate,2016,Duckworth,D,54,Kirk,R,36,,,
Illinois Senate,2016,Duckworth,D,42,Kirk,R,34,,,
Illinois Senate,2016,Duckworth,D,48,Kirk,R,34,,,
Illinois Senate,2014,Durbin,D,49.8,Oberweis,R,38.4,,,
Illinois Senate,2014,Durbin,D,51,Oberweis,R,41,,,
Illinois Senate,2014,Durbin,D,49,Oberweis,R,39,,,
Illinois Senate,2014,Durbin,D,52,Oberweis,R,39,,,
Illinois Senate,2014,Durbin,D,50,Oberweis,R,36,,,
Illinois Senate,2014,Durbin,D,47,Oberweis,R,37,,,
Illinois 10th District,2014,Dold,R,44,Schneider,D,46,,,
Illinois 11th District,2014,Foster,D,47,Senger,R,44,,,
Illinois 12th District,2014,Bost,R,45,Enyart,D,40,,,
Illinois 13th District,2014,Callis,D,38,Davis,R,51,,,
Illinois 17th District,2014,Bustos,D,50,Schilling,R,41,,,
2012 Key Illinois House Races,2012,Duckworth,D,55,Walsh,R,45,,,
2012 Key Illinois House Races,2012,Duckworth,D,50,Walsh,R,40,,,
2012 Key Illinois House Races,2012,Duckworth,D,45,Walsh,R,48,,,
2012 Key Illinois House Races,2012,Duckworth,D,52,Walsh,R,38,,,
Illinois Governor,2010,Brady,R,44.0,Quinn,D,39.3,,,
Illinois Governor,2010,Brady,R,45,Quinn,D,40,,,
Illinois Governor,2010,Brady,R,44,Quinn,D,38,,,
Illinois Governor,2010,Brady,R,43,Quinn,D,39,,,
Illinois Governor,2010,Brady,R,44,Quinn,D,40,,,
Illinois Senate,2010,Giannoulias,D,41.5,Kirk,R,44.8,,,
Illinois Senate,2010,Giannoulias,D,42,Kirk,R,46,,,
Illinois Senate,2010,Giannoulias,D,42,Kirk,R,46,,,
Illinois Senate,2010,Giannoulias,D,41,Kirk,R,44,,,
Illinois Senate,2010,Giannoulias,D,41,Kirk,R,43,,,
2010 Key Illinois House Races,2010,Bean,D,46,Walsh,R,49,,,
2010 Key Illinois House Races,2010,Bean,D,41,Walsh,R,41,,,
Illinois 10th District,2008,Kirk,R,44,Seals,D,52,,,
Illinois 10th District,2008,Kirk,R,44,Seals,D,38,,,
Illinois Governor Race,2006,Topinka,R,44.3,Blagojevich,D,35.8,,,
Illinois Governor Race,2006,Topinka,R,37,Blagojevich,D,44,,,
Illinois Governor Race,2006,Topinka,R,37,Blagojevich,D,45,,,
Illinois Governor Race,2006,Topinka,R,40,Blagojevich,D,44,,,
Illinois Governor Race,2006,Topinka,R,29,Blagojevich,D,44,,,
Illinois - 6,2006,Roskam,R,47,Duckworth,D,48,Und.,N/A,5
Illinois - 6,2006,Roskam,R,43,Duckworth,D,44,Und.,N/A,--
Illinois - 6,2006,Roskam,R,46,Duckworth,D,42,Und.,N/A,12
Illinois - 6,2006,Roskam,R,43,Duckworth,D,39,Und.,N/A,17
Illinois - 6,2006,Roskam,R,47,Duckworth,D,47,Und.,N/A,6
Illinois - 6,2006,Roskam,R,46,Duckworth,D,51,Und.,N/A,3
Illinois - 6,2006,Roskam,R,38,Duckworth,D,43,Und.,N/A,18
Illinois - 6,2006,Roskam,R,41,Duckworth,D,41,Und.,N/A,18
Illinois - 6,2006,Roskam,R,46,Duckworth,D,47,Und.,N/A,7
Illinois - 6,2006,Roskam,R,40,Duckworth,D,40,Und.,N/A,20
Illinois - 8,2006,McSweeney,R,39,Bean,D,42,Und.,N/A,11
Illinois - 8,2006,McSweeney,R,31,Bean,D,50,Und.,N/A,14
Illinois - 8,2006,McSweeney,R,44,Bean,D,47,Und.,N/A,9
Illinois - 8,2006,McSweeney,R,33,Bean,D,49,Und.,N/A,--
Illinois - 8,2006,McSweeney,R,28,Bean,D,47,Und.,N/A,--
Illinois - 8,2006,McSweeney,R,45,Bean,D,48,Und.,N/A,7
