office,candidate,party,state,incumbency,result,total money,district
Governor,John Henry Hoeven III,REP,ND,Incumbent,Won-General,2327552.33,nan
Governor,Tim Mathern,DEMOCRATIC-NPL,ND,Challenger,Lost-General,357306.41,nan
Insurance Commissioner,Jasper Schneider,DEMOCRATIC-NPL,ND,Challenger,Lost-General,267881.67,nan
Insurance Commissioner,Adam Hamm,REP,ND,Incumbent,Won-General,217325.92,nan
Public Service Commissioner,Brian Kalk,REP,ND,Open,Won-General,159836.0,nan
Public Service Commissioner,Cheryl Bergian,DEMOCRATIC-NPL,ND,Open,Lost-General,113835.0,nan
Treasurer,Mitch Vance,DEMOCRATIC-NPL,ND,Challenger,Lost-General,69160.0,nan
Treasurer,Kelly Schmidt,REP,ND,Incumbent,Won-General,58421.0,nan
Auditor,Daryl Splichal,DEMOCRATIC-NPL,ND,Challenger,Lost-General,33668.76,nan
State Senator,Alan Bergman,DEMOCRATIC-NPL,ND,Challenger,Lost-General,27950.0,28
State Senator,Tim Flakoll,REP,ND,Incumbent,Won-General,24676.0,44
State Senator,David Paul Oconnell,DEMOCRATIC-NPL,ND,Incumbent,Won-General,21826.0,6
State Senator,Dave Nething,REP,ND,Incumbent,Won-General,20930.0,12
State Senator,John Andrist,REP,ND,Incumbent,Won-General,20600.0,2
State Senator,Robert Stenehjem,REP,ND,Incumbent,Won-General,19250.0,30
Superintendent Of Public Instruction,Wayne Sanstead,IND,ND,Incumbent,Won-General,19115.0,nan
State Senator,John Grabinger,DEMOCRATIC-NPL,ND,Challenger,Lost-General,18455.0,12
State Senator,Paul Bonaime,DEMOCRATIC-NPL,ND,Challenger,Lost-General,18200.0,10
State Senator,David Hogue,REP,ND,Open,Won-General,17525.0,38
Superintendent Of Public Instruction,Max Laird,IND,ND,Challenger,Lost-General,17220.0,nan
State Senator,McLain Schneider,DEMOCRATIC-NPL,ND,Open,Won-General,16175.0,42
State Senator,Dorvan Solberg,DEMOCRATIC-NPL,ND,Challenger,Lost-General,16025.0,2
State Representative,Donald Clark,REP,ND,Incumbent,Won-General,15975.0,44
State Representative,Mike Schatz,REP,ND,Challenger,Won-General,15650.0,36
State Senator,Nate Martindale,REP,ND,Open,Lost-General,14775.0,42
State Representative,Donald Dietrich,REP,ND,Incumbent,Lost-General,13350.0,42
State Senator,Harvey Tallackson,DEMOCRATIC-NPL,ND,Incumbent,Lost-General,13175.0,16
State Representative,Mark Owens,REP,ND,Incumbent,Lost-General,12230.0,18
State Senator,Andrew Lutz,REP,ND,Challenger,Lost-General,11825.5,18
State Representative,Shirley Meyer,DEMOCRATIC-NPL,ND,Incumbent,Won-General,11475.0,36
State Senator,Arnold Zins,DEMOCRATIC-NPL,ND,Challenger,Lost-General,11450.0,34
State Senator,Jerry Klein,REP,ND,Incumbent,Won-General,10950.0,14
State Representative,Bill Amerman,DEMOCRATIC-NPL,ND,Incumbent,Won-General,10350.0,26
State Representative,Kathy Hawken,REP,ND,Incumbent,Won-General,9925.0,46
State Senator,George Nodland,REP,ND,Open,Won-General,9501.0,36
State Representative,Audrey Boe Olsen,DEMOCRATIC-NPL,ND,Challenger,Lost-General,9200.0,8
State Representative,Stacy Dahl,REP,ND,Incumbent,Won-General,9050.0,42
State Senator,Chuck Andrus,DEMOCRATIC-NPL,ND,Open,Lost-General,8950.0,36
State Senator,Curtis Olafson,REP,ND,Incumbent,Won-General,8851.0,10
State Senator,Dwight Cook,REP,ND,Incumbent,Won-General,8700.0,34
