office,candidate,party,state,incumbency,result,total money,district
Supreme Court-Bradbury Seat,Joel Horton,IND,ID,Incumbent,Default Winner-General,116356.31,nan
State Senator,Dean Sorensen,REP,ID,Challenger,Lost-General,85191.22,18
State Senator,John McGee,REP,ID,Incumbent,Won-General,83377.85,10
State Senator,Christ Troupis,REP,ID,Open,Lost-General,81671.62,16
State Senator,John Goedde,REP,ID,Incumbent,Won-General,79955.0,4
State Senator,Kate Kelly,DEM,ID,Incumbent,Won-General,79076.63,18
State Representative,Wendy Jaquet,DEM,ID,Incumbent,Won-General,77228.54,25A
State Representative,Eric Anderson,REP,ID,Incumbent,Won-General,72612.87,1A
State Senator,Joyce Broadsword,REP,ID,Incumbent,Won-General,70652.69,2
State Senator,Charles Winder,REP,ID,Open,Won-General,68511.61,14
State Senator,Dean Cameron,REP,ID,Incumbent,Won-General,61620.0,26
State Representative,Jim Rehder,DEM,ID,Challenger,Lost-General,60447.5,8B
State Representative,Stephen Laurence Elgar,DEM,ID,Challenger,Lost-General,60370.0,1A
State Representative,Mike Moyle,REP,ID,Incumbent,Won-General,59075.0,14A
State Senator,Bart Davis,REP,ID,Incumbent,Won-General,56638.01,33
State Representative,James Ruchti,DEM,ID,Incumbent,Won-General,55102.49,29B
State Representative,Lawerence Denney,REP,ID,Incumbent,Won-General,50400.0,9A
State Senator,Russell Fulcher,REP,ID,Incumbent,Won-General,49455.0,21
State Senator,Leslie Bock,DEM,ID,Open,Won-General,49394.39,16
State Senator,Ken Howard,DEM,ID,Challenger,Lost-General,48938.43,4
State Representative,Clifford Bayer,REP,ID,Incumbent,Won-General,47935.0,21B
State Representative,Kevin McGowan,REP,ID,Open,Lost-General,46974.83,19B
State Senator,Robert Geddes,REP,ID,Incumbent,Won-General,46650.0,31
State Representative,Brian Christopher Cronin,DEM,ID,Open,Won-General,46318.0,19B
State Representative,Julie Ellsworth,REP,ID,Challenger,Lost-General,46093.16,18A
State Senator,Shirley McKague,REP,ID,Incumbent,Won-General,45818.45,20
State Representative,Grant Burgoyne,DEM,ID,Open,Won-General,45602.72,16A
State Representative,Patrick Takasugi,REP,ID,Open,Won-General,45225.0,10A
State Senator,Shawn Keough,REP,ID,Incumbent,Won-General,43864.57,1
State Representative,Ken Roberts,REP,ID,Incumbent,Won-General,43146.5,8A
State Senator,Mike Jorgenson,REP,ID,Incumbent,Won-General,41277.65,3
State Representative,Phylis King,DEM,ID,Incumbent,Won-General,39983.23,18B
State Senator,Nicole Lefavour,DEM,ID,Open,Won-General,39172.03,19
State Senator,Joseph Stegner,REP,ID,Incumbent,Won-General,39024.0,7
State Representative,Steve Kren,REP,ID,Incumbent,Won-General,38144.01,13B
State Representative,George Sayler,DEM,ID,Incumbent,Won-General,37863.88,4B
State Senator,Brad Little,REP,ID,Incumbent,Won-General,37650.0,11
State Representative,Becky Young,REP,ID,Challenger,Lost-General,37562.75,18B
State Representative,Elfreda Higgins,DEM,ID,Open,Won-General,36362.86,16B
State Representative,Max Black,REP,ID,Incumbent,Won-General,36028.46,15B
State Representative,Carlos Bilbao,REP,ID,Incumbent,Won-General,35810.0,11B
State Representative,Marcus Gibbs,REP,ID,Open,Won-General,35404.3,31A
State Representative,Marge Chadderdon,REP,ID,Incumbent,Won-General,34570.0,4A
State Representative,John Rusche,DEM,ID,Incumbent,Won-General,33770.66,7B
State Representative,Paul Shepherd,REP,ID,Incumbent,Won-General,33565.0,8B
