office,candidate,party,state,incumbency,result,total money,district
Corporation Commissioner,Jim Roth,DEM,OK,Incumbent,Lost-General,1154990.41,nan
State Senator,Thomas Adelson,DEM,OK,Incumbent,Won-General,1077123.43,33
Corporation Commissioner,Dana Murphy,REP,OK,Challenger,Won-General,752405.75,nan
Corporation Commissioner,Jeff Cloud,REP,OK,Incumbent,Won-General,696015.64,nan
State Senator,Richard Lerblance,DEM,OK,Incumbent,Won-General,656206.68,7
State Senator,Dan Newberry,REP,OK,Challenger,Won-General,446362.6,37
State Senator,Nancy Riley,DEM,OK,Incumbent,Lost-General,446074.23,37
State Senator,Jim Halligan,REP,OK,Open,Won-General,434829.22,21
State Senator,Kenneth Wayne Sherrill,REP,OK,Challenger,Lost-General,404085.93,7
State Senator,Susan Paddack,DEM,OK,Incumbent,Default Winner-General,398939.04,13
State Senator,Don Barrington,REP,OK,Incumbent,Won-General,382429.87,31
State Senator,Keith Erwin,DEM,OK,Challenger,Lost-General,349334.0,31
State Representative,Doug Cox,REP,OK,Incumbent,Won-General,317913.38,5
State Senator,Jonathan Nichols,REP,OK,Incumbent,Won-General,284025.16,15
State Representative,Todd Thomsen,REP,OK,Incumbent,Won-General,230168.29,25
State Senator,Charles Laster,DEM,OK,Incumbent,Won-General,214692.4,17
State Representative,David Dank,REP,OK,Incumbent,Won-General,206072.13,85
Corporation Commissioner,Charles Gray,DEM,OK,Challenger,Lost-General,200828.0,nan
State Senator,Jim Wilson,DEM,OK,Incumbent,Default Winner-General,199834.54,3
State Senator,Bryce Marlatt,REP,OK,Open,Won-General,186780.16,27
State Representative,Harold Wright,REP,OK,Open,Won-General,174950.3,57
State Senator,Steve Russell,REP,OK,Open,Default Winner-General,173317.72,45
State Representative,Mike Thompson,REP,OK,Incumbent,Won-General,172716.1,100
State Representative,Mike Christian,REP,OK,Open,Won-General,171656.73,93
State Representative,Tahrohon Wayne Shannon,REP,OK,Incumbent,Won-General,167926.45,62
State Senator,Bob Murphy,DEM,OK,Open,Lost-General,167040.0,21
State Senator,Diane Drum,DEM,OK,Challenger,Lost-General,166293.91,15
State Representative,Dennis Johnson,REP,OK,Incumbent,Won-General,163735.01,50
State Senator,Cason Carter,REP,OK,Open,Won-Primary,162225.0,35
