office,candidate,party,state,incumbency,result,total money,district
Governor,James Holley Douglas,REP,VT,Incumbent,Won-General,1232216.05,nan
Governor,Gaye Symington,DEM,VT,Challenger,Lost-General,485077.42,nan
Governor,Anthony Pollina,IND,VT,Challenger,Lost-General,250013.1,nan
Lieutenant Governor,Brian Dubie,REP,VT,Incumbent,Won-General,185716.92,nan
Lieutenant Governor,Thomas Costello,DEM,VT,Challenger,Lost-General,84597.19,nan
Senator Franklin,Randolph Brock III,REP,VT,Challenger,Won-General,36853.94,nan
Representative Windham-Bennington-Windsor-1,Rick Hube,REP,VT,Incumbent,Won-General,32290.0,nan
Attorney General,Charlotte Dennett,PROGRESSIVE,VT,Challenger,Lost-General,29235.68,nan
Representative Bennington-4,Judith Livingston,REP,VT,Incumbent,Lost-General,28624.02,nan
Senator Washington,Laura Day Moore,DEM,VT,Challenger,Lost-General,26444.32,nan
Senator Lamoille,Susan Bartlett,DEM,VT,Incumbent,Won-General,20865.0,nan
Auditor,Thomas Salmon,DEM,VT,Incumbent,Won-General,20524.54,nan
Senator Washington,Philip Scott,REP,VT,Incumbent,Won-General,18017.76,nan
Secretary Of State,Deborah Markowitz,DEM,VT,Incumbent,Won-General,17720.0,nan
Senator Chittenden,Tim Ashe,DEM,VT,Challenger,Won-General,17119.04,nan
Senator Chittenden,Denise Begins Barnard,DEM,VT,Challenger,Lost-General,16940.0,nan
Senator Windsor,John Campbell,DEM,VT,Challenger,Won-General,16698.0,nan
Senator Washington,William Doyle,REP,VT,Incumbent,Won-General,16437.0,nan
Senator Caledonia,Matthew Choate,DEM,VT,Challenger,Won-General,15571.24,nan
Senator Rutland,Kevin Mullin,REP,VT,Incumbent,Won-General,14955.0,nan
Representative Bennington-Rutland-1,Patti Komline,REP,VT,Incumbent,Won-General,14821.3,nan
Representative Rutland-Windsor-1,Carolyn Schwalbe,REP,VT,Open,Lost-General,13903.51,nan
Senator Essex-Orleans,Vincent Illuzzi,REP,VT,Incumbent,Won-General,13840.0,nan
Senator Franklin,Willard Rowell,REP,VT,Challenger,Lost-General,13795.0,nan
Senator Chittenden,Diane Snelling,REP,VT,Incumbent,Won-General,13630.0,nan
Senator Rutland,Cheryl Mazzariello Hooker,DEM,VT,Challenger,Lost-General,12084.06,nan
Representative Windham-4,Carolyn Partridge,DEM,VT,Incumbent,Won-General,11936.21,nan
Senator Caledonia,Jane Kitchel,DEM,VT,Incumbent,Won-General,11858.48,nan
Representative Washington-3-3,Patricia McDonald,REP,VT,Incumbent,Won-General,11727.41,nan
Senator Lamoille,Jim Black,REP,VT,Challenger,Lost-General,11540.0,nan
Representative Chittenden-5-1,Joyce Errecart,REP,VT,Incumbent,Lost-General,11514.0,nan
Senator Chittenden,Tom Licata,IND,VT,Challenger,Lost-General,11207.54,nan
Senator Bennington,Richard Sears Jr.,DEM,VT,Incumbent,Won-General,10745.16,nan
Representative Chittenden-3-4,David Zuckerman,PROGRESSIVE,VT,Incumbent,Won-General,10259.06,nan
Senator Rutland,Hope Blucher,DEM,VT,Challenger,Lost-General,9912.0,nan
Representative Windsor-Orange-1,Louise Barreda,DEM,VT,Challenger,Lost-General,9902.07,nan
Representative Franklin-5,Ronald Case Sr.,REP,VT,Challenger,Lost-General,9650.0,nan
Representative Windsor-5,Alison Clarkson,DEM,VT,Incumbent,Won-General,9545.45,nan
Representative Chittenden-3-4,Christopher Pearson,PROGRESSIVE,VT,Incumbent,Lost-General,9460.0,nan
Representative Rutland-1-2,Barbara Carris,DEM,VT,Challenger,Lost-General,9440.0,nan
Representative Chittenden-5-1,Kathryn Webb,DEM,VT,Challenger,Won-General,9428.0,nan
Representative Windsor-Rutland-1,Dennis Devereux,REP,VT,Incumbent,Won-General,8969.55,nan
Representative Chittenden-3-4,Kesha Ram,DEM,VT,Challenger,Won-General,8957.96,nan
Representative Washington-6,Marion Gray,REP,VT,Challenger,Lost-General,8738.89,nan
Representative Addison-3,Jean Richardson,DEM,VT,Challenger,Lost-General,8715.0,nan
Senator Rutland,William Carris,DEM,VT,Incumbent,Won-General,8615.0,nan
Representative Franklin-5,Brian Savage,REP,VT,Challenger,Won-General,8591.49,nan
Representative Rutland-4,James McNeil,REP,VT,Incumbent,Won-General,8461.64,nan
Representative Windsor-4,Steven Adams,REP,VT,Incumbent,Won-General,8244.0,nan
Senator Caledonia,John Hall,REP,VT,Challenger,Lost-General,8185.0,nan
Representative Rutland-5-4,David Allaire,REP,VT,Challenger,Lost-General,8135.0,nan
Attorney General,William Sorrell,DEM,VT,Incumbent,Won-General,7950.0,nan
Senator Chittenden,Virginia Lyons,DEM,VT,Incumbent,Won-General,7918.32,nan
Representative Franklin-2,Eileen Dickinson,REP,VT,Challenger,Won-General,7761.0,nan
Representative Franklin-3,Tony Martel,REP,VT,Challenger,Lost-General,7620.0,nan
Representative Addison-3,Diane Lanpher,DEM,VT,Challenger,Won-General,7584.08,nan
Representative Essex-Caledonia,Janice Peaslee,REP,VT,Incumbent,Won-General,7583.91,nan
Representative Bennington-4,Jeff Wilson,DEM,VT,Challenger,Won-General,7181.0,nan
Representative Windsor-1-1,Kathy Pellett,DEM,VT,Incumbent,Won-General,7019.97,nan
Senator Washington,Ann Cummings,DEM,VT,Incumbent,Won-General,7002.0,nan
Representative Rutland-5-2,Thomas Depoy,REP,VT,Challenger,Lost-General,6960.0,nan
Representative Washington-1,Carol Hosford,DEM,VT,Incumbent,Lost-General,6952.26,nan
Representative Windham-Bennington-1,John Moran,DEM,VT,Incumbent,Won-General,6905.78,nan
Representative Chittenden-3-8,John Stewart,REP,VT,Challenger,Lost-General,6861.91,nan
Representative Caledonia-Washington-1,Catherine Toll,DEM,VT,Open,Won-General,6850.42,nan
Representative Chittenden-3-8,Ann Pugh,DEM,VT,Incumbent,Won-General,6777.55,nan
Senator Franklin,Sara Branon Kittell,DEM,VT,Incumbent,Won-General,6770.0,nan
Representative Chittenden-5-2,Joan Lenes,DEM,VT,Incumbent,Won-General,6764.0,nan
Representative Bennington-5,Linda Day McKeever,REP,VT,Challenger,Lost-General,6746.54,nan
Senator Rutland,Hull Maynard,REP,VT,Incumbent,Won-General,6670.0,nan
Representative Chittenden-8,George Till,DEM,VT,Challenger,Won-General,6624.08,nan
Representative Windham-Bennington-1,Philip Bartlett,REP,VT,Challenger,Lost-General,6537.87,nan
Representative Washington-Chittenden-1,Thomas Stevens,DEM,VT,Challenger,Won-General,6532.4,nan
Senator Bennington,Ruth Harvie,REP,VT,Challenger,Lost-General,6270.0,nan
Representative Lamoille-2,Lucien Gravel,REP,VT,Challenger,Lost-General,6249.75,nan
Representative Washington-3-1,Leo Valliere,REP,VT,Incumbent,Lost-General,6175.0,nan
Representative Washington-Chittenden-1,Sue Minter,DEM,VT,Incumbent,Won-General,6039.67,nan
Senator Addison,Claire Ayer,DEM,VT,Incumbent,Won-General,6012.31,nan
Representative Windsor-6-1,Mark Mitchell,DEM,VT,Incumbent,Won-General,6005.0,nan
Representative Rutland-5-4,Gale Courcelle,DEM,VT,Incumbent,Won-General,5980.5,nan
Representative Addison-4,Michael Fisher,DEM,VT,Incumbent,Won-General,5950.68,nan
Senator Washington,Kimberly Cheney,DEM,VT,Challenger,Lost-General,5939.99,nan
Representative Washington-4,Francis McFaun,REP,VT,Incumbent,Won-General,5843.93,nan
Senator Bennington,Robert Hartwell,DEM,VT,Incumbent,Won-General,5795.0,nan
Representative Rutland-7,Joseph Acinapura,REP,VT,Incumbent,Won-General,5769.05,nan
Senator Franklin,Donald Collins,DEM,VT,Incumbent,Lost-General,5700.67,nan
Senator Bennington,Gerald Woodard,REP,VT,Challenger,Lost-General,5700.0,nan
Representative Chittenden-3-5,Suzi Wizowaty,DEM,VT,Challenger,Won-General,5366.0,nan
Senator Caledonia,John Kascenska II,REP,VT,Challenger,Lost-General,5295.0,nan
Representative Lamoille-3,Floyd Nease,DEM,VT,Incumbent,Won-General,5282.47,nan
Representative Orleans-Caledonia-1,John Morley III,REP,VT,Incumbent,Won-General,5265.0,nan
Representative Rutland-5-1,Peter Fagan,REP,VT,Challenger,Won-General,5263.4,nan
Representative Addison-2,Willem Jewett,DEM,VT,Incumbent,Won-General,5260.0,nan
Representative Orange-Caledonia-1,Charles Conquest,DEM,VT,Challenger,Won-General,5085.78,nan
Secretary Of State,Eugene Bifano,REP,VT,Challenger,Lost-General,5067.36,nan
Representative Rutland-5-2,Margaret Andrews,DEM,VT,Incumbent,Won-General,5027.6,nan
Representative Rutland-8,Ashley Waite,REP,VT,Challenger,Lost-General,5011.64,nan
Representative Caledonia-3,Gary Reis,REP,VT,Open,Won-General,4976.2,nan
Representative Orleans-Franklin-1,Patricia Sears,DEM,VT,Challenger,Lost-General,4960.18,nan
Representative Rutland-5-1,Virginia McCormack,DEM,VT,Incumbent,Lost-General,4760.0,nan
Representative Addison-4,David Sharpe,DEM,VT,Incumbent,Won-General,4743.0,nan
Representative Chittenden-4,Anne Theresa Obrien,DEM,VT,Open,Won-General,4719.92,nan
Representative Windsor-6-2,Joe Trottier,REP,VT,Challenger,Lost-General,4701.96,nan
Representative Caledonia-3,Dennis Myrick,REP,VT,Open,Lost-General,4695.0,nan
Representative Addison-1,Steven Maier,DEM,VT,Incumbent,Won-General,4674.97,nan
Senator Windsor,Kent Butterfield,REP,VT,Challenger,Lost-General,4645.0,nan
Representative Lamoille-2,Linda Martin,DEM,VT,Incumbent,Won-General,4612.0,nan
