office,candidate,party,state,incumbency,result,total money,district
Supreme Court District 001,James Kuhn,REP,LA,Open,Lost-Primary Runoff,1011930.77,nan
Supreme Court District 001,Gregory Guidry,REP,LA,Open,Default Winner-General,917117.84,nan
Supreme Court District 005,Catherine Kimball,DEM,LA,Incumbent,Default Winner-General,840546.16,nan
Appellate Court District 3Rd Circuit 001-Division C,Triston Knoll,DEM,LA,Open,Lost-General,658431.34,nan
Public Service Commissioner District 001,Eric Skrmetta,REP,LA,Open,Won-General,397996.75,nan
Public Service Commissioner District 005,Foster Lonnie Campbell II,DEM,LA,Incumbent,Default Winner-General,318476.08,nan
Appellate Court District 3Rd Circuit 001-Division C,Shannon James Gremillion,DEM,LA,Open,Won-General,287724.32,nan
Appellate Court District 4Th Circuit 001-Division B,Paul Bonin,DEM,LA,Open,Default Winner-General,129155.0,nan
Public Service Commissioner District 001,John Schwegmann,NO PARTY AFFILIATION,LA,Open,Lost-General,64250.0,nan
Appellate Court District 3Rd Circuit 001-Division C,Loren Lampert,REP,LA,Open,Lost-Top Two Primary,51098.31,nan
Appellate Court District 4Th Circuit 001-Division C,Dennis Bagneris Sr.,DEM,LA,Incumbent,Default Winner-General,28625.0,nan
Public Service Commissioner District 001,Kenneth Odinet Sr.,REP,LA,Open,Lost-Top Two Primary,18050.0,nan
Public Service Commissioner District 001,Bruce Kincade,NO PARTY AFFILIATION,LA,Open,Lost-Top Two Primary,10000.0,nan
Appellate Court District 2Nd Circuit 001-Section 2A,John Larry Lolley,DEM,LA,Incumbent,Default Winner-General,675.0,nan
Public Service Commissioner District 005,James Crowley,NO PARTY AFFILIATION,LA,Challenger,Lost-Top Two Primary,0.0,nan
Appellate Court District 3Rd Circuit 003-Section 4F,Marc Amy,DEM,LA,Incumbent,Default Winner-General,0.0,nan
Appellate Court District 2Nd Circuit 002-Division A,Harmon Drew Jr.,DEM,LA,Incumbent,Default Winner-General,0.0,nan
