office,candidate,party,state,incumbency,result,total money,district
Secretary Of State,Kate Brown,DEM,OR,Open,Won-General,1183876.75,nan
Attorney General,John Kroger,DEM,OR,Open,Won-General,1044580.85,nan
Treasurer,Bernard Westlund II,DEM,OR,Open,Won-General,932236.08,nan
Secretary Of State,Rick Dancer,REP,OR,Open,Lost-General,738142.51,nan
Treasurer,Allen Hamoud Alley,REP,OR,Open,Lost-General,722482.27,nan
State Representative,Toby Forsberg,DEM,OR,Open,Lost-General,609596.63,39
State Representative,Dave Hunt,DEM,OR,Incumbent,Won-General,599708.45,40
State Representative,Judith Stiegler,DEM,OR,Challenger,Won-General,574636.03,54
State Representative,Chuck Burley,REP,OR,Incumbent,Lost-General,566971.9,54
State Representative,Brent Barton,DEM,OR,Challenger,Won-General,546888.54,51
State Senator,Laurie Monnes Anderson,DEM,OR,Incumbent,Won-General,545083.33,25
State Representative,Michele Eberle,DEM,OR,Challenger,Lost-General,540612.22,37
State Representative,Nicholas Kahl,DEM,OR,Open,Won-General,538542.72,49
State Representative,Linda Flores,REP,OR,Incumbent,Lost-General,518908.84,51
State Representative,Greg Matthews,DEM,OR,Challenger,Won-General,510485.47,50
State Representative,Bruce Hanna,REP,OR,Incumbent,Won-General,495222.49,7
State Representative,Suzanne Van Orman,DEM,OR,Open,Won-General,480219.75,52
State Representative,Jessica Adamson,DEM,OR,Open,Lost-General,472902.76,26
State Senator,Ted Ferrioli,REP,OR,Incumbent,Won-General,451103.09,30
State Representative,Bill Kennemer,REP,OR,Open,Won-General,419143.47,39
Labor Commissioner,Bradley Avakian,IND,OR,Incumbent,Won-General,376810.07,nan
State Senator,Chris Telfer,REP,OR,Open,Won-General,368794.71,27
State Representative,Victor Gilliam,REP,OR,Incumbent,Won-General,368036.99,18
State Representative,John Huffman,REP,OR,Incumbent,Won-General,325194.67,59
State Representative,Lorentz Scott Bruun,REP,OR,Incumbent,Won-General,318766.39,37
State Representative,John Nelsen,REP,OR,Open,Lost-General,286273.54,49
State Representative,Mary Nolan,DEM,OR,Incumbent,Won-General,278342.62,36
State Representative,Arnie Roblan,DEM,OR,Incumbent,Won-General,272135.66,9
State Representative,Matt Lindland,REP,OR,Open,Lost-General,264204.49,52
State Representative,John Lim,REP,OR,Incumbent,Lost-General,262899.62,50
State Representative,Jim Gilbert,DEM,OR,Challenger,Lost-General,253469.78,18
State Representative,Tobias Read,DEM,OR,Incumbent,Won-General,228651.31,27
State Representative,Christopher Garrett,DEM,OR,Open,Won-General,227013.38,38
State Representative,Andy Olson,REP,OR,Incumbent,Won-General,222189.12,15
State Representative,Tim Freeman,REP,OR,Open,Won-General,209780.53,2
State Representative,Michael Schaufler,DEM,OR,Incumbent,Won-General,204687.82,48
State Representative,Jim Weidner,REP,OR,Open,Won-General,200324.03,24
State Representative,Kevin Cameron,REP,OR,Incumbent,Won-General,193226.24,19
State Representative,Michael Dembrow,DEM,OR,Open,Won-General,192481.35,45
State Representative,Matthew Wingard,REP,OR,Open,Won-General,190976.11,26
State Representative,Jules Kopel-Bailey,DEM,OR,Open,Won-General,181684.42,42
State Senator,Mark Hass,DEM,OR,Incumbent,Won-General,176777.22,14
State Representative,Vicki Berger,REP,OR,Incumbent,Won-General,174135.76,20
State Representative,Jim Thompson,REP,OR,Open,Won-General,166059.33,23
State Representative,David Edwards,DEM,OR,Incumbent,Won-General,159295.01,30
State Senator,Jackie Dingfelder,DEM,OR,Open,Won-General,158006.47,23
State Representative,Betty Komp,DEM,OR,Incumbent,Won-General,153216.15,22
State Senator,Fred Girod,REP,OR,Incumbent,Won-General,151109.44,9
State Representative,Gene Whisnant,REP,OR,Incumbent,Won-General,150674.91,53
State Representative,Larry Galizio,DEM,OR,Incumbent,Won-General,146950.64,35
State Representative,Sherrie Sprenger,REP,OR,Incumbent,Won-General,131281.6,17
State Senator,Margaret Carter,DEM,OR,Incumbent,Won-General,130787.88,22
State Senator,Dave Kim,REP,OR,Challenger,Lost-General,128961.79,25
State Senator,Joanne Verger,DEM,OR,Incumbent,Won-General,126099.96,5
State Representative,Wayne Krieger,REP,OR,Incumbent,Won-General,124637.56,1
State Senator,David Nelson,REP,OR,Incumbent,Won-General,119844.23,29
State Representative,Ron Maurer,REP,OR,Incumbent,Won-General,118051.82,3
State Representative,Richard Riggs,DEM,OR,Challenger,Lost-General,117122.48,20
State Representative,Sal Esquivel,REP,OR,Incumbent,Won-General,113386.71,6
State Senator,Suzanne Bonamici,DEM,OR,Incumbent,Won-General,113067.48,17
State Representative,Stephen Griffith,REP,OR,Open,Lost-General,113062.23,38
State Representative,Peter Buckley,DEM,OR,Incumbent,Won-General,109655.49,5
State Senator,Jason Atkinson,REP,OR,Incumbent,Won-General,108770.71,2
State Representative,Hanten Day,DEM,OR,Challenger,Lost-General,106757.55,19
State Representative,Cliff Bentz,REP,OR,Incumbent,Won-General,106656.57,60
State Representative,Philip Barnhart,DEM,OR,Incumbent,Won-General,103383.5,11
State Representative,Jeff Barker,DEM,OR,Incumbent,Won-General,102366.82,28
State Representative,Charles Riley,DEM,OR,Incumbent,Won-General,95378.58,29
State Senator,Ginny Burdick,DEM,OR,Incumbent,Won-General,92476.45,18
State Representative,Paul Holvey,DEM,OR,Incumbent,Won-General,91928.38,8
State Representative,Bernt Hansen,DEM,OR,Open,Lost-General,88839.18,24
State Representative,Chris Edwards,DEM,OR,Incumbent,Won-General,88304.45,14
State Representative,Brian Clem,DEM,OR,Incumbent,Won-General,87618.55,21
State Representative,Elizabeth Terry Beyer,DEM,OR,Incumbent,Won-General,87415.48,12
State Senator,Brian Boquist,REP,OR,Open,Won-General,83350.33,12
State Representative,Jean Cowan,DEM,OR,Incumbent,Won-General,82969.94,10
State Representative,Andrew Duyck,REP,OR,Challenger,Lost-General,81513.35,30
State Representative,Margaret Howe,DEM,OR,Challenger,Lost-General,80978.88,6
State Senator,Douglas Whitsett,REP,OR,Incumbent,Won-General,79313.29,28
State Representative,William Shields,DEM,OR,Incumbent,Won-General,78209.57,43
State Representative,Sara Gelser,DEM,OR,Incumbent,Won-General,77229.49,16
State Representative,Deborah Boone,DEM,OR,Incumbent,Won-General,73055.0,32
State Representative,Jefferson Smith,DEM,OR,Open,Won-General,71844.87,47
State Representative,Carolyn Tomei,DEM,OR,Incumbent,Won-General,71791.37,41
State Representative,Jeff Duyck,REP,OR,Challenger,Disqualified-General,71445.92,29
State Representative,Mike Ahern,DEM,OR,Challenger,Lost-General,70076.9,59
State Senator,Jeff Kruse,REP,OR,Incumbent,Won-General,68278.15,1
State Representative,Nancy Nathanson,DEM,OR,Incumbent,Won-General,65684.79,13
State Representative,Dennis Richardson,REP,OR,Incumbent,Won-General,65008.81,4
State Representative,Tina Kotek,DEM,OR,Incumbent,Won-General,63668.55,44
State Representative,Robert Jenson,REP,OR,Incumbent,Won-General,61922.55,58
State Representative,Mitch Greenlick,DEM,OR,Incumbent,Won-General,60147.55,33
State Senator,Diane Rosenbaum,DEM,OR,Open,Won-General,59996.03,21
State Representative,Bradley Witt,DEM,OR,Incumbent,Won-General,58254.55,31
State Representative,Al Pearn,REP,OR,Challenger,Lost-General,58156.91,9
State Representative,Gregory Smith,REP,OR,Incumbent,Won-General,52827.1,57
State Representative,Bill Garrard,REP,OR,Incumbent,Won-General,52763.55,56
State Representative,Richard Goche,DEM,OR,Challenger,Lost-General,50319.26,1
State Representative,Pete Belcastro,IND,OR,Challenger,Lost-General,50253.5,5
State Representative,Chris Harker,DEM,OR,Incumbent,Won-General,48806.89,34
State Representative,George Gilman,REP,OR,Incumbent,Won-General,44775.75,55
State Representative,Tony Marino,REP,OR,Challenger,Lost-General,43111.34,35
State Representative,Jason Brown,DEM,OR,Open,Lost-General,40262.67,23
State Representative,Lona Kim Thatcher,REP,OR,Incumbent,Won-General,33106.06,25
State Representative,Dan Thackaberry,DEM,OR,Challenger,Lost-General,31040.73,17
State Senator,Maren Lundgren,DEM,OR,Open,Lost-General,27594.0,27
State Representative,Ben Cannon,DEM,OR,Incumbent,Won-General,19757.0,46
State Representative,Dick Olsen,DEM,OR,Challenger,Lost-General,11141.45,15
State Senator,Bob McDonald,DEM,OR,Challenger,Lost-General,9480.02,9
State Representative,Jerome Sebestyen,DEM,OR,Challenger,Lost-General,7025.0,57
Attorney General,James Leuenberger,CON,OR,Open,Lost-General,6635.0,nan
State Representative,Conrad Ruel,DEM,OR,Challenger,Lost-General,6080.0,53
State Representative,Sean Vangordon,REP,OR,Challenger,Lost-General,6031.82,12
Supreme Court-Balmer Seat,Thomas Balmer,IND,OR,Incumbent,Won-General,5725.0,nan
State Senator,Kevin Nortness,DEM,OR,Open,Lost-General,5130.78,12
State Representative,Keith Wangle,IND,OR,Challenger,Lost-General,4075.34,4
State Senator,Eldon Wayne Rollins,DEM,OR,Challenger,Lost-General,3548.07,1
State Senator,Lisa Michaels,REP,OR,Challenger,Lost-General,3525.0,14
State Representative,Donald Nordin,DEM,OR,Challenger,Lost-General,2775.0,7
State Representative,Jim Karlock,LIB,OR,Open,Lost-General,2376.64,45
Secretary Of State,Seth Alan Woolley,PACIFIC GREEN,OR,Open,Lost-General,2090.8,nan
State Senator,John Wight,REP,OR,Challenger,Lost-General,2046.24,18
Supreme Court-Walters Seat,Martha Walters,IND,OR,Incumbent,Won-General,1800.0,nan
State Representative,Terry Rilling,IND,OR,Challenger,Lost-General,1260.0,29
Appellate Court-Schuman Seat,David Schuman,IND,OR,Incumbent,Won-General,1100.0,nan
Appellate Court-Sercombe Seat,Timothy Sercombe,IND,OR,Incumbent,Won-General,1072.0,nan
State Representative,Harry McDermott,DEM,OR,Open,Lost-General,1000.0,2
State Representative,Ben Talley,DEM,OR,Challenger,Lost-General,975.0,58
State Representative,Russell McAlmond,REP,OR,Challenger,Withdrew-General,375.0,27
State Representative,Randy Uchytil,REP,OR,Challenger,Lost-General,300.0,41
State Representative,Tim Bero,REP,OR,Challenger,Lost-General,100.0,32
State Representative,Andy Meyer,REP,OR,Challenger,Withdrew-General,25.0,30
State Representative,Thomas Chereck Jr.,REP,OR,Challenger,Lost-General,0.0,22
State Senator,Richard Koopmans,DEM,OR,Challenger,Lost-General,0.0,2
State Representative,Piotr Kuklinski,REP,OR,Challenger,Lost-General,0.0,34
State Representative,Steve Oppenheim,REP,OR,Challenger,Lost-General,0.0,36
State Representative,Julie Rubenstein,DEM,OR,Challenger,Lost-General,0.0,3
State Representative,James Ellison,REP,OR,Challenger,Lost-General,0.0,33
Treasurer,Michael Marsh,CON,OR,Open,Lost-General,0.0,nan
State Representative,Marc Delphine,LIB,OR,Open,Lost-General,0.0,26
State Representative,Jay Ellefson,LIB,OR,Challenger,Lost-General,0.0,36
State Representative,Chris Extine,PACIFIC GREEN,OR,Open,Lost-General,0.0,42
Attorney General,Walter Brown,PACIFIC GREEN,OR,Open,Lost-General,0.0,nan
Attorney General,Ashlee Albies,WORKING FAMILIES,OR,Open,Lost-General,0.0,nan
State Representative,Ken Cunningham,CON,OR,Challenger,Lost-General,0.0,30
State Representative,Michael Devietro,REP,OR,Challenger,Lost-General,0.0,27
Labor Commissioner,Pavel Goberman,IND,OR,Challenger,Lost-General,0.0,nan
Labor Commissioner,Mark Welyczko,IND,OR,Challenger,Lost-General,0.0,nan
Appellate Court-Edmonds Seat,Walt Edmonds,IND,OR,Incumbent,Won-General,0.0,nan
State Representative,Rockne Roll,REP,OR,Challenger,Withdrew-General,0.0,16
State Representative,Greg Steiert,REP,OR,Challenger,Withdrew-General,0.0,28
