office,candidate,party,state,incumbency,result,total money,district
State Senator,Bert Toews,DEM,WY,Challenger,Lost-General,33716.57,27
State Representative,Jim Roscoe,DEM,WY,Open,Won-General,33642.0,22
State Representative,Bryan Pedersen,REP,WY,Open,Won-General,30454.9,7
State Representative,Lori Millin,DEM,WY,Incumbent,Won-General,28668.25,8
State Representative,Charles Stough,REP,WY,Open,Lost-General,25923.24,22
State Senator,Erich Frankland,DEM,WY,Challenger,Lost-General,25282.6,28
State Representative,Becket Hinckley,REP,WY,Challenger,Lost-General,25235.0,41
State Representative,Terry Jones,DEM,WY,Open,Lost-General,23466.05,3
State Representative,Jim Thompson,DEM,WY,Challenger,Lost-General,22238.83,46
State Senator,Kit Jennings,REP,WY,Incumbent,Won-General,21625.0,28
State Senator,Bill Landen,REP,WY,Incumbent,Won-General,21350.0,27
State Representative,Joe Schloss,REP,WY,Challenger,Lost-General,21300.0,16
State Representative,Timothy Stubson,REP,WY,Incumbent,Won-General,20355.0,56
State Representative,Amy Edmonds,REP,WY,Incumbent,Won-General,18575.0,12
State Representative,Tom Lockhart,REP,WY,Incumbent,Won-General,18429.0,57
State Representative,Thomas Lubnau II,REP,WY,Incumbent,Won-General,17757.15,31
State Representative,Peter Jorgensen,DEM,WY,Incumbent,Won-General,17350.0,16
State Representative,Ken Esquibel,DEM,WY,Incumbent,Won-General,17284.0,41
State Senator,Phyllis Sherard,DEM,WY,Challenger,Lost-General,16430.0,6
State Representative,Katherine Van Dell,DEM,WY,Challenger,Lost-General,15458.14,12
State Representative,Jana Howard Ginter,DEM,WY,Challenger,Lost-General,14188.34,10
State Senator,Wayne Johnson,REP,WY,Incumbent,Won-General,14184.54,6
State Senator,Jim Anderson,REP,WY,Incumbent,Won-General,13975.0,2
State Representative,Anthony Reyes,DEM,WY,Challenger,Lost-General,13866.05,9
State Representative,Catherine Connolly,DEM,WY,Open,Won-General,13095.0,13
State Representative,Allen Jaggi,REP,WY,Incumbent,Won-General,13019.0,18
State Representative,Bernadine Craft,DEM,WY,Incumbent,Won-General,12646.05,17
State Representative,Jane Ifland,DEM,WY,Challenger,Lost-General,12090.0,57
State Representative,Del McOmie,REP,WY,Incumbent,Won-General,11056.0,54
State Representative,Bob Nicholas,REP,WY,Challenger,Lost-General,10990.0,8
State Senator,Dan Dockstader,REP,WY,Open,Won-General,10835.04,16
State Representative,Rodney Anderson,REP,WY,Incumbent,Won-General,10675.0,10
State Representative,Frank Peasley,REP,WY,Open,Won-General,9748.25,3
State Representative,James Byrd,DEM,WY,Open,Won-General,9545.73,44
State Representative,Glenn Moniz,REP,WY,Incumbent,Won-General,9476.9,46
State Senator,Charles Scott,REP,WY,Incumbent,Won-General,9367.48,30
State Representative,Mike Gilmore,DEM,WY,Open,Won-General,9325.0,59
State Representative,Billy Montgomery,DEM,WY,Challenger,Lost-General,8893.0,31
