office,candidate,party,state,incumbency,result,total money,district
Supreme Court-Open Seat,Deborah Bell Paseur,DEM,AL,Open,Lost-General,2701182.72,nan
Supreme Court-Open Seat,Greg Shaw,REP,AL,Open,Won-General,1773602.62,nan
Public Service Commissioner-President,Twinkle Cavanaugh,REP,AL,Open,Lost-General,591797.79,nan
Board Of Education District 001,Randy McKinney,REP,AL,Incumbent,Won-General,484447.64,nan
Civil Appellate Court-Thompson Seat,William Thompson,REP,AL,Incumbent,Won-General,442485.85,nan
Criminal Appellate Court-Open Seat 2,Mary Windom,REP,AL,Open,Won-General,417748.11,nan
Criminal Appellate Court-Open Seat 1,Beth Kellum,REP,AL,Open,Won-General,223742.56,nan
Criminal Appellate Court-Open Seat 1,Clyde Jones,DEM,AL,Open,Lost-General,189983.46,nan
Board Of Education District 007,Earl Gardner,DEM,AL,Open,Lost-General,151970.35,nan
Public Service Commissioner-President,Lucy Baxley,DEM,AL,Open,Won-General,138736.37,nan
Board Of Education District 003,Stephanie Bell,REP,AL,Incumbent,Won-General,117569.0,nan
Criminal Appellate Court-Open Seat 2,Aimee Cobb Smith,DEM,AL,Open,Lost-General,79926.24,nan
Public Service Commissioner-President,Matt Chancey,REP,AL,Open,Lost-Primary Runoff,69451.0,nan
Board Of Education District 005,Ella Bell,DEM,AL,Incumbent,Won-General,65425.5,nan
Board Of Education District 003,Judy West Bell,DEM,AL,Challenger,Lost-General,52463.8,nan
Civil Appellate Court-Thompson Seat,Kimberly Harbison Drake,DEM,AL,Challenger,Lost-General,45020.0,nan
Board Of Education District 007,Gary Warren,REP,AL,Open,Won-General,16744.0,nan
Board Of Education District 005,Lula Bridges,REP,AL,Challenger,Lost-General,5857.0,nan
Criminal Appellate Court-Open Seat 1,Lucie McLemore,REP,AL,Open,Lost-Primary Runoff,175.0,nan
Board Of Education District 001,Kenyon Berry,DEM,AL,Challenger,Lost-General,0.0,nan
