office,candidate,party,state,incumbency,result,total money,district
Supreme Court-Seat B,Mary Pickering,IND,NV,Open,Won-General,1300537.9,nan
State Senator,Bob Beers,REP,NV,Incumbent,Lost-General,917934.8,6
State Senator,Joseph John Heck,REP,NV,Incumbent,Lost-General,800882.92,5
State Representative,Barbara Buckley,DEM,NV,Incumbent,Won-General,753021.52,8
State Representative,John Oceguera,DEM,NV,Incumbent,Won-General,647082.8,16
Supreme Court-Seat B,Deborah Schumacher,IND,NV,Open,Lost-General,635580.61,nan
Senator Washoe 003-003,William Raggio,REP,NV,Incumbent,Won-General,604779.13,nan
Supreme Court-Seat D,Mark Gibbons,IND,NV,Incumbent,Won-General,522595.43,nan
State Senator,Steven Horsford,DEM,NV,Incumbent,Won-General,503874.28,4
State Senator,Allison Copening,DEM,NV,Challenger,Won-General,354263.76,6
State Representative,Heidi Gansert,REP,NV,Incumbent,Won-General,350928.5,25
State Senator,Shirley Breeden,DEM,NV,Challenger,Won-General,288053.8,5
State Representative,Sean Fellows,REP,NV,Open,Lost-General,264474.29,29
State Senator,Michael Schneider,DEM,NV,Incumbent,Won-General,237057.2,11
State Representative,Marcus Conklin,DEM,NV,Incumbent,Won-General,234171.03,37
State Representative,Marilyn Kirkpatrick,DEM,NV,Incumbent,Won-General,227747.48,1
State Representative,Melissa Woodbury,REP,NV,Open,Won-General,222113.04,23
State Senator,John Lee,DEM,NV,Incumbent,Won-General,214154.25,1
State Representative,Donna Toussaint,REP,NV,Open,Lost-General,208105.41,5
State Representative,Bernie Anderson,DEM,NV,Incumbent,Won-General,202257.83,31
State Representative,Kelvin Atkinson,DEM,NV,Incumbent,Won-General,195242.81,17
State Representative,Chad Christensen,REP,NV,Incumbent,Won-General,185158.79,13
State Senator,David Parks,DEM,NV,Open,Won-General,182172.65,7
State Representative,William Horne,DEM,NV,Incumbent,Won-General,174470.76,34
State Representative,Marilyn Dondero Loop,DEM,NV,Open,Won-General,173190.28,5
State Representative,Debbie Smith,DEM,NV,Incumbent,Won-General,172488.6,30
Senator Rural Nevada,Dean Rhoads,REP,NV,Incumbent,Won-General,172200.0,nan
State Representative,Andrew Martin,DEM,NV,Challenger,Lost-General,170735.8,13
State Representative,Allison Herr,DEM,NV,Open,Lost-General,163653.69,23
State Representative,Bonnie Parnell,DEM,NV,Incumbent,Won-General,153200.8,40
State Representative,April Mastroluca,DEM,NV,Open,Won-General,152804.85,29
State Senator,Valerie Wiener,DEM,NV,Incumbent,Won-General,152673.57,3
Senator Central Nevada,Mike McGinness,REP,NV,Incumbent,Won-General,151125.0,nan
State Representative,Jonathan Ozark,REP,NV,Open,Lost-General,147969.67,21
State Representative,Joe Hardy,REP,NV,Incumbent,Won-General,144984.24,20
State Representative,David Bobzien,DEM,NV,Incumbent,Won-General,143142.6,24
State Representative,Ellen Spiegel,DEM,NV,Open,Won-General,138927.72,21
State Representative,John Hambrick,REP,NV,Open,Won-General,135871.94,2
State Representative,Sheila Leslie,DEM,NV,Incumbent,Won-General,135258.46,27
State Representative,Cheryl Lau,REP,NV,Challenger,Lost-General,134172.83,40
State Representative,Ty Cobb,REP,NV,Incumbent,Won-General,121372.5,26
State Representative,Ruben Kihuen,DEM,NV,Incumbent,Won-General,104753.0,11
State Representative,Richard Segerblom,DEM,NV,Incumbent,Won-General,102508.0,9
State Representative,Kathy McClain,DEM,NV,Incumbent,Won-General,100474.71,15
State Representative,Jerry Claborn,DEM,NV,Incumbent,Won-General,91559.81,19
State Representative,Paul Aizley,DEM,NV,Open,Won-General,90754.07,41
State Representative,Tom Grady,REP,NV,Incumbent,Won-General,89036.0,38
State Representative,Mark Manendo,DEM,NV,Incumbent,Won-General,88773.12,18
State Representative,Ed Goedhart,REP,NV,Incumbent,Won-General,88413.5,36
State Representative,James Ohrenschall,DEM,NV,Incumbent,Won-General,87691.29,12
State Representative,Lynn Stewart,REP,NV,Incumbent,Won-General,80105.5,22
State Representative,James Arnold Settelmeyer,REP,NV,Incumbent,Won-General,78854.0,39
State Representative,Moises Denis,DEM,NV,Incumbent,Won-General,72848.49,28
State Representative,Harvey Munford,DEM,NV,Incumbent,Won-General,68700.0,6
State Representative,Ellen Koivisto,DEM,NV,Incumbent,Won-General,68692.81,14
State Representative,Pete Goicoechea,REP,NV,Incumbent,Won-General,66675.0,35
State Representative,Harry Mortenson,DEM,NV,Incumbent,Won-General,65992.81,42
State Representative,Don Gustavson,REP,NV,Open,Won-General,63667.45,32
State Representative,Tim Williams,REP,NV,Challenger,Lost-General,62925.0,18
State Representative,Richard McArthur,REP,NV,Open,Won-General,61509.55,4
State Representative,Joseph Hogan,DEM,NV,Incumbent,Won-General,59570.31,10
State Representative,John Carpenter,REP,NV,Incumbent,Won-General,57300.0,33
State Representative,John Gwaltney,REP,NV,Challenger,Lost-General,54923.47,24
State Representative,Peggy Pierce,DEM,NV,Incumbent,Won-General,52013.0,3
State Representative,Morse Arberry Jr.,DEM,NV,Incumbent,Won-General,51050.0,7
State Representative,Linda West Myers,REP,NV,Challenger,Lost-General,42032.87,1
State Representative,Carlos Blumberg,DEM,NV,Open,Lost-General,39605.0,2
Board Of Regents District 010,William Cobb,IND,NV,Open,Won-General,38708.6,nan
Board Of Regents District 005,Jack Schofield,IND,NV,Incumbent,Default Winner-General,36409.81,nan
Senator Central Nevada,Janine Hansen,INDEPENDENT AMERICAN,NV,Challenger,Lost-General,32020.0,nan
State Representative,Craig Ballew,DEM,NV,Open,Lost-General,30147.45,4
State Representative,Joetta Brown,DEM,NV,Challenger,Lost-General,24449.37,39
State Senator,Lindsay Nicole Madsen,REP,NV,Open,Lost-General,20627.57,7
Board Of Education District 008,Jonnie Pullman,IND,NV,Open,Lost-General,18671.68,nan
State Representative,Daela Gibson,DEM,NV,Challenger,Lost-General,17079.82,26
State Senator,Sharon Gobel,REP,NV,Challenger,Lost-General,16928.0,4
State Representative,Dallas Augustine,REP,NV,Challenger,Lost-General,15587.0,12
State Senator,Joe Locatelli,REP,NV,Challenger,Lost-General,15438.94,11
State Representative,Dan Briggs,DEM,NV,Challenger,Lost-General,14939.81,20
State Representative,Robert Townsend,DEM,NV,Challenger,Lost-General,13042.13,25
