office,candidate,party,state,incumbency,result,total money,district
State Senator,Thomas Libous,REP,NY,Incumbent,Won-General,1854327.75,52
State Senator,Jeffrey Klein,DEM,NY,Incumbent,Won-General,1810711.7,34
State Senator,Serphin Maltese,REP,NY,Incumbent,Lost-General,1777305.23,15
State Senator,Malcolm Smith,DEM,NY,Incumbent,Won-General,1730792.53,14
State Senator,Dean Skelos,REP,NY,Incumbent,Won-General,1524227.09,9
State Senator,Michael Ranzenhofer,REP,NY,Open,Won-General,1329507.29,61
State Senator,Brian Foley,DEM,NY,Challenger,Won-General,1329006.24,3
State Senator,David Renzi,REP,NY,Challenger,Lost-General,1285681.1,48
State Senator,Dale Volker,REP,NY,Incumbent,Won-General,1119550.46,59
State Senator,Joe Mesi,DEM,NY,Open,Lost-General,1104873.73,61
State Senator,Darrel Aubertine,DEM,NY,Incumbent,Won-General,1057825.53,48
State Senator,Joseph Robach,REP,NY,Incumbent,Won-General,1043378.28,56
State Senator,Martin Golden,REP,NY,Incumbent,Won-General,958346.0,22
State Senator,Richard Dollinger,DEM,NY,Challenger,Lost-General,923390.18,56
State Senator,Barbara Donno,REP,NY,Challenger,Lost-General,911676.87,7
State Senator,Caesar Trunzo,REP,NY,Incumbent,Lost-General,903419.96,3
State Senator,Craig Johnson,DEM,NY,Incumbent,Won-General,902852.63,7
State Senator,William Stachowski,DEM,NY,Incumbent,Won-General,898180.49,58
State Senator,Roy McDonald,REP,NY,Open,Won-General,854083.24,43
State Senator,James Gennaro,DEM,NY,Challenger,Lost-General,849970.31,11
State Senator,George Maziarz,REP,NY,Incumbent,Won-General,704432.82,62
State Representative,Albert Stirpe Jr.,DEM,NY,Incumbent,Won-General,700424.24,121
State Senator,Charles Fuschillo Jr.,REP,NY,Incumbent,Won-General,690952.95,8
State Senator,James Alesi,REP,NY,Incumbent,Won-General,687804.36,55
State Senator,Michael Nozzolio,REP,NY,Incumbent,Won-General,671577.02,54
State Senator,Vincent Leibell III,REP,NY,Incumbent,Won-General,660574.12,40
State Representative,Ian McGaughey,DEM,NY,Open,Lost-General,630155.55,112
State Senator,Liz Feld,REP,NY,Challenger,Lost-General,626968.24,37
State Senator,James Seward,REP,NY,Incumbent,Won-General,623553.69,51
State Senator,Joseph Addabbo Jr.,DEM,NY,Challenger,Won-General,586934.51,15
State Senator,Andrea Stewart-Cousins,DEM,NY,Incumbent,Won-General,562232.67,35
State Senator,Daniel Squadron,DEM,NY,Open,Won-General,527840.69,25
State Senator,Kevin Parker,DEM,NY,Incumbent,Won-General,523742.01,21
State Representative,George Amedore Jr.,REP,NY,Incumbent,Won-General,520191.44,105
State Senator,Carl Kruger,DEM,NY,Incumbent,Won-General,519286.5,27
State Representative,Joseph Morelle,DEM,NY,Incumbent,Won-General,499836.67,132
State Senator,Dennis Delano Sr.,REP,NY,Challenger,Lost-General,485209.97,58
State Senator,Kemp Hannon,REP,NY,Incumbent,Won-General,478190.4,6
State Senator,Hiram Monserrate,DEM,NY,Open,Won-General,471024.36,13
State Representative,Sheldon Silver,DEM,NY,Incumbent,Won-General,470735.96,64
State Senator,John Flanagan Jr.,REP,NY,Incumbent,Won-General,455489.01,2
