office,candidate,party,state,incumbency,result,total money,district
State Representative,Ali Hasan,REP,CO,Challenger,Lost-General,364200.05,56
State Representative,Bernard Buescher,DEM,CO,Incumbent,Lost-General,270147.69,55
State Senator,Evanne Hudak,DEM,CO,Open,Won-General,179547.07,19
State Representative,Bob McCluskey,REP,CO,Challenger,Lost-General,172415.78,52
State Senator,Albert White,REP,CO,Open,Won-General,157847.17,8
State Representative,Joe Rice,DEM,CO,Incumbent,Won-General,151852.84,38
State Senator,Brandon Shaffer,DEM,CO,Incumbent,Won-General,146449.13,17
State Senator,Joseph Whitcomb,DEM,CO,Challenger,Lost-General,144235.31,23
State Senator,Betty Boyd,DEM,CO,Incumbent,Won-General,143583.0,21
State Representative,David Balmer,REP,CO,Incumbent,Won-General,137920.0,39
State Senator,Joyce Foster,DEM,CO,Open,Won-General,136233.98,35
State Representative,Dianne Primavera,DEM,CO,Incumbent,Won-General,127135.31,33
State Senator,Daniel Gibbs,DEM,CO,Incumbent,Won-General,122690.31,16
State Senator,Robert Bacon,DEM,CO,Incumbent,Won-General,121947.44,14
State Senator,Libby Szabo,REP,CO,Open,Lost-General,119332.37,19
State Representative,John Michael Kefalas,DEM,CO,Incumbent,Won-General,118440.39,52
State Representative,Spencer Swalm,REP,CO,Incumbent,Won-General,117478.72,37
State Senator,Mary Ann Hodge,DEM,CO,Open,Won-General,113326.43,25
State Senator,Shawn Mitchell,REP,CO,Incumbent,Won-General,108628.99,23
State Representative,Cheri Gerou,REP,CO,Open,Won-General,107689.53,25
State Senator,Suzanne Williams,DEM,CO,Incumbent,Won-General,106978.61,28
State Representative,Judy Solano,DEM,CO,Incumbent,Won-General,105710.5,31
State Representative,Tom Thomason,REP,CO,Challenger,Lost-General,103892.0,1
State Senator,Stratton Rollins Heath Jr.,DEM,CO,Open,Won-General,102062.25,18
State Representative,Elizabeth McCann,DEM,CO,Open,Won-General,100805.44,8
State Representative,Sara Gagliardi,DEM,CO,Incumbent,Won-General,99253.01,27
State Representative,Scott Tipton,REP,CO,Open,Won-General,97777.33,58
State Representative,Don Marostica,REP,CO,Incumbent,Won-General,94282.75,51
State Senator,Nancy Spence,REP,CO,Incumbent,Won-General,91921.36,27
State Representative,Christine Scanlan,DEM,CO,Incumbent,Won-General,87288.5,56
State Representative,Diana Holland,DEM,CO,Challenger,Lost-General,85745.12,37
State Representative,James Riesberg,DEM,CO,Incumbent,Won-General,80745.09,50
State Representative,Debbie Benefield,DEM,CO,Incumbent,Won-General,78870.0,29
State Representative,Lois Court,DEM,CO,Open,Won-General,73033.86,6
State Representative,Mollie Cullom,DEM,CO,Challenger,Lost-General,71832.4,39
State Representative,Su Ryden,DEM,CO,Open,Won-General,70398.74,36
State Representative,Randolph Fischer,DEM,CO,Incumbent,Won-General,69955.56,53
State Representative,Joe Miklosi,DEM,CO,Open,Won-General,69044.63,9
State Representative,Laura Bradford,REP,CO,Challenger,Won-General,68357.92,55
State Senator,Ken Brenner,DEM,CO,Open,Lost-General,67989.31,8
State Representative,Kevin Priola,REP,CO,Open,Won-General,67463.94,30
State Representative,Andy Kerr,DEM,CO,Incumbent,Won-General,65306.0,26
State Senator,Donald W Ytterberg,REP,CO,Challenger,Lost-General,63508.62,16
State Senator,Linda Newell,DEM,CO,Open,Won-General,60609.0,26
State Representative,Susan Schafer,DEM,CO,Open,Won-General,58111.77,24
State Representative,Andrew Scripter,DEM,CO,Open,Lost-General,56851.0,25
State Representative,David Kerber,REP,CO,Challenger,Lost-General,56315.0,38
State Representative,Noelle Hagan,DEM,CO,Open,Lost-General,54265.53,58
State Representative,Gwynith Green,DEM,CO,Incumbent,Won-General,51908.0,23
State Representative,Glenn Vaad,REP,CO,Incumbent,Won-General,51270.95,48
State Representative,Michael George Merrifield,DEM,CO,Incumbent,Won-General,50947.5,18
State Representative,Donald Mark Waller,REP,CO,Open,Won-General,50832.54,15
State Representative,Cory Gardner,REP,CO,Incumbent,Won-General,50346.93,63
State Representative,Frank McNulty,REP,CO,Incumbent,Won-General,50107.38,43
State Senator,Lauri Clapp,REP,CO,Open,Lost-General,49692.38,26
State Representative,Anne McGihon,DEM,CO,Incumbent,Won-General,48477.18,3
State Representative,Holly Hansen,REP,CO,Challenger,Lost-General,47630.82,31
Regional Transportation District Board District A,John Maslanik,IND,CO,Open,Lost-General,47620.96,nan
State Representative,Salvatore Pace II,DEM,CO,Open,Won-General,46952.93,46
State Representative,Carole Murray,REP,CO,Open,Won-General,46047.27,45
State Senator,Matthew Fries,REP,CO,Challenger,Lost-General,45933.78,14
State Representative,Kenneth Summers,REP,CO,Incumbent,Won-General,45522.0,22
State Representative,Mark Ferrandino,DEM,CO,Incumbent,Won-General,45426.0,2
State Senator,Morgan Carroll,DEM,CO,Open,Won-General,44906.12,29
State Representative,Jerry Sonnenberg,REP,CO,Incumbent,Won-General,44854.24,65
State Senator,Steven King,REP,CO,Open,Won-General,42259.77,12
State Senator,Peter Groff,DEM,CO,Incumbent,Won-General,42210.0,33
State Representative,Karen Middleton,DEM,CO,Incumbent,Won-General,41646.27,42
State Representative,Camille Ryckman,DEM,CO,Challenger,Lost-General,41077.96,22
State Representative,Nancy Todd,DEM,CO,Incumbent,Won-General,40750.54,41
State Representative,Dennis Apuan,DEM,CO,Open,Won-General,40463.76,17
State Representative,Dave Rose,DEM,CO,Open,Lost-General,40403.0,30
Board Of Regents District 006,J Clemmons,DEM,CO,Open,Lost-General,40371.53,nan
State Representative,Cindy Acree,REP,CO,Open,Won-General,40286.24,40
State Representative,Liane McFadyen,DEM,CO,Incumbent,Won-General,40151.64,47
State Representative,Catherine Roupe,REP,CO,Open,Lost-General,39897.01,17
State Representative,Wes McKinley,DEM,CO,Incumbent,Won-General,39105.0,64
State Representative,John Bodnar,REP,CO,Challenger,Lost-General,38727.33,27
State Representative,Jeanne Labuda,DEM,CO,Incumbent,Won-General,36576.32,1
State Representative,Joel Judd,DEM,CO,Incumbent,Won-General,34815.0,5
State Representative,Randy Baumgardner,REP,CO,Open,Won-General,34220.0,57
State Representative,Amy Stephens,REP,CO,Incumbent,Won-General,33769.71,20
State Representative,Nick Kliebenstein,REP,CO,Challenger,Lost-General,33428.33,33
State Representative,Ellen Stuart Roberts,REP,CO,Incumbent,Won-General,33340.6,59
State Senator,Mark Scheffel,REP,CO,Open,Won-General,33105.24,4
Board Of Regents District 007,Monisha Merchant,DEM,CO,Challenger,Won-General,32973.47,nan
State Representative,Steve King,REP,CO,Incumbent,Won-General,32915.75,54
State Representative,Michael May,REP,CO,Incumbent,Won-General,32775.0,44
Board Of Regents District 002,Joe Neguse,DEM,CO,Open,Won-General,31926.35,nan
State Representative,Todd Hagenbuch,DEM,CO,Open,Lost-General,31913.46,57
State Representative,Larry Liston,REP,CO,Incumbent,Won-General,31702.0,16
State Senator,Sanford Lee,DEM,CO,Open,Lost-General,31390.88,12
Regional Transportation District Board District A,William James,IND,CO,Open,Won-General,31154.24,nan
State Representative,Jim Kerr,REP,CO,Incumbent,Won-General,28732.0,28
State Representative,Terrance Carroll,DEM,CO,Incumbent,Won-General,28726.62,7
State Senator,Katie Witt,REP,CO,Challenger,Lost-General,28577.31,17
State Senator,Jennifer Veiga,DEM,CO,Incumbent,Won-General,28392.5,31
State Representative,Dickey Lee Hullinghorst,DEM,CO,Open,Won-General,28329.5,10
State Senator,Bill Cadman,REP,CO,Incumbent,Won-General,27663.8,10
State Representative,Randy Jackson,REP,CO,Open,Lost-General,27335.09,62
State Senator,Robert Hadfield,REP,CO,Open,Lost-General,25863.18,25
State Representative,Cherylin Peniston,DEM,CO,Incumbent,Won-General,25568.99,35
State Representative,Kathy Green,REP,CO,Open,Lost-General,25124.11,36
Regional Transportation District Board District G,Jack Oboyle,IND,CO,Open,Won-General,24837.77,nan
State Representative,Anna Lord,DEM,CO,Challenger,Lost-General,24719.33,21
State Representative,Kathleen Curry,DEM,CO,Incumbent,Won-General,24384.37,61
State Representative,Kevin Lundberg,REP,CO,Incumbent,Won-General,24069.99,49
State Representative,Thomas Massey Jr.,REP,CO,Incumbent,Won-General,24010.0,60
State Representative,John Soper Sr.,DEM,CO,Incumbent,Won-General,23683.0,34
Board Of Regents District 007,Patrick Mulligan,DEM,CO,Challenger,Withdrew-General,23572.9,nan
State Representative,Joshua Sharf,REP,CO,Open,Lost-General,22938.61,6
Regional Transportation District Board District H,Kent Bagley,IND,CO,Open,Won-General,22851.0,nan
State Representative,Claire Levy,DEM,CO,Incumbent,Won-General,22718.88,13
State Representative,Holly Gorman,DEM,CO,Open,Lost-General,22538.62,45
Board Of Education District 007,Jane Goff,DEM,CO,Incumbent,Won-General,22415.9,nan
State Representative,Scott Helman,REP,CO,Challenger,Lost-General,21567.0,50
State Representative,Edward Vigil,DEM,CO,Open,Won-General,20455.74,62
State Representative,Marsha Looper,REP,CO,Incumbent,Won-General,20225.0,19
State Representative,Robert Gardner,REP,CO,Incumbent,Won-General,19205.0,21
State Representative,Dorothy Marshall,REP,CO,Open,Lost-General,18268.55,10
State Representative,Ken Bennett,DEM,CO,Challenger,Lost-General,18124.85,51
Board Of Regents District 006,Jim Geddes,REP,CO,Open,Won-General,17815.13,nan
State Representative,Paul Weissmann,DEM,CO,Incumbent,Won-General,17007.55,12
State Representative,James Ross,DEM,CO,Challenger,Lost-General,16600.5,49
Board Of Education District 003,Marcia Neal,REP,CO,Open,Won-General,15935.0,nan
Board Of Education District 003,Jill Brake,DEM,CO,Open,Lost-General,15788.36,nan
State Senator,Sueyuna Duthie,REP,CO,Challenger,Lost-General,15534.39,28
State Representative,Jerry Frangas,DEM,CO,Incumbent,Won-General,15161.94,4
State Representative,Kent Douglas Lambert,REP,CO,Incumbent,Won-General,14342.8,14
State Representative,Tom Dittemore,DEM,CO,Challenger,Lost-General,12575.0,28
State Representative,Troy Sammons,REP,CO,Challenger,Lost-General,12514.8,47
Regional Transportation District Board District F,Thomas Tobiassen,IND,CO,Challenger,Won-General,11893.96,nan
State Representative,Edward Casso,DEM,CO,Incumbent,Won-General,11803.13,32
State Senator,Natalie Menten,REP,CO,Challenger,Lost-General,11761.0,21
State Representative,Ken Torres,REP,CO,Challenger,Lost-General,11319.0,64
State Representative,Donna Gallup,REP,CO,Challenger,Lost-General,10561.0,53
State Senator,Robert Lane,REP,CO,Open,Lost-General,10551.23,35
State Representative,Robert Houdeshell,REP,CO,Challenger,Lost-General,9861.82,13
State Representative,Karen Wilde,DEM,CO,Open,Lost-General,9739.0,40
State Representative,Bill Williams,DEM,CO,Challenger,Lost-General,7891.58,48
Board Of Regents District 007,Patricia Hayes,REP,CO,Incumbent,Lost-General,7565.0,nan
State Senator,Joseph Alsup,DEM,CO,Open,Lost-General,7521.71,4
State Representative,Ray Warren,REP,CO,Challenger,Lost-General,7507.65,26
State Representative,Josh Raines,REP,CO,Challenger,Lost-General,7323.82,7
State Representative,Jan Hejtmanek,DEM,CO,Challenger,Lost-General,7246.06,20
State Senator,Nathan Wilkes,DEM,CO,Challenger,Lost-General,7133.26,27
Regional Transportation District Board District G,Justin Herrera,IND,CO,Open,Lost-General,5965.47,nan
State Representative,Mary Lynn Wagner,REP,CO,Challenger,Lost-General,5408.0,23
State Representative,Michelle Maksimowicz,DEM,CO,Open,Lost-General,5373.26,15
State Representative,John Pommer,DEM,CO,Incumbent,Won-General,4650.0,11
Regional Transportation District Board District M,Matt Cohen,IND,CO,Open,Won-General,4225.0,nan
State Representative,Rafael Lorenzo Gallegos,DEM,CO,Open,Lost-General,4156.14,62
State Representative,Catherine Jarrett,REP,CO,Challenger,Lost-General,3289.82,11
State Representative,Thomas Miller,REP,CO,Challenger,Lost-General,3086.74,2
State Representative,John Stevens,DEM,CO,Challenger,Lost-General,3017.0,43
State Senator,Diane Whitley,DEM,CO,Challenger,Lost-General,2814.77,10
State Representative,James Frye,LIB,CO,Challenger,Lost-General,2549.98,42
State Representative,Shelly Tokerud,DEM,CO,Challenger,Lost-General,2447.0,44
State Representative,James Landauer,REP,CO,Open,Lost-General,2434.0,9
Regional Transportation District Board District M,Ramey Johnson,IND,CO,Open,Lost-General,2333.0,nan
State Representative,Cheryl Palm,REP,CO,Open,Lost-General,2272.15,24
State Representative,Richard Flores,DEM,CO,Challenger,Lost-General,2145.0,16
State Representative,Cal Cali,DEM,CO,Challenger,Lost-General,1902.0,60
State Representative,Chyrese Exline,DEM,CO,Challenger,Lost-General,1649.7,14
State Representative,George Carouthers,REP,CO,Challenger,Lost-General,1602.0,42
State Representative,Tom Bopp,REP,CO,Challenger,Lost-General,1532.51,34
State Representative,Mary Arnold,REP,CO,Challenger,Lost-General,1501.0,29
State Representative,Jimmy Phillips,DEM,CO,Challenger,Lost-General,1455.59,19
Regional Transportation District Board District I,Lee Kemp,IND,CO,Incumbent,Won-General,1250.0,nan
State Representative,Paul Linton,REP,CO,Challenger,Lost-General,1236.0,3
Regional Transportation District Board District D,Barbara Brohl,IND,CO,Incumbent,Won-General,1050.0,nan
Regional Transportation District Board District F,Barbara Yamrick,IND,CO,Incumbent,Lost-General,926.0,nan
State Representative,Brian Olds,AMERICAN CONSTITUTION,CO,Challenger,Lost-General,754.1,37
Regional Transportation District Board District A,Laura Yribia,IND,CO,Open,Lost-General,650.0,nan
State Senator,Suzanne Andrews,REP,CO,Open,Lost-General,625.0,29
State Representative,J Swiontek,REP,CO,Challenger,Lost-General,567.01,5
Board Of Education District 001,Elaine Gantz Berman,DEM,CO,Incumbent,Won-General,485.05,nan
State Representative,Tony Dlallo,GRN,CO,Challenger,Lost-General,469.0,34
State Representative,Katherine Szot,REP,CO,Challenger,Lost-General,428.95,18
State Senator,William Leslie,REP,CO,Challenger,Lost-General,50.0,31
State Representative,Tracy Gimer,REP,CO,Challenger,Lost-General,27.27,35
Regional Transportation District Board District E,William McMullen,IND,CO,Incumbent,Won-General,20.0,nan
