office,candidate,party,state,incumbency,result,total money,district
State Senator,Dwight Takamine,DEM,HI,Open,Won-General,298659.11,1
State Senator,Clayton Hee,DEM,HI,Incumbent,Won-General,285610.02,23
State Senator,Colleen Wakako Hanabusa,DEM,HI,Incumbent,Won-General,284101.3,21
State Senator,Josh Green,DEM,HI,Open,Won-General,195841.0,3
State Senator,Rosalyn Hester Baker,DEM,HI,Incumbent,Won-General,190253.13,5
State Senator,Ted S Hong,REP,HI,Open,Lost-General,159000.92,1
State Representative,Quentin Kuhio Kawananakoa,REP,HI,Open,Lost-General,155668.78,51
State Senator,Brickwood Galuteria,DEM,HI,Challenger,Won-General,147590.0,12
State Representative,Michael Yadao Magaoay,DEM,HI,Incumbent,Won-General,120600.0,46
State Senator,Gary Hooser,DEM,HI,Incumbent,Won-General,116317.22,7
State Senator,Clarence Nishihara,DEM,HI,Incumbent,Won-General,112141.76,18
State Representative,Isaac Choy,DEM,HI,Open,Won-General,105820.0,24
State Senator,Kalani English,DEM,HI,Incumbent,Won-General,103775.0,6
State Representative,Kyle Mark Takai,DEM,HI,Incumbent,Won-General,95010.86,34
State Senator,Gordon Trimble,REP,HI,Incumbent,Lost-General,91695.75,12
State Representative,Kyle Yamashita,DEM,HI,Incumbent,Won-General,85498.04,12
State Representative,Gene Ward,REP,HI,Incumbent,Won-General,85421.36,17
State Senator,Jan Shields,REP,HI,Challenger,Lost-General,75915.27,5
State Representative,Marcus Oshiro,DEM,HI,Incumbent,Won-General,74570.74,39
State Representative,Barbara Marumoto,REP,HI,Incumbent,Won-General,73342.13,19
Board Of Education District At Large,Colin Kippen,IND,HI,Challenger,Lost-General,67420.59,nan
State Representative,Clifton Tsuji,DEM,HI,Incumbent,Won-General,65994.05,3
State Representative,Robert Nakasone,DEM,HI,Incumbent,Won-General,64585.0,9
State Representative,Robert Herkes,DEM,HI,Incumbent,Won-General,61725.0,5
State Representative,Chris Kalani Lee,DEM,HI,Open,Won-General,61438.0,51
State Representative,Sesnita Der-Ling Moepono,DEM,HI,Challenger,Lost-General,58654.46,27
State Representative,Jon Riki Karamatsu,DEM,HI,Incumbent,Won-General,55955.09,41
State Representative,Colleen Meyer,REP,HI,Incumbent,Lost-General,55936.9,47
State Representative,Ken Ito,DEM,HI,Incumbent,Won-General,54838.98,48
State Representative,Joseph Souki,DEM,HI,Incumbent,Won-General,54805.0,8
State Representative,Amy Yukiko Monk,DEM,HI,Challenger,Lost-General,53806.66,17
State Representative,Sharon Har,DEM,HI,Incumbent,Won-General,52175.0,40
State Representative,Kymberly Pine,REP,HI,Incumbent,Won-General,48251.85,43
State Representative,Ryan Yamane,DEM,HI,Incumbent,Won-General,47794.2,37
State Representative,Joey Manahan,DEM,HI,Incumbent,Won-General,47375.0,29
State Representative,Jessica Wooley,DEM,HI,Challenger,Won-General,44625.28,47
State Representative,Henry James Aquino,DEM,HI,Open,Won-General,44417.14,35
State Representative,Calvin Y Say,DEM,HI,Incumbent,Won-General,44250.05,20
State Representative,Andy Smith,REP,HI,Open,Lost-General,43570.0,6
State Representative,Anne Stevens,REP,HI,Challenger,Lost-General,42418.82,23
State Representative,Jerry Chang,DEM,HI,Incumbent,Won-General,42405.0,2
State Representative,Karl Rhoads,DEM,HI,Incumbent,Won-General,42253.43,28
State Representative,Lynn Berbano Finnegan,REP,HI,Incumbent,Won-General,41272.36,32
Board Of Education District Honolulu,Carol Mon Lee,IND,HI,Challenger,Won-General,41015.0,nan
State Representative,Sylvia Luke,DEM,HI,Incumbent,Won-General,40927.0,26
Board Of Education District At Large,Janis Akuna,IND,HI,Challenger,Won-General,40600.0,nan
State Representative,Mark Nakashima,DEM,HI,Open,Won-General,37440.92,1
State Representative,John Mizuno,DEM,HI,Incumbent,Won-General,37287.0,30
State Representative,Scott Nishimoto,DEM,HI,Incumbent,Won-General,37164.0,21
Board Of Education District At Large,Suzanne Haunani Apoliona,IND,HI,Incumbent,Won-General,37103.0,nan
State Representative,Maile L Shimabukuro,DEM,HI,Incumbent,Won-General,37033.8,45
State Representative,Jack Legal,REP,HI,Challenger,Lost-General,34645.35,40
State Representative,Roy Takumi,DEM,HI,Incumbent,Won-General,32480.0,36
State Representative,George Fontaine,REP,HI,Challenger,Lost-General,31838.93,11
State Representative,Marilyn Lee,DEM,HI,Incumbent,Won-General,31455.0,38
State Senator,Michelle Kidani,DEM,HI,Open,Won-General,30290.0,17
State Representative,Roland Sagum III,DEM,HI,Incumbent,Won-General,29995.0,16
State Representative,Corinne Wei Lan Ching,REP,HI,Incumbent,Won-General,29080.94,27
State Representative,Jerilyn Jeffryes,REP,HI,Open,Lost-General,27684.36,24
State Representative,Tom Brower,DEM,HI,Incumbent,Won-General,27545.0,23
State Senator,Robert Bunda,DEM,HI,Incumbent,Won-General,27163.02,22
State Senator,David Ige,DEM,HI,Incumbent,Won-General,26345.0,16
State Representative,Fred Blas,REP,HI,Challenger,Lost-General,25093.83,4
State Representative,Denny Coffman,DEM,HI,Open,Won-General,24956.34,6
State Representative,Faye Hanohano,DEM,HI,Incumbent,Won-General,24750.0,4
State Representative,Glenn Wakai,DEM,HI,Incumbent,Won-General,24285.0,31
Board Of Education District Molokai,Colette Machado,IND,HI,Incumbent,Won-General,23351.29,nan
State Representative,Gilbert Riviere,REP,HI,Challenger,Lost-General,23278.65,46
State Representative,Cindy Evans,DEM,HI,Incumbent,Won-General,23213.11,7
State Representative,Kurt Fevella,DEM,HI,Challenger,Lost-General,22980.24,43
State Representative,Cynthia Henry Thielen,REP,HI,Incumbent,Won-General,22527.36,50
State Representative,Pono Chong,DEM,HI,Incumbent,Won-General,21475.0,49
State Representative,Tom Berg,REP,HI,Challenger,Lost-General,21308.96,42
Board Of Education District Hawaii,Herbert Watanabe,IND,HI,Incumbent,Won-General,17380.01,nan
State Representative,Mele Carroll,DEM,HI,Incumbent,Won-General,16847.23,13
State Representative,Della Au Belatti,DEM,HI,Incumbent,Won-General,16767.41,25
State Representative,James Kunane Tokioka,DEM,HI,Incumbent,Won-General,16550.0,15
State Representative,Mickey Vierra,REP,HI,Challenger,Lost-General,15303.63,12
State Representative,Lyla Berg,DEM,HI,Incumbent,Won-General,15160.0,18
State Representative,Angus McKelvey,DEM,HI,Incumbent,Won-General,14315.0,10
Board Of Education District At Large,Randall L Yee,IND,HI,Challenger,Lost-General,13714.81,nan
State Representative,Rida R) Cabanilla Arakawa,DEM,HI,Incumbent,Won-General,13500.68,42
State Representative,Blake Oshiro,DEM,HI,Incumbent,Won-General,13000.0,33
Board Of Education District At Large,Terrance H Tom,IND,HI,Challenger,Lost-General,11500.0,nan
Office Of Hawaiian Affairs District Hawaii,Bob Lindsey,IND,HI,Incumbent,Won-General,9600.0,nan
State Representative,Joseph Bertram III,DEM,HI,Incumbent,Won-General,8885.0,11
State Representative,Steven Offenbaker,REP,HI,Open,Lost-General,8115.0,1
State Representative,Scott Saiki,DEM,HI,Incumbent,Won-General,7856.7,22
State Representative,Rito Saniatan,REP,HI,Challenger,Lost-General,7802.94,41
State Senator,John Blumer-Buell,IND,HI,Challenger,Lost-General,7449.84,6
Board Of Education District Molokai,Waipa Purdy,IND,HI,Challenger,Lost-General,6950.0,nan
State Representative,Derek Gapol,REP,HI,Challenger,Lost-General,6942.36,45
State Representative,Hermina Morita,DEM,HI,Incumbent,Won-General,6850.0,14
State Representative,Mike Abe,DEM,HI,Challenger,Lost-General,6566.1,19
State Representative,Ramon Kitaichi Madden,REP,HI,Challenger,Lost-General,5206.0,10
State Representative,Deirdre Tavares,REP,HI,Challenger,Lost-General,3985.78,3
State Representative,Ronald Dela Cruz,REP,HI,Challenger,Lost-General,3724.28,7
