office,candidate,party,state,incumbency,result,total money,district
State Senator,Dave Knudson,REP,SD,Incumbent,Won-General,263226.72,14
State Senator,Scott Heidepriem,DEM,SD,Incumbent,Won-General,178215.91,13
State Senator,Phyllis Heineman,REP,SD,Challenger,Lost-General,155377.99,13
Public Utility Commissioner,Gary Hanson,REP,SD,Incumbent,Won-General,108990.38,nan
State Senator,Hal Wick,REP,SD,Challenger,Lost-General,73903.36,12
State Senator,Russell Olson,REP,SD,Open,Won-General,66289.84,8
State Senator,Stanford Adelstein,REP,SD,Challenger,Won-General,64286.15,32
State Senator,Al Koistinen,REP,SD,Challenger,Lost-General,62161.84,5
State Senator,Nancy Turbak Berry,DEM,SD,Incumbent,Won-General,61316.9,5
State Senator,Jerad Higman,REP,SD,Challenger,Lost-General,57857.97,17
State Senator,Sandy Jerstad,DEM,SD,Incumbent,Won-General,57618.93,12
State Senator,Thomas Dempster,IND,SD,Incumbent,Won-General,55348.96,9
State Senator,Thomas Nelson,REP,SD,Open,Won-General,52590.44,31
State Representative,Daniel Lederman,REP,SD,Open,Won-General,47587.25,16
State Senator,Tom Hansen,REP,SD,Incumbent,Won-General,46556.22,22
State Senator,Al Novstrup,REP,SD,Challenger,Won-General,40171.07,3
State Representative,Richard Blake Curd,REP,SD,Challenger,Won-General,40065.36,12
State Senator,Ben J) Nesselhuf,DEM,SD,Incumbent,Won-General,37412.5,17
State Senator,Scott Parsley,DEM,SD,Open,Lost-General,36012.31,8
State Senator,Tom Katus,DEM,SD,Incumbent,Lost-General,35981.06,32
State Senator,Dennis Finch,DEM,SD,Challenger,Lost-General,34837.26,33
State Senator,Gene Abdallah,REP,SD,Incumbent,Won-General,32795.42,10
State Senator,Les Wolff,REP,SD,Challenger,Lost-General,30664.28,28
State Senator,Orville Smidt,REP,SD,Incumbent,Lost-General,29580.58,7
State Senator,Corey Brown,REP,SD,Open,Won-General,28722.35,23
State Senator,Craig Tieszen,REP,SD,Open,Won-General,28683.35,34
Public Utility Commissioner,Matt McLarty,DEM,SD,Challenger,Lost-General,28388.05,nan
State Representative,Eric Abrahamson,DEM,SD,Challenger,Lost-General,27556.54,32
State Representative,Bill Thompson,DEM,SD,Incumbent,Won-General,26839.83,13
State Senator,Bob Gray,REP,SD,Incumbent,Won-General,26488.0,24
State Representative,Tom Reaves,REP,SD,Challenger,Lost-General,25371.99,13
State Representative,Marc Feinstein,DEM,SD,Incumbent,Won-General,24644.02,14
State Senator,Kenneth Albers,REP,SD,Incumbent,Lost-General,24626.26,16
State Senator,Alan Hoerth,DEM,SD,Incumbent,Lost-General,24547.41,3
State Representative,Charles Turbiville,REP,SD,Incumbent,Won-General,23939.73,31
State Representative,Shantel Krebs,REP,SD,Incumbent,Won-General,23814.77,10
State Representative,Bob Faehn,REP,SD,Incumbent,Won-General,23670.25,5
State Senator,Elli Schwiesow,IND,SD,Challenger,Lost-General,22887.0,32
State Senator,Mike Vehle,REP,SD,Open,Won-General,22776.19,20
State Representative,David Lust,REP,SD,Incumbent,Won-General,22650.35,34
State Representative,Susan Blake,DEM,SD,Challenger,Won-General,22600.75,13
State Representative,Todd Schlekeway,REP,SD,Challenger,Won-General,22427.74,11
State Representative,John Mogen,REP,SD,Challenger,Lost-General,21669.25,13
State Representative,Timothy Rave,REP,SD,Incumbent,Won-General,21363.69,25
State Representative,Brian Dreyer,REP,SD,Incumbent,Won-General,21233.0,32
State Senator,Ryan Maher,DEM,SD,Incumbent,Won-General,20735.27,28
State Representative,Joni Clark Cutler,REP,SD,Incumbent,Won-General,20685.0,14
State Senator,Larry Rhoden,REP,SD,Open,Won-General,20489.39,29
State Senator,Nicholas Nemec,DEM,SD,Open,Lost-General,20384.78,23
State Representative,Mike Verchio,REP,SD,Open,Won-General,20372.11,30
State Representative,Brian Gosch,REP,SD,Incumbent,Won-General,20259.72,32
State Senator,Nyla Griffith,DEM,SD,Open,Lost-General,20114.26,31
State Senator,Paul Jensen,REP,SD,Open,Lost-General,19948.69,25
State Senator,Jeffrey Haverly,REP,SD,Incumbent,Won-General,19278.35,35
