Candidate,Party,State,Office,Incumbency,Result,Total Money
"MURPHY, PHILIP D (PHIL) & OLIVER, SHEILA",DEMOCRATIC,NJ,GOVERNOR / LIEUTENANT GOVERNOR,Open,Won-General,36514490.90
"GUADAGNO, KIM & RENDO, CARLOS A",REPUBLICAN,NJ,GOVERNOR / LIEUTENANT GOVERNOR,Open,Lost-General,8916189.45
"SWEENEY, STEPHEN M",DEMOCRATIC,NJ,SENATE DISTRICT 003,Incumbent,Won-General,2395645.66
"BECK, JENNIFER",REPUBLICAN,NJ,SENATE DISTRICT 011,Incumbent,Lost-General,1115583.02
"SARLO, PAUL A",DEMOCRATIC,NJ,SENATE DISTRICT 036,Incumbent,Won-General,1103927.54
"KEAN JR, THOMAS H",REPUBLICAN,NJ,SENATE DISTRICT 021,Incumbent,Won-General,1071174.74
"BROWN, CHRISTOPHER A",REPUBLICAN,NJ,SENATE DISTRICT 002,Open,Won-General,1032632.48
"GOPAL, VIN",DEMOCRATIC,NJ,SENATE DISTRICT 011,Challenger,Won-General,902411.83
"BRAMNICK, JON M",REPUBLICAN,NJ,ASSEMBLY DISTRICT 021,Incumbent,Won-General,844705.84
"SCUTARI, NICHOLAS P",DEMOCRATIC,NJ,SENATE DISTRICT 022,Incumbent,Won-General,818651.34
"CRYAN, JOSEPH P",DEMOCRATIC,NJ,SENATE DISTRICT 020,Open,Won-General,785022.70
"PRIETO, VINCENT",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 032,Incumbent,Won-General,742837.00
"SCHAER, GARY S",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 036,Incumbent,Won-General,739510.65
"ZWICKER, ANDREW",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 016,Incumbent,Won-General,717228.70
"STACK, BRIAN P",DEMOCRATIC,NJ,SENATE DISTRICT 033,Incumbent,Won-General,675135.94
"SINGLETON, TROY E",DEMOCRATIC,NJ,SENATE DISTRICT 007,Incumbent,Won-General,663706.54
"GREENWALD, LOUIS D",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 006,Incumbent,Won-General,655571.36
"OROHO, STEVEN V",REPUBLICAN,NJ,SENATE DISTRICT 024,Incumbent,Won-General,647541.62
