Candidate,Party,State,Office,Incumbency,Result,Total Money
"CURTIS, JOHN R",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Won-General,901008.64
"ALLEN, KATHIE",DEMOCRATIC,UT,US HOUSE DISTRICT UT 003,Open,Lost-General,788329.22
"DAYTON, MARGARET",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,57290.00
"WHALEN, SEAN",UNAFFILIATED,UT,US HOUSE DISTRICT UT 003,Open,Lost-General,39174.15
"HENDERSON, DEIDRE M",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,37065.00
"KIDD, DAMIAN",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,25786.22
"BENNETT, JIM",UNITED UTAH,UT,US HOUSE DISTRICT UT 003,Open,Lost-General,19190.00
"DAW, BRAD",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,6823.00
"BUCHMAN, JOE",LIBERTARIAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-General,5993.00
"PEAY, STEWART O",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,0.00
"KUDER, KEITH",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,0.00
"ALDRICH, DEBBIE",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,0.00
"FIFE, PAUL DAVID",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,0.00
"CHRISTENSEN, JASON",INDEPENDENT AMERICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-General,0.00
"LEAVITT, MIKE",REPUBLICAN,UT,US HOUSE DISTRICT UT 003,Open,Lost-Convention,0.00
