Candidate,Party,State,Office,Incumbency,Result,Total Money
"MILLER, PHIL",DEMOCRATIC,IA,HOUSE DISTRICT 082,Open,Won-General,243714.92
"HARRIS, TRAVIS",REPUBLICAN,IA,HOUSE DISTRICT 082,Open,Lost-General,192826.53
"KURTH, MONICA",DEMOCRATIC,IA,HOUSE DISTRICT 089,Open,Won-General,71868.89
"CARLIN, JAMES (JIM)",REPUBLICAN,IA,SENATE DISTRICT 003,Open,Won-General,35377.86
"JACOBSEN, JON A",REPUBLICAN,IA,HOUSE DISTRICT 022,Open,Won-General,31878.35
"WENDT, TODD",DEMOCRATIC,IA,SENATE DISTRICT 003,Open,Lost-General,20363.03
"FORRISTALL, CAROL",INDEPENDENT,IA,HOUSE DISTRICT 022,Open,Lost-General,10225.00
"GONZALES, MICHAEL",REPUBLICAN,IA,HOUSE DISTRICT 089,Open,Lost-General,8005.53
"HOLDER, BRYAN JACK",LIBERTARIAN,IA,HOUSE DISTRICT 022,Open,Lost-General,0.00
"MILLER, JOSHUA N",LIBERTARIAN,IA,HOUSE DISTRICT 082,Open,Lost-General,0.00
"HEE III, EDWARD T",CONSTITUTION,IA,HOUSE DISTRICT 082,Open,Lost-General,0.00
