Candidate,Party,State,Office,Incumbency,Result,Total Money
"CIERPIOT, MIKE",REPUBLICAN,MO,SENATE DISTRICT 008,Open,Won-General,376601.10
"CRAWFORD, SANDY",REPUBLICAN,MO,SENATE DISTRICT 028,Open,Won-General,209892.28
"SHIELDS, HILLARY",DEMOCRATIC,MO,SENATE DISTRICT 008,Open,Lost-General,152419.02
"SKELTON, MICHELA",DEMOCRATIC,MO,HOUSE DISTRICT 050,Open,Lost-General,122026.42
"WALSH, SARA",REPUBLICAN,MO,HOUSE DISTRICT 050,Open,Won-General,81820.90
"SKALICKY, ALBERT J",DEMOCRATIC,MO,SENATE DISTRICT 028,Open,Lost-General,30706.39
"WASHINGTON, BARBARA ANNE",DEMOCRATIC,MO,HOUSE DISTRICT 023,Open,Won-General,12475.00
"CLARK, CURTIS",DEMOCRATIC,MO,HOUSE DISTRICT 151,Open,Lost-General,4435.03
"TURK, JACOB",INDEPENDENT,MO,SENATE DISTRICT 008,Open,Lost-General,3949.07
"MORSE, HERMAN",REPUBLICAN,MO,HOUSE DISTRICT 151,Open,Won-General,2474.20
"MARTIN, DAVID",REPUBLICAN,MO,HOUSE DISTRICT 023,Open,Lost-General,2070.31
"TROTT, DANIEL",GREEN,MO,HOUSE DISTRICT 023,Open,Lost-General,0.00
"VANDEVEN, RICK",LIBERTARIAN,MO,HOUSE DISTRICT 151,Open,Lost-General,0.00
