Candidate,Party,State,Office,Incumbency,Result,Total Money
"VENTURA, JACOB J",REPUBLICAN,MA,SENATE DISTRICT BRISTOL AND NORFOLK,Open,Lost-General,160293.20
"FRIEDMAN, CINDY F",DEMOCRATIC,MA,SENATE DISTRICT FOURTH MIDDLESEX,Open,Won-General,146483.90
"FEENEY, PAUL R",DEMOCRATIC,MA,SENATE DISTRICT BRISTOL AND NORFOLK,Open,Won-General,140040.37
"CHALIFOUX-ZEPHIR, SUSAN A",DEMOCRATIC,MA,SENATE DISTRICT WORCESTER AND MIDDLESEX,Open,Lost-General,74842.17
"VARGAS, ANDRES X",DEMOCRATIC,MA,HOUSE DISTRICT THIRD ESSEX,Open,Won-General,57747.91
"TOOHEY, SHAUN",REPUBLICAN,MA,HOUSE DISTRICT THIRD ESSEX,Open,Lost-General,51810.49
"TRAN, DEAN A",REPUBLICAN,MA,SENATE DISTRICT WORCESTER AND MIDDLESEX,Open,Won-General,50599.91
"BARRETT III, JOHN",DEMOCRATIC,MA,HOUSE DISTRICT FIRST BERKSHIRE,Open,Won-General,33945.64
"SHORTSLEEVE, JOSEPH M",UNAFFILIATED,MA,SENATE DISTRICT BRISTOL AND NORFOLK,Open,Lost-General,27651.64
"FREDA, CLAIRE",UNENROLLED,MA,SENATE DISTRICT WORCESTER AND MIDDLESEX,Open,Lost-General,11494.00
"JACKSON, IAN T",GREEN-RAINBOW,MA,SENATE DISTRICT FOURTH MIDDLESEX,Open,Lost-General,3088.92
"DICALOGERO, CHARLENE",GREEN-RAINBOW,MA,SENATE DISTRICT WORCESTER AND MIDDLESEX,Open,Lost-General,1691.00
"CANNING, CHRISTINE M",REPUBLICAN,MA,HOUSE DISTRICT FIRST BERKSHIRE,Open,Lost-General,1050.00
