,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,NC,2018,U.S. Representative,1,George Kenneth Butterfield Jr.,DEM,
1,NC,2018,U.S. Representative,1,Roger Warren Allison,REP,
2,NC,2018,U.S. Representative,10,Patrick Timothy McHenry,REP,
3,NC,2018,U.S. Representative,10,David Wilson Brown,DEM,
4,NC,2018,U.S. Representative,11,Mark Randal Meadows,REP,
5,NC,2018,U.S. Representative,11,Phillip Price,DEM,
6,NC,2018,U.S. Representative,11,Clifton Burton Ingram Jr.,LIB,
7,NC,2018,U.S. Representative,12,Alma Adams,DEM,
8,NC,2018,U.S. Representative,12,Paul Michael Wright,REP,
9,NC,2018,U.S. Representative,13,Theodore Paul Budd,REP,
10,NC,2018,U.S. Representative,13,Kathy Ellen Manning,DEM,
11,NC,2018,U.S. Representative,13,Thomas Aaron Bailey,LIB,
12,NC,2018,U.S. Representative,2,George Edward Bell Holding,REP,
13,NC,2018,U.S. Representative,2,Linda Coleman,DEM,
14,NC,2018,U.S. Representative,2,Timmy Strickland,IND,
16,NC,2018,U.S. Representative,3,Walter Jones,REP,
17,NC,2018,U.S. Representative,4,David Price,DEM,
18,NC,2018,U.S. Representative,4,Barbara Howe,LIB,
19,NC,2018,U.S. Representative,4,Steve Albert Loor,REP,
20,NC,2018,U.S. Representative,5,Virginia Foxx,REP,
21,NC,2018,U.S. Representative,5,Denise Darcel Adams,DEM,
22,NC,2018,U.S. Representative,6,Bradley Mark Walker,REP,
23,NC,2018,U.S. Representative,6,Ryan Watts,DEM,
24,NC,2018,U.S. Representative,7,David Cheston Rouzer,REP,
25,NC,2018,U.S. Representative,7,Lauren Kyle Horton,DEM,
26,NC,2018,U.S. Representative,8,Richard Lane Hudson Jr.,REP,
27,NC,2018,U.S. Representative,8,Frank Alexander McNeill Jr.,DEM,
28,NC,2018,U.S. Representative,9,Daniel McCready,DEM,
29,NC,2018,U.S. Representative,9,Mark Everette Harris,REP,
30,NC,2018,U.S. Representative,9,Jeffery Scott,LIB,
