,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,CA,2018,U.S. Representative,1,Doug La Malfa,REP,
1,CA,2018,U.S. Representative,1,Audrey Denney,DEM,
2,CA,2018,U.S. Representative,10,Jeff Denham,REP,
3,CA,2018,U.S. Representative,10,Josh Harder,DEM,
4,CA,2018,U.S. Representative,11,Mark Desaulnier,DEM,
5,CA,2018,U.S. Representative,11,John Fitzgerald,REP,
6,CA,2018,U.S. Representative,12,Nancy Pelosi,DEM,
7,CA,2018,U.S. Representative,12,Lisa Remmer,REP,
8,CA,2018,U.S. Representative,13,Barbara Lee,DEM,
9,CA,2018,U.S. Representative,14,Jackie Speier,DEM,
10,CA,2018,U.S. Representative,14,Cristina Osmena,REP,
11,CA,2018,U.S. Representative,15,Eric Swalwell,DEM,
12,CA,2018,U.S. Representative,15,Rudy Peters Jr.,REP,
13,CA,2018,U.S. Representative,16,Jim Costa,DEM,
14,CA,2018,U.S. Representative,16,Elizabeth Heng,REP,
15,CA,2018,U.S. Representative,17,Rohit Khanna,DEM,
16,CA,2018,U.S. Representative,17,Ron Cohen,REP,
17,CA,2018,U.S. Representative,18,Anna Eshoo,DEM,
18,CA,2018,U.S. Representative,18,Christine Russell,REP,
19,CA,2018,U.S. Representative,19,Zoe Lofgren,DEM,
20,CA,2018,U.S. Representative,2,Jared Huffman,DEM,
21,CA,2018,U.S. Representative,2,Dale Mensing,REP,
22,CA,2018,U.S. Representative,20,Jimmy Panetta,DEM,
23,CA,2018,U.S. Representative,21,David Valadao,REP,
24,CA,2018,U.S. Representative,21,J Cox,DEM,
25,CA,2018,U.S. Representative,22,Devin Nunes,REP,
26,CA,2018,U.S. Representative,22,Andrew Janz,DEM,
27,CA,2018,U.S. Representative,23,Kevin McCarthy,REP,
28,CA,2018,U.S. Representative,23,Tatiana Matta,DEM,
29,CA,2018,U.S. Representative,24,Salud Carbajal,DEM,
30,CA,2018,U.S. Representative,24,Justin Fareed,REP,
31,CA,2018,U.S. Representative,25,Katie Hill,DEM,
32,CA,2018,U.S. Representative,25,Steve Knight,REP,
33,CA,2018,U.S. Representative,26,Julia Brownley,DEM,
34,CA,2018,U.S. Representative,26,Antonio Sabato Jr.,REP,
35,CA,2018,U.S. Representative,27,Judy Chu,DEM,
36,CA,2018,U.S. Representative,27,Bryan Witt,DEM,
37,CA,2018,U.S. Representative,28,Adam Schiff,DEM,
38,CA,2018,U.S. Representative,28,Johnny Nalbandian,REP,
39,CA,2018,U.S. Representative,29,Tony Cardenas,DEM,
40,CA,2018,U.S. Representative,29,Benito Benny Bernal,REP,
41,CA,2018,U.S. Representative,3,John Garamendi,DEM,
42,CA,2018,U.S. Representative,3,Charlie Schaupp,REP,
43,CA,2018,U.S. Representative,30,Brad Sherman,DEM,
44,CA,2018,U.S. Representative,30,Mark Reed,REP,
45,CA,2018,U.S. Representative,31,Pete Aguilar,DEM,
46,CA,2018,U.S. Representative,31,Sean Flynn,REP,
47,CA,2018,U.S. Representative,32,Grace Flores Napolitano,DEM,
48,CA,2018,U.S. Representative,33,Ted Lieu,DEM,
49,CA,2018,U.S. Representative,33,Kenneth Weston Wright,REP,
50,CA,2018,U.S. Representative,34,Jimmy Gomez,DEM,
51,CA,2018,U.S. Representative,35,Norma Torres,DEM,
52,CA,2018,U.S. Representative,35,Christian Leonel Valiente,REP,
53,CA,2018,U.S. Representative,36,Raul Ruiz,DEM,
54,CA,2018,U.S. Representative,36,Kimberlin Brown Pelzer,REP,
55,CA,2018,U.S. Representative,37,Karen Bass,DEM,
56,CA,2018,U.S. Representative,37,Ron Bassilian,REP,
57,CA,2018,U.S. Representative,38,Linda Sanchez,DEM,
58,CA,2018,U.S. Representative,38,Ryan Downing,REP,
59,CA,2018,U.S. Representative,39,Gil Cisneros,DEM,
60,CA,2018,U.S. Representative,39,Young Kim,REP,
61,CA,2018,U.S. Representative,4,Jessica Morse,DEM,
62,CA,2018,U.S. Representative,4,Tom McClintock,REP,
63,CA,2018,U.S. Representative,40,Lucille Roybal-Allard,DEM,
64,CA,2018,U.S. Representative,41,Mark Takano,DEM,
65,CA,2018,U.S. Representative,41,Aja Smith,REP,
66,CA,2018,U.S. Representative,42,Ken Calvert,REP,
67,CA,2018,U.S. Representative,42,Julia Peacock,DEM,
68,CA,2018,U.S. Representative,43,Maxine Waters,DEM,
69,CA,2018,U.S. Representative,43,Omar Navarro,REP,
70,CA,2018,U.S. Representative,44,Nanette Diaz Barragan,DEM,
71,CA,2018,U.S. Representative,44,Aja Brown,DEM,
72,CA,2018,U.S. Representative,45,Mimi Walters,REP,
73,CA,2018,U.S. Representative,45,Katie Porter,DEM,
74,CA,2018,U.S. Representative,46,Lou Correa,DEM,
75,CA,2018,U.S. Representative,46,Russell Rene Lambert,REP,
76,CA,2018,U.S. Representative,47,Alan Lowenthal,DEM,
77,CA,2018,U.S. Representative,47,John Briscoe,REP,
78,CA,2018,U.S. Representative,48,Harley Rouda,DEM,
79,CA,2018,U.S. Representative,48,Dana Rohrabacher,REP,
80,CA,2018,U.S. Representative,49,Mike Levin,DEM,
81,CA,2018,U.S. Representative,49,Diane Harkey,REP,
82,CA,2018,U.S. Representative,5,Mike Thompson,DEM,
83,CA,2018,U.S. Representative,50,Ammar Campa-Najjar,DEM,
84,CA,2018,U.S. Representative,50,Duncan Hunter,REP,
85,CA,2018,U.S. Representative,51,Juan Vargas,DEM,
86,CA,2018,U.S. Representative,51,Juan Hidalgo Jr.,REP,
87,CA,2018,U.S. Representative,52,Scott Peters,DEM,
88,CA,2018,U.S. Representative,52,Omar Qudrat,REP,
89,CA,2018,U.S. Representative,53,Susan Davis,DEM,
90,CA,2018,U.S. Representative,53,Morgan Murtaugh,REP,
91,CA,2018,U.S. Representative,6,Doris Matsui,DEM,
92,CA,2018,U.S. Representative,6,Jefferson Jr.mar,DEM,
93,CA,2018,U.S. Representative,7,Ami Bera,DEM,
94,CA,2018,U.S. Representative,7,Andrew Grant,REP,
