,State,Year,Position,District,Candidate,Party,Actual Vote Share
139,MI,2018,State Representative,4,Howard Weathington,REP,
140,MI,2018,State Representative,40,Mari Manoogian,DEM,
141,MI,2018,State Representative,40,David Wolkinson,REP,
142,MI,2018,State Representative,41,Padma Kuppa,DEM,
143,MI,2018,State Representative,41,Doug Tietz,REP,
144,MI,2018,State Representative,42,Ann Bollin,REP,
145,MI,2018,State Representative,42,Mona Shand,DEM,
146,MI,2018,State Representative,43,Andrea Schroeder,REP,
147,MI,2018,State Representative,43,Nicole Breadon,DEM,
148,MI,2018,State Representative,44,Matthew Maddock,REP,
149,MI,2018,State Representative,44,Laura Dodd,DEM,
150,MI,2018,State Representative,45,Michael Webber,REP,
151,MI,2018,State Representative,45,Kyle Cooper,DEM,
152,MI,2018,State Representative,46,John Reilly,REP,
153,MI,2018,State Representative,46,Mindy Denninger,DEM,
154,MI,2018,State Representative,47,Hank Vaupel,REP,
155,MI,2018,State Representative,47,Colleen Turk,DEM,
156,MI,2018,State Representative,48,Sheryl Kennedy,DEM,
157,MI,2018,State Representative,48,Al Hardwick,REP,
158,MI,2018,State Representative,49,John Cherry,DEM,
159,MI,2018,State Representative,49,Patrick Duvendeck,REP,
160,MI,2018,State Representative,5,Cynthia Johnson,DEM,
161,MI,2018,State Representative,5,Dorothy Patterson,REP,
162,MI,2018,State Representative,50,Tim Sneller,DEM,
163,MI,2018,State Representative,50,Trace Fisher,REP,
164,MI,2018,State Representative,51,Mike Mueller,REP,
165,MI,2018,State Representative,51,David Lossing,DEM,
166,MI,2018,State Representative,52,Donna Lasinski,DEM,
167,MI,2018,State Representative,52,Teri Aiuto,REP,
168,MI,2018,State Representative,53,Yousef Rabhi,DEM,
169,MI,2018,State Representative,53,Jean Holland,REP,
170,MI,2018,State Representative,54,Ronnie Peterson,DEM,
171,MI,2018,State Representative,54,Colton Campbell,REP,
172,MI,2018,State Representative,55,Rebekah Warren,DEM,
173,MI,2018,State Representative,55,Bob Baird,REP,
174,MI,2018,State Representative,56,Jason Sheppard,REP,
175,MI,2018,State Representative,56,Ernie Whiteside,DEM,
176,MI,2018,State Representative,57,Bronna Kahle,REP,
177,MI,2018,State Representative,57,Amber Pedersen,DEM,
178,MI,2018,State Representative,58,Eric Leutheuser,REP,
179,MI,2018,State Representative,58,Tamara Barnes,DEM,
180,MI,2018,State Representative,59,Dennis Smith,DEM,
181,MI,2018,State Representative,59,Aaron Miller,REP,
182,MI,2018,State Representative,6,Tyrone Carter,DEM,
183,MI,2018,State Representative,6,Linda Sawyer,REP,
184,MI,2018,State Representative,60,Jon Hoadley,DEM,
185,MI,2018,State Representative,60,William Baker,REP,
186,MI,2018,State Representative,61,Brandt Iden,REP,
187,MI,2018,State Representative,61,Alberta Griffin,DEM,
188,MI,2018,State Representative,62,Jim Haadsma,DEM,
189,MI,2018,State Representative,62,Dave Morgan,REP,
190,MI,2018,State Representative,63,Matthew Hall,REP,
191,MI,2018,State Representative,63,Jennifer Aniano,DEM,
192,MI,2018,State Representative,63,Ronald Hawkins,LIB,
193,MI,2018,State Representative,64,Julie Alexander,REP,
194,MI,2018,State Representative,64,Sheila Troxel,DEM,
196,MI,2018,State Representative,65,Sarah Lightner,REP,
197,MI,2018,State Representative,65,Terri McKinnon,DEM,
198,MI,2018,State Representative,65,Jason Rees,LIB,
199,MI,2018,State Representative,66,Beth Griffin,REP,
200,MI,2018,State Representative,66,Dan Seibert,DEM,
201,MI,2018,State Representative,67,Kara Hope,DEM,
202,MI,2018,State Representative,67,Leon Clark,REP,
203,MI,2018,State Representative,67,Zachary Moreau,LIB,
204,MI,2018,State Representative,68,Sarah Anthony,DEM,
205,MI,2018,State Representative,68,Rosalinda Hernandez,REP,
206,MI,2018,State Representative,69,Julie Brixie,DEM,
207,MI,2018,State Representative,7,Latanya Garrett,DEM,
208,MI,2018,State Representative,7,Marcelis Turner,REP,
209,MI,2018,State Representative,70,James Lower,REP,
210,MI,2018,State Representative,70,Kresta Train,DEM,
211,MI,2018,State Representative,71,Angela Witwer,DEM,
212,MI,2018,State Representative,71,Christine Barnes,REP,
213,MI,2018,State Representative,72,Steven Johnson,REP,
214,MI,2018,State Representative,72,Ron Draayer,DEM,
215,MI,2018,State Representative,72,Jamie Lewis,LIB,
216,MI,2018,State Representative,73,Lynn Afendoulis,REP,
217,MI,2018,State Representative,73,Bill Saxton,DEM,
218,MI,2018,State Representative,74,Mark Huizenga,REP,
219,MI,2018,State Representative,74,Meagan Carr,DEM,
220,MI,2018,State Representative,75,David Lagrand,DEM,
221,MI,2018,State Representative,75,Daniel Allen Schutte,REP,
222,MI,2018,State Representative,76,Rachel Hood,DEM,
223,MI,2018,State Representative,76,Amanda Brand,REP,
224,MI,2018,State Representative,77,Tommy Brann,REP,
225,MI,2018,State Representative,77,Patty Malowney,LIB,
226,MI,2018,State Representative,77,Dana Knight,DEM,
227,MI,2018,State Representative,78,Brad Paquette,REP,
228,MI,2018,State Representative,78,Dean Hill,DEM,
229,MI,2018,State Representative,79,Pauline Wendzel,REP,
230,MI,2018,State Representative,79,Joey Andrews,DEM,
231,MI,2018,State Representative,8,Sherry Gay-Dagnogo,DEM,
232,MI,2018,State Representative,8,Valerie Parker,REP,
233,MI,2018,State Representative,80,Mary Whiteford,REP,
234,MI,2018,State Representative,80,Mark Ludwig,DEM,
235,MI,2018,State Representative,81,Gary Eisen,REP,
236,MI,2018,State Representative,82,Gary Howell,REP,
237,MI,2018,State Representative,82,Christopher Giles,DEM,
238,MI,2018,State Representative,83,Shane Hernandez,REP,
239,MI,2018,State Representative,83,Stefanie Brown,DEM,
240,MI,2018,State Representative,84,Phil Green,REP,
241,MI,2018,State Representative,84,William Shoop,DEM,
242,MI,2018,State Representative,85,Ben Frederick,REP,
243,MI,2018,State Representative,85,Eric Edward Sabin,DEM,
244,MI,2018,State Representative,86,Thomas Albert,REP,
245,MI,2018,State Representative,86,Lauren Taylor,DEM,
246,MI,2018,State Representative,86,Sue Norman,IND,
247,MI,2018,State Representative,87,Julie Calley,REP,
248,MI,2018,State Representative,87,Shawn Marie Winters,DEM,
249,MI,2018,State Representative,88,Luke Meerman,REP,
250,MI,2018,State Representative,88,Heidi Zuniga,DEM,
251,MI,2018,State Representative,89,Jim Lilly,REP,
252,MI,2018,State Representative,89,Jerry Sias,DEM,
253,MI,2018,State Representative,9,Karen Whitsett,DEM,
254,MI,2018,State Representative,9,James Stephens,REP,
255,MI,2018,State Representative,90,Bradley Slagh,REP,
256,MI,2018,State Representative,90,Christopher Banks,DEM,
257,MI,2018,State Representative,91,Greg Vanwoerkom,REP,
258,MI,2018,State Representative,91,Tanya Cabala,DEM,
259,MI,2018,State Representative,92,Terry Sabo,DEM,
260,MI,2018,State Representative,92,Gail Eichorst,REP,
261,MI,2018,State Representative,93,Graham Filler,REP,
262,MI,2018,State Representative,93,Dawn Levey,DEM,
264,MI,2018,State Representative,94,Rodney Wakeman,REP,
265,MI,2018,State Representative,94,Dave Adams,DEM,
266,MI,2018,State Representative,95,Vanessa Guerra,DEM,
267,MI,2018,State Representative,95,Dorothy Tanner,REP,
268,MI,2018,State Representative,96,Brian Elder,DEM,
269,MI,2018,State Representative,96,Susan Kay Kowalski,REP,
270,MI,2018,State Representative,97,Jason Wentworth,REP,
271,MI,2018,State Representative,97,Celia Young-Wenkel,DEM,
272,MI,2018,State Representative,98,Sarah Schulz,DEM,
273,MI,2018,State Representative,98,Annette Glenn,REP,
274,MI,2018,State Representative,99,Roger Hauck,REP,
275,MI,2018,State Representative,99,Kristen Brown,DEM,
279,MI,2018,State Senator,1,Stephanie Chang,DEM,
280,MI,2018,State Senator,1,Pauline Montie,REP,
281,MI,2018,State Senator,10,Henry Yanez,DEM,
282,MI,2018,State Senator,10,Michael Macdonald,REP,
283,MI,2018,State Senator,10,Mike Saliba,LIB,
284,MI,2018,State Senator,11,Jeremy Moss,DEM,
285,MI,2018,State Senator,11,James Young,LIB,
286,MI,2018,State Senator,11,Boris Tuman,REP,
287,MI,2018,State Senator,12,Mike McCready,REP,
288,MI,2018,State Senator,12,Rosemary Bayer,DEM,
289,MI,2018,State Senator,12,Jeff Pittel,LIB,
290,MI,2018,State Senator,13,Marty Knollenberg,REP,
291,MI,2018,State Senator,13,Mallory McMorrow,DEM,
292,MI,2018,State Senator,14,Ruth Johnson,REP,
293,MI,2018,State Senator,14,Renee Watson,DEM,
294,MI,2018,State Senator,15,Jim Runestad,REP,
295,MI,2018,State Senator,15,Julia Pulver,DEM,
296,MI,2018,State Senator,16,Michael Shirkey,REP,
297,MI,2018,State Senator,16,Val Cochran Toops,DEM,
298,MI,2018,State Senator,16,Ronald Muszynski,LIB,
299,MI,2018,State Senator,17,Dale Zorn,REP,
300,MI,2018,State Senator,17,Bill Lavoy,DEM,
301,MI,2018,State Senator,17,Chad McNamara,LIB,
302,MI,2018,State Senator,18,Jeff Irwin,DEM,
303,MI,2018,State Senator,18,Martin Church,REP,
304,MI,2018,State Senator,19,John Gerard Bizon,REP,
305,MI,2018,State Senator,19,Jason Noble,DEM,
307,MI,2018,State Senator,2,Adam Hollier,DEM,
308,MI,2018,State Senator,2,Lisa Papas,REP,
309,MI,2018,State Senator,2,Lamar Lemmons,DEM,
310,MI,2018,State Senator,2,John Olumba,DEM,
311,MI,2018,State Senator,2,Brian Banks,DEM,
312,MI,2018,State Senator,2,Abraham Aiyash,DEM,
313,MI,2018,State Senator,2,George Cushingberry Jr.,DEM,
314,MI,2018,State Senator,2,Joe Ricci,DEM,
315,MI,2018,State Senator,20,Margaret Obrien,REP,
316,MI,2018,State Senator,20,Sean McCann,DEM,
317,MI,2018,State Senator,20,Lorence Wenke,LIB,
318,MI,2018,State Senator,21,Kim Lasata,REP,
319,MI,2018,State Senator,21,Ian Haight,DEM,
320,MI,2018,State Senator,22,Lana Theis,REP,
321,MI,2018,State Senator,22,Adam Dreher,DEM,
322,MI,2018,State Senator,23,Curtis Hertel Jr.,DEM,
323,MI,2018,State Senator,23,Andrea Pollock,REP,
324,MI,2018,State Senator,24,Kelly Rossman-Mckinney,DEM,
325,MI,2018,State Senator,24,Tom Barrett,REP,
327,MI,2018,State Senator,25,Daniel Lauwers,REP,
328,MI,2018,State Senator,25,Debbie Bourgois,DEM,
329,MI,2018,State Senator,26,Aric Nesbitt,REP,
330,MI,2018,State Senator,26,Garnet Lewis,DEM,
332,MI,2018,State Senator,27,James Ananich,DEM,
333,MI,2018,State Senator,27,Donna Kekesis,REP,
334,MI,2018,State Senator,28,Peter Macgregor,REP,
335,MI,2018,State Senator,28,Craig Beach,DEM,
336,MI,2018,State Senator,28,Nathan Hewer,LIB,
337,MI,2018,State Senator,29,Winnie Theresa Brinks,DEM,
338,MI,2018,State Senator,29,Chris Afendoulis,REP,
339,MI,2018,State Senator,29,Robert Vannoller,LIB,
340,MI,2018,State Senator,3,Sylvia Santana,DEM,
341,MI,2018,State Senator,3,Kathy Stecker,REP,
342,MI,2018,State Senator,30,Roger Victory,REP,
343,MI,2018,State Senator,30,Jeanette Schipper,DEM,
344,MI,2018,State Senator,30,Mary Buzuma,LIB,
345,MI,2018,State Senator,31,Kevin Daley,REP,
346,MI,2018,State Senator,31,Cynthia Luczak,DEM,
347,MI,2018,State Senator,32,Kenneth Horn,REP,
348,MI,2018,State Senator,32,Phil Phelps,DEM,
349,MI,2018,State Senator,33,Rick Outman,REP,
350,MI,2018,State Senator,33,Mark Bignell,DEM,
351,MI,2018,State Senator,34,Jon Bumstead,REP,
352,MI,2018,State Senator,34,Poppy Sias-Hernandez,DEM,
354,MI,2018,State Senator,35,Curt Vanderwall,REP,
355,MI,2018,State Senator,35,Mike Taillard,DEM,
357,MI,2018,State Senator,36,Jim Stamas,REP,
358,MI,2018,State Senator,36,Joe Weir,DEM,
359,MI,2018,State Senator,37,Wayne Schmidt,REP,
360,MI,2018,State Senator,37,Jim Page,DEM,
361,MI,2018,State Senator,38,Scott Dianda,DEM,
362,MI,2018,State Senator,38,Ed McBroom,REP,
363,MI,2018,State Senator,4,Marshall Bullock,DEM,
364,MI,2018,State Senator,4,Angela Savino,REP,
365,MI,2018,State Senator,5,Deshawn Wilkins,REP,
366,MI,2018,State Senator,5,Betty Jean Alexander,DEM,
367,MI,2018,State Senator,6,Erika-Marie Geiss,DEM,
368,MI,2018,State Senator,6,Brenda Jones,REP,
369,MI,2018,State Senator,7,Laura Cox,REP,
370,MI,2018,State Senator,7,Dayna Polehanki,DEM,
371,MI,2018,State Senator,7,Joseph Leblanc,LIB,
372,MI,2018,State Senator,8,Peter Lucido,REP,
373,MI,2018,State Senator,8,Paul Francis,DEM,
374,MI,2018,State Senator,9,Paul Wojno,DEM,
375,MI,2018,State Senator,9,Jeff Bonnell,REP,
3,MI,2018,U.S. Representative,1,Jack Bergman,REP,
4,MI,2018,U.S. Representative,1,Matthew Morgan,DEM,
5,MI,2018,U.S. Representative,10,Paul Mitchell III,REP,
6,MI,2018,U.S. Representative,10,Kimberly Bizon,DEM,
7,MI,2018,U.S. Representative,10,Jeremy Peruski,IND,
8,MI,2018,U.S. Representative,11,Lena Rose Epstein,REP,
9,MI,2018,U.S. Representative,11,Haley Stevens,DEM,
10,MI,2018,U.S. Representative,11,Leonard Schwartz,LIB,
11,MI,2018,U.S. Representative,11,Nye Cooper,IND,
12,MI,2018,U.S. Representative,12,Debbie Dingell,DEM,
13,MI,2018,U.S. Representative,12,Jeff Jones,REP,
14,MI,2018,U.S. Representative,12,Niles Niemuth,IND,
15,MI,2018,U.S. Representative,13,Brenda Jones,DEM,
16,MI,2018,U.S. Representative,13,Rashida Tlaib,DEM,
17,MI,2018,U.S. Representative,14,Brenda Lawrence,DEM,
18,MI,2018,U.S. Representative,14,Marc Herschfus,REP,
19,MI,2018,U.S. Representative,2,Bill Huizenga,REP,
20,MI,2018,U.S. Representative,2,Robert Michael Davidson,DEM,
21,MI,2018,U.S. Representative,3,Justin Amash,REP,
22,MI,2018,U.S. Representative,3,Catherine Albro,DEM,
23,MI,2018,U.S. Representative,4,John Moolenaar,REP,
24,MI,2018,U.S. Representative,4,Jerry Hilliard,DEM,
25,MI,2018,U.S. Representative,5,Daniel Kildee,DEM,
26,MI,2018,U.S. Representative,5,Travis Wines,REP,
27,MI,2018,U.S. Representative,6,Fred Stephen Upton,REP,
28,MI,2018,U.S. Representative,6,Matt Longjohn,DEM,
29,MI,2018,U.S. Representative,7,Timothy Walberg,REP,
30,MI,2018,U.S. Representative,7,Gretchen Driskell,DEM,
31,MI,2018,U.S. Representative,8,Elissa Slotkin,DEM,
32,MI,2018,U.S. Representative,8,Mike Bishop,REP,
33,MI,2018,U.S. Representative,8,Brian Ellison,LIB,
34,MI,2018,U.S. Representative,9,Candius Stearns,REP,
35,MI,2018,U.S. Representative,9,Andy Levin,DEM,
40,MI,2018,U.S. Senator,Statewide,Debbie Stabenow,DEM,
41,MI,2018,U.S. Senator,Statewide,John James,REP,
