,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,AZ,2018,U.S. Representative,1,Tom Ohalleran,DEM,
1,AZ,2018,U.S. Representative,1,Wendy Rogers,REP,
2,AZ,2018,U.S. Representative,2,Ann Kirkpatrick,DEM,
3,AZ,2018,U.S. Representative,2,Lea Marquez Peterson,REP,
4,AZ,2018,U.S. Representative,3,Raul Grijalva,DEM,
5,AZ,2018,U.S. Representative,3,Nicolas Pierson,REP,
6,AZ,2018,U.S. Representative,4,Paul Anthony Gosar,REP,
7,AZ,2018,U.S. Representative,4,David Brill,DEM,
8,AZ,2018,U.S. Representative,5,Andrew Biggs,REP,
9,AZ,2018,U.S. Representative,5,Joan Greene,DEM,
10,AZ,2018,U.S. Representative,6,David Schweikert,REP,
11,AZ,2018,U.S. Representative,6,Anita Malik,DEM,
12,AZ,2018,U.S. Representative,7,Ruben Gallego,DEM,
13,AZ,2018,U.S. Representative,8,Hiral Tipirneni,DEM,
14,AZ,2018,U.S. Representative,8,Debbie Lesko,REP,
15,AZ,2018,U.S. Representative,9,Greg Stanton,DEM,
16,AZ,2018,U.S. Representative,9,Steve Ferrara,REP,
