,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,OK,2018,U.S. Representative,1,Kevin Ray Hern,REP,
1,OK,2018,U.S. Representative,1,Tim Gilpin,DEM,
2,OK,2018,U.S. Representative,2,Markwayne Mullin,REP,
3,OK,2018,U.S. Representative,2,Jason Nichols,DEM,
4,OK,2018,U.S. Representative,2,Richard Castaldo,LIB,
5,OK,2018,U.S. Representative,3,Frank Lucas,REP,
6,OK,2018,U.S. Representative,3,Frankie Robbins,DEM,
7,OK,2018,U.S. Representative,4,Tom Cole,REP,
8,OK,2018,U.S. Representative,4,Mary Brannon,DEM,
9,OK,2018,U.S. Representative,5,Steven Dane Russell,REP,
10,OK,2018,U.S. Representative,5,Kendra Horn,DEM,
