,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,KY,2018,U.S. Representative,1,James Comer,REP,
1,KY,2018,U.S. Representative,1,Paul Walker,DEM,
2,KY,2018,U.S. Representative,2,Steven Brett Guthrie,REP,
3,KY,2018,U.S. Representative,2,Hank Linderman,DEM,
4,KY,2018,U.S. Representative,2,Thomas Loecken,IND,
5,KY,2018,U.S. Representative,3,John Yarmuth,DEM,
6,KY,2018,U.S. Representative,3,Vickie Yates Glisson,REP,
7,KY,2018,U.S. Representative,3,Gregory Boles,LIB,
8,KY,2018,U.S. Representative,4,Thomas Massie,REP,
9,KY,2018,U.S. Representative,4,Seth Hall,DEM,
10,KY,2018,U.S. Representative,4,Mike Moffett,IND,
11,KY,2018,U.S. Representative,5,Harold Rogers,REP,
12,KY,2018,U.S. Representative,5,Kenneth Stepp,DEM,
13,KY,2018,U.S. Representative,6,Garland Barr,REP,
14,KY,2018,U.S. Representative,6,Amy McGrath,DEM,
15,KY,2018,U.S. Representative,6,James Germalic,IND,
