,State,Year,Position,District,Candidate,Party,Actual Vote Share
0,OH,2018,U.S. Representative,1,Steven Chabot,REP,
1,OH,2018,U.S. Representative,1,Aftab Pureval,DEM,
2,OH,2018,U.S. Representative,1,Mike Goldschmidt,IND,
3,OH,2018,U.S. Representative,10,Mike Turner,REP,
4,OH,2018,U.S. Representative,10,Theresa Gasper,DEM,
5,OH,2018,U.S. Representative,11,Marcia Fudge,DEM,
6,OH,2018,U.S. Representative,11,James Jerome Bell,IND,
7,OH,2018,U.S. Representative,11,Beverly Goldstein,REP,
8,OH,2018,U.S. Representative,12,Troy Balderson,REP,
9,OH,2018,U.S. Representative,12,Danny Oconnor,DEM,
10,OH,2018,U.S. Representative,13,Timothy Ryan,DEM,
11,OH,2018,U.S. Representative,13,Chris Depizzo,REP,
12,OH,2018,U.S. Representative,14,David Joyce,REP,
13,OH,2018,U.S. Representative,14,Elizabeth Anne Rader,DEM,
14,OH,2018,U.S. Representative,15,Steven Stivers,REP,
15,OH,2018,U.S. Representative,15,Rick Neal,DEM,
16,OH,2018,U.S. Representative,15,Johnathan Wayne Miller Jr.,LIB,
17,OH,2018,U.S. Representative,16,Anthony Gonzalez,REP,
18,OH,2018,U.S. Representative,16,Susan Moran Palmer,DEM,
19,OH,2018,U.S. Representative,2,Brad Wenstrup,REP,
20,OH,2018,U.S. Representative,2,Jill Schiller,DEM,
21,OH,2018,U.S. Representative,2,Steve Myers,IND,
22,OH,2018,U.S. Representative,3,Joyce Beatty,DEM,
23,OH,2018,U.S. Representative,3,David Lowry,LIB,
24,OH,2018,U.S. Representative,3,Jim Burgess,REP,
25,OH,2018,U.S. Representative,4,James Jordan,REP,
26,OH,2018,U.S. Representative,4,Janet Garrett,DEM,
27,OH,2018,U.S. Representative,5,Robert Latta,REP,
28,OH,2018,U.S. Representative,5,John Michael Galbraith,DEM,
29,OH,2018,U.S. Representative,6,Bill Johnson,REP,
30,OH,2018,U.S. Representative,6,Shawna Roberts,DEM,
31,OH,2018,U.S. Representative,7,Kenneth Harbaugh,DEM,
32,OH,2018,U.S. Representative,7,Robert Brian Gibbs,REP,
33,OH,2018,U.S. Representative,8,Warren Davidson,REP,
34,OH,2018,U.S. Representative,8,Vanessa Enoch,DEM,
35,OH,2018,U.S. Representative,9,Marcy Kaptur,DEM,
36,OH,2018,U.S. Representative,9,McKenzie Levindofske,IND,
37,OH,2018,U.S. Representative,9,Steven Kraus,REP,
