,State,Year,Position,District,Candidate,Party,Actual Vote Share
20,MN,2018,Attorney General,Statewide,Doug Wardlow,REP,
21,MN,2018,Attorney General,Statewide,Keith Ellison,DEM,
293,MN,2018,Governor,Statewide,Tim Walz,DEM,
294,MN,2018,Governor,Statewide,Jeff Johnson,REP,
295,MN,2018,Governor,Statewide,Josh Welter,LIB,
0,MN,2018,Secretary Of State,Statewide,Steve Simon,DEM,
1,MN,2018,Secretary Of State,Statewide,John Howe,REP,
24,MN,2018,State Representative,10A,Joshua Heintzeman,REP,
25,MN,2018,State Representative,10A,Dale Menk,DEM,
26,MN,2018,State Representative,10B,Dale Keith Lueck,REP,
27,MN,2018,State Representative,10B,Phil Yetzer,DEM,
28,MN,2018,State Representative,11A,Mike Sundin,DEM,
29,MN,2018,State Representative,11A,Jeff Dotseth,REP,
30,MN,2018,State Representative,11B,Jason Rarick,REP,
31,MN,2018,State Representative,11B,Tim Burkhardt,DEM,
32,MN,2018,State Representative,12A,Jeff Backer,REP,
33,MN,2018,State Representative,12A,Murray Smart,DEM,
34,MN,2018,State Representative,12B,Paul Anderson,REP,
35,MN,2018,State Representative,12B,Ben Schirmers,DEM,
36,MN,2018,State Representative,13A,Jim Read,DEM,
37,MN,2018,State Representative,13A,Lisa Demuth,REP,
38,MN,2018,State Representative,13B,Tim Odriscoll,REP,
39,MN,2018,State Representative,13B,Heidi Everett,DEM,
40,MN,2018,State Representative,14A,Tama Theis,REP,
41,MN,2018,State Representative,14A,Aric Putnam,DEM,
42,MN,2018,State Representative,14B,Dan Wolgamott,DEM,
43,MN,2018,State Representative,15A,Sondra Erickson,REP,
44,MN,2018,State Representative,15A,Emy Minzel,DEM,
45,MN,2018,State Representative,15B,Karla Scapanski,DEM,
46,MN,2018,State Representative,15B,Myron Arthur Wilson,IND,
47,MN,2018,State Representative,15B,Shane Mekeland,REP,
48,MN,2018,State Representative,16A,Chris Swedzinski,REP,
49,MN,2018,State Representative,16A,Tom Wyatt-Yerka,DEM,
50,MN,2018,State Representative,16B,Paul Torkelson,REP,
51,MN,2018,State Representative,16B,Marinda Mindy Kimmel,DEM,
52,MN,2018,State Representative,17A,Tim Miller,REP,
53,MN,2018,State Representative,17A,Lyle Koenen,DEM,
54,MN,2018,State Representative,17B,Dave Baker,REP,
55,MN,2018,State Representative,17B,Anita Flowe,DEM,
56,MN,2018,State Representative,18A,Dean Urdahl,REP,
57,MN,2018,State Representative,18A,Justin Vold,DEM,
58,MN,2018,State Representative,18A,Jill Galvan,LIB,
59,MN,2018,State Representative,18A,Kyle Greene,INDEPENDENT JUDICIAL REFORM,
60,MN,2018,State Representative,18B,Glenn Gruenhagen,REP,
61,MN,2018,State Representative,18B,Ashley Latzke,DEM,
62,MN,2018,State Representative,19A,Jeff Brand,DEM,
63,MN,2018,State Representative,19A,Kim Spears,REP,
64,MN,2018,State Representative,19B,Jack Considine,DEM,
65,MN,2018,State Representative,19B,Joe Steck,REP,
66,MN,2018,State Representative,1A,Dan Fabian,REP,
67,MN,2018,State Representative,1A,Stephen Moeller,DEM,
68,MN,2018,State Representative,1B,Debra Kiel,REP,
69,MN,2018,State Representative,1B,Brent Lindstrom,DEM,
70,MN,2018,State Representative,20A,Bob Vogel,REP,
71,MN,2018,State Representative,20A,Barbara Droher Kline,DEM,
72,MN,2018,State Representative,20B,Todd Lippert,DEM,
73,MN,2018,State Representative,20B,Josh Gare,REP,
74,MN,2018,State Representative,21A,Barbara Ann May Haley,REP,
75,MN,2018,State Representative,21A,Lori Ann Clark,DEM,
76,MN,2018,State Representative,21B,Steve Drazkowski,REP,
77,MN,2018,State Representative,21B,Jonathan Isenor,DEM,
78,MN,2018,State Representative,22A,Joe Schomacker,REP,
79,MN,2018,State Representative,22A,Maxwell Kaufman,DEM,
80,MN,2018,State Representative,22B,Rod Hamilton,REP,
81,MN,2018,State Representative,22B,Cheniqua Johnson,DEM,
82,MN,2018,State Representative,23A,Robert Gunther,REP,
83,MN,2018,State Representative,23A,Heather Klassen,DEM,
84,MN,2018,State Representative,23B,Jeremy Munson,REP,
85,MN,2018,State Representative,23B,Jim Grabowska,DEM,
86,MN,2018,State Representative,24A,John Petersburg,REP,
87,MN,2018,State Representative,24A,Joe Heegard,DEM,
88,MN,2018,State Representative,24B,Brian Daniels,REP,
89,MN,2018,State Representative,24B,Yvette Marthaler,DEM,
90,MN,2018,State Representative,25A,Duane Quam,REP,
91,MN,2018,State Representative,25A,Jamie Mahlberg,DEM,
92,MN,2018,State Representative,25B,Duane Sauke,DEM,
93,MN,2018,State Representative,25B,Kenneth Bush,REP,
94,MN,2018,State Representative,26A,Tina Liebling,DEM,
95,MN,2018,State Representative,26A,Paul Wilson,REP,
96,MN,2018,State Representative,26B,Nels Pierson,REP,
97,MN,2018,State Representative,26B,Tyrel Clark,DEM,
98,MN,2018,State Representative,27A,Peggy Bennett,REP,
99,MN,2018,State Representative,27A,Terry Gjersvik,DEM,
100,MN,2018,State Representative,27B,Jeanne Poppe,DEM,
101,MN,2018,State Representative,27B,Christine Green,REP,
102,MN,2018,State Representative,28A,Gene Pelowski Jr.,DEM,
103,MN,2018,State Representative,28B,Gregory Davids,REP,
104,MN,2018,State Representative,28B,Thomas Trehus,DEM,
105,MN,2018,State Representative,29A,Joe McDonald,REP,
106,MN,2018,State Representative,29A,Renee Cardarelle,DEM,
107,MN,2018,State Representative,29B,Marion Oneill,REP,
108,MN,2018,State Representative,29B,Sharon McGinty,DEM,
109,MN,2018,State Representative,2A,Matthew Grossell,REP,
110,MN,2018,State Representative,2A,Michael Northbird,DEM,
111,MN,2018,State Representative,2B,Steve Green,REP,
112,MN,2018,State Representative,2B,Karen Branden,DEM,
113,MN,2018,State Representative,30A,Nicholas Zerwas,REP,
114,MN,2018,State Representative,30A,Sarah Hamlin,DEM,
115,MN,2018,State Representative,30B,Eric Lucero,REP,
116,MN,2018,State Representative,30B,Margaret Fernandez,DEM,
117,MN,2018,State Representative,31A,Kurt Daudt,REP,
118,MN,2018,State Representative,31A,Brad Brown,DEM,
119,MN,2018,State Representative,31B,Cal Bahr,REP,
120,MN,2018,State Representative,31B,Sue Larson,DEM,
121,MN,2018,State Representative,32A,Brian Johnson,REP,
122,MN,2018,State Representative,32A,Renae Berg,DEM,
123,MN,2018,State Representative,32B,Jeff Peterson,DEM,
124,MN,2018,State Representative,32B,Anne Neu,REP,
125,MN,2018,State Representative,33A,Jerry Hertaus,REP,
126,MN,2018,State Representative,33A,Norrie Thomas,DEM,
127,MN,2018,State Representative,33B,Cindy Pugh,REP,
128,MN,2018,State Representative,33B,Kelly Morrison,DEM,
129,MN,2018,State Representative,34A,Dan Solon,DEM,
130,MN,2018,State Representative,34A,Kristin Robbins,REP,
131,MN,2018,State Representative,34B,Dennis Smith,REP,
132,MN,2018,State Representative,34B,Kristin Bahner,DEM,
133,MN,2018,State Representative,35A,Bill Vikander,DEM,
134,MN,2018,State Representative,35A,John Heinrich,REP,
135,MN,2018,State Representative,35B,Peggy Scott,REP,
136,MN,2018,State Representative,35B,Kathryn Eckhardt,DEM,
137,MN,2018,State Representative,36A,Zack Stephenson,DEM,
138,MN,2018,State Representative,36A,Bill Maresh,REP,
139,MN,2018,State Representative,36B,Melissa Hortman,DEM,
140,MN,2018,State Representative,36B,Jermain Botsio,REP,
141,MN,2018,State Representative,37A,Erin Koegel,DEM,
142,MN,2018,State Representative,37A,Anthony Wilder,REP,
143,MN,2018,State Representative,37B,Nolan West,REP,
144,MN,2018,State Representative,37B,Amir Joseph Malik,DEM,
145,MN,2018,State Representative,38A,Linda Runbeck,REP,
146,MN,2018,State Representative,38A,Kevin Fogarty,DEM,
147,MN,2018,State Representative,38B,Ami Wazlawik,DEM,
148,MN,2018,State Representative,38B,Patti Anderson,REP,
149,MN,2018,State Representative,39A,Bob Dettmer,REP,
150,MN,2018,State Representative,39A,Ann Mozey,DEM,
151,MN,2018,State Representative,39B,Kathy Lohmer,REP,
152,MN,2018,State Representative,39B,Shelly Christensen,DEM,
153,MN,2018,State Representative,3A,Rob Ecklund,DEM,
154,MN,2018,State Representative,3A,Randy Goutermont,REP,
155,MN,2018,State Representative,3B,Mary Murphy,DEM,
156,MN,2018,State Representative,3B,Keith Macdonald,REP,
157,MN,2018,State Representative,40A,Mike Nelson,DEM,
158,MN,2018,State Representative,40A,David True,REP,
159,MN,2018,State Representative,40B,Samantha Vang,DEM,
160,MN,2018,State Representative,40B,Robert Marvin,REP,
161,MN,2018,State Representative,41A,Connie Bernardy,DEM,
162,MN,2018,State Representative,41A,Susan Erickson,REP,
163,MN,2018,State Representative,41B,Mary Kunesh-Podein,DEM,
164,MN,2018,State Representative,41B,Tim Utz,IND,
165,MN,2018,State Representative,42A,Randy Jessup,REP,
166,MN,2018,State Representative,42A,Kelly Moller,DEM,
167,MN,2018,State Representative,42B,Jamie Becker-Finn,DEM,
168,MN,2018,State Representative,42B,Yele-Mis Yang,REP,
169,MN,2018,State Representative,43A,Peter Fischer,DEM,
170,MN,2018,State Representative,43A,Robert Cardinal,REP,
171,MN,2018,State Representative,43B,Leon Michael Lillie,DEM,
172,MN,2018,State Representative,43B,Rachael Bucholz,REP,
173,MN,2018,State Representative,44A,Sarah Anderson,REP,
174,MN,2018,State Representative,44A,Ginny Klevorn,DEM,
175,MN,2018,State Representative,44B,Patty Acomb,DEM,
176,MN,2018,State Representative,44B,Sean McGary,REP,
177,MN,2018,State Representative,45A,Lyndon Carlson,DEM,
178,MN,2018,State Representative,45A,Reid Johnson,REP,
179,MN,2018,State Representative,45B,Mike Freiberg,DEM,
180,MN,2018,State Representative,45B,Steve Merriman,REP,
181,MN,2018,State Representative,46A,Ryan Winkler,DEM,
182,MN,2018,State Representative,46A,Luke McCusker,REP,
183,MN,2018,State Representative,46B,Cheryl Youakim,DEM,
184,MN,2018,State Representative,46B,Melissa Moore,REP,
185,MN,2018,State Representative,47A,Jim Nash,REP,
186,MN,2018,State Representative,47A,Madalynn Gerold,DEM,
187,MN,2018,State Representative,47B,Donzel Leggett,DEM,
188,MN,2018,State Representative,47B,Greg Boe,REP,
189,MN,2018,State Representative,48A,Laurie Elizabeth Pryor,DEM,
190,MN,2018,State Representative,48A,Ellen Cousins,REP,
191,MN,2018,State Representative,48B,Jenifer Loon,REP,
192,MN,2018,State Representative,48B,Carlie Kotyza-Witthuhn,DEM,
193,MN,2018,State Representative,49A,Dario Anselmo,REP,
194,MN,2018,State Representative,49A,Heather Edelson,DEM,
195,MN,2018,State Representative,49B,Steve Elkins,DEM,
196,MN,2018,State Representative,49B,Matt Sikich,REP,
197,MN,2018,State Representative,4A,Ben Lien,DEM,
198,MN,2018,State Representative,4A,Jordan Idso,REP,
199,MN,2018,State Representative,4B,Paul Marquart,DEM,
200,MN,2018,State Representative,4B,Jason Peterson,REP,
201,MN,2018,State Representative,50A,Michael Howard,DEM,
202,MN,2018,State Representative,50A,Kirsten Johnson,REP,
203,MN,2018,State Representative,50B,Andrew Carlson,DEM,
204,MN,2018,State Representative,50B,Chad Anderson,REP,
205,MN,2018,State Representative,51A,Sandra Masin,DEM,
206,MN,2018,State Representative,51A,Jim Kiner,REP,
207,MN,2018,State Representative,51B,Laurie Halverson,DEM,
208,MN,2018,State Representative,51B,Douglas Willetts,REP,
209,MN,2018,State Representative,52A,Rick Hansen,DEM,
210,MN,2018,State Representative,52A,Beth Arntson,REP,
211,MN,2018,State Representative,52B,Regina Barr,REP,
212,MN,2018,State Representative,52B,Ruth Richardson,DEM,
213,MN,2018,State Representative,53A,Tou Xiong,DEM,
214,MN,2018,State Representative,53A,Andy Turonie,REP,
215,MN,2018,State Representative,53B,Kelly Fenton,REP,
216,MN,2018,State Representative,53B,Steve Sandell,DEM,
217,MN,2018,State Representative,54A,Keith Franke,REP,
218,MN,2018,State Representative,54A,Anne Claflin,DEM,
219,MN,2018,State Representative,54B,Tony Jurgens,REP,
220,MN,2018,State Representative,54B,Tina Folch,DEM,
221,MN,2018,State Representative,55A,Brad Tabke,DEM,
222,MN,2018,State Representative,55A,Erik Mortensen,REP,
223,MN,2018,State Representative,55B,Tony Albright,REP,
224,MN,2018,State Representative,55B,Matt Christensen,DEM,
225,MN,2018,State Representative,56A,Drew Christensen,REP,
226,MN,2018,State Representative,56A,Hunter Cantrell,DEM,
227,MN,2018,State Representative,56B,Roz Peterson,REP,
228,MN,2018,State Representative,56B,Alice Mann,DEM,
229,MN,2018,State Representative,57A,Robert Bierman,DEM,
230,MN,2018,State Representative,57A,Matthew Swenson,LIB,
231,MN,2018,State Representative,57A,Matt Lundin,REP,
232,MN,2018,State Representative,57B,Anna Wills,REP,
233,MN,2018,State Representative,57B,John Huot,DEM,
234,MN,2018,State Representative,58A,Jon Koznick,REP,
235,MN,2018,State Representative,58A,Maggie Williams,DEM,
236,MN,2018,State Representative,58B,Patrick Garofalo,REP,
237,MN,2018,State Representative,58B,Marla Vagts,DEM,
238,MN,2018,State Representative,59A,Fue Lee,DEM,
239,MN,2018,State Representative,59A,Fred Statema,REP,
240,MN,2018,State Representative,59B,Raymond Dehn,DEM,
241,MN,2018,State Representative,59B,Lacy Johnson,REP,
242,MN,2018,State Representative,5A,Matt Bliss,REP,
243,MN,2018,State Representative,5A,John Persell,DEM,
244,MN,2018,State Representative,5B,Sandy Layman,REP,
245,MN,2018,State Representative,5B,Pat Medure,DEM,
246,MN,2018,State Representative,60A,Diane Loeffler,DEM,
247,MN,2018,State Representative,60A,Kelly Winsor,REP,
248,MN,2018,State Representative,60B,Mohamud Noor,DEM,
249,MN,2018,State Representative,60B,Joseph Patino,REP,
250,MN,2018,State Representative,61A,Frank Hornstein,DEM,
251,MN,2018,State Representative,61A,Jeremy Hansen,REP,
252,MN,2018,State Representative,61B,Jamie Long,DEM,
253,MN,2018,State Representative,61B,Scot Missling,REP,
254,MN,2018,State Representative,62A,Hodan Hassan,DEM,
255,MN,2018,State Representative,62A,Bruce Lundeen,REP,
256,MN,2018,State Representative,62B,Aisha Gomez,DEM,
257,MN,2018,State Representative,62B,Ronald Peterson,REP,
