,State,Year,Position,District,Candidate,Party,Actual Vote Share
258,MN,2018,State Representative,63A,Jim Davnie,DEM,
259,MN,2018,State Representative,63A,Kyle Bragg,REP,
260,MN,2018,State Representative,63B,Jean Wagenius,DEM,
261,MN,2018,State Representative,63B,Frank Pafko,REP,
262,MN,2018,State Representative,64A,Kaohly Her,DEM,
263,MN,2018,State Representative,64A,Patrick Jd Griffin,REP,
264,MN,2018,State Representative,64B,Dave Pinto,DEM,
265,MN,2018,State Representative,64B,Alex Pouliot,REP,
266,MN,2018,State Representative,65A,Rena Moran,DEM,
267,MN,2018,State Representative,65A,Monique Giordana,REP,
268,MN,2018,State Representative,65B,Carlos Mariani,DEM,
269,MN,2018,State Representative,65B,Margaret Mary Stokely,REP,
270,MN,2018,State Representative,66A,Alice Hausman,DEM,
271,MN,2018,State Representative,66A,Jon Heyer,REP,
272,MN,2018,State Representative,66B,John Lesch,DEM,
273,MN,2018,State Representative,66B,David Richard,REP,
274,MN,2018,State Representative,67A,Tim Mahoney,DEM,
275,MN,2018,State Representative,67B,Jay Xiong,DEM,
276,MN,2018,State Representative,67B,Fred Turk,REP,
277,MN,2018,State Representative,6A,Julie Sandstede,DEM,
278,MN,2018,State Representative,6A,Guy Anderson,REP,
279,MN,2018,State Representative,6B,Dave Lislegard,DEM,
280,MN,2018,State Representative,6B,Skeeter Tomczak,REP,
281,MN,2018,State Representative,7A,Jennifer Schultz,DEM,
282,MN,2018,State Representative,7A,Dana Krivogorsky,REP,
283,MN,2018,State Representative,7B,Liz Olson,DEM,
284,MN,2018,State Representative,7B,Caroline Burley,REP,
285,MN,2018,State Representative,8A,Bud Nornes,REP,
286,MN,2018,State Representative,8A,Brittney Johnson,DEM,
287,MN,2018,State Representative,8B,Mary Franson,REP,
288,MN,2018,State Representative,8B,Gail Kulp,DEM,
289,MN,2018,State Representative,9A,John Poston,REP,
290,MN,2018,State Representative,9A,Alex Hering,DEM,
291,MN,2018,State Representative,9B,Ron Kresha,REP,
292,MN,2018,State Representative,9B,Stephen Browning,DEM,
2,MN,2018,U.S. Representative,1,Daniel Feehan,DEM,
3,MN,2018,U.S. Representative,1,James Hagedorn,REP,
4,MN,2018,U.S. Representative,2,Angela Dawn Craig,DEM,
5,MN,2018,U.S. Representative,2,Jason Lewis,REP,
6,MN,2018,U.S. Representative,3,Erik Paulsen,REP,
7,MN,2018,U.S. Representative,3,Dean Phillips,DEM,
8,MN,2018,U.S. Representative,4,Betty McCollum,DEM,
9,MN,2018,U.S. Representative,4,Gregory Ryan,REP,
10,MN,2018,U.S. Representative,4,Susan Pendergast Sindt,LEGAL MARIJUANA NOW,
11,MN,2018,U.S. Representative,5,Ilhan Omar,DEM,
12,MN,2018,U.S. Representative,5,Jennifer Zielinski,REP,
13,MN,2018,U.S. Representative,6,Thomas Earl Emmer Jr.,REP,
14,MN,2018,U.S. Representative,6,Ian Andrew Todd,DEM,
15,MN,2018,U.S. Representative,7,Collin Peterson,DEM,
16,MN,2018,U.S. Representative,7,David Hughes,REP,
17,MN,2018,U.S. Representative,8,Pete Stauber,REP,
18,MN,2018,U.S. Representative,8,Joe Radinovich,DEM,
19,MN,2018,U.S. Representative,8,Ray Skip Sandman,INDEPENDENCE,
22,MN,2018,U.S. Senator,Statewide,Amy Klobuchar,DEM,
23,MN,2018,U.S. Senator,Statewide,James Wallace Newberger,REP,
