office,candidate,party,state,incumbency,result,total money,district
Governor,Scott Walker,REP,WI,Incumbent,Won-General,33829033.86,nan
Governor,Mary Burke,DEM,WI,Challenger,Lost-General,17420997.73,nan
U.S. Representative,Paul Ryan,REP,WI,Incumbent,Won-General,9163066.81,1
U.S. Representative,Sean Duffy,REP,WI,Incumbent,Won-General,2592060.65,7
U.S. Representative,Ron Kind,DEM,WI,Incumbent,Won-General,2164343.37,3
U.S. Representative,Reid Ribble,REP,WI,Incumbent,Won-General,1750193.09,8
Attorney General,Brad David Schimel,REP,WI,Open,Won-General,1384418.7,nan
U.S. Representative,Glenn Grothman,REP,WI,Open,Won-General,1163428.01,6
U.S. Representative,Mark Pocan,DEM,WI,Incumbent,Won-General,1034515.72,2
U.S. Representative,Gwendolynne Moore,DEM,WI,Incumbent,Won-General,1016696.22,4
Attorney General,Susan Victoria Happ,DEM,WI,Open,Lost-General,1009804.23,nan
U.S. Representative,Robert Zerban,DEM,WI,Challenger,Lost-General,714334.64,1
U.S. Representative,Kelly Westlund,DEM,WI,Challenger,Lost-General,528621.01,7
State Senator,Howard Marklein,REP,WI,Open,Won-General,494101.26,17
U.S. Representative,James Sensenbrenner Jr.,REP,WI,Incumbent,Won-General,438168.38,5
State Senator,Scott Fitzgerald,REP,WI,Incumbent,Won-General,342309.94,13
State Senator,Penny Bernard Schaber,DEM,WI,Open,Lost-General,332661.1,19
U.S. Representative,Anthony Kurtz,REP,WI,Challenger,Lost-General,306320.25,3
State Senator,Devin Lemahieu,REP,WI,Open,Won-General,275911.09,9
U.S. Representative,Mark Harris,DEM,WI,Open,Lost-General,275314.44,6
State Senator,Frank Lasee,REP,WI,Incumbent,Won-General,248893.3,1
State Senator,Martha Kniess Laning,DEM,WI,Open,Lost-General,247818.85,9
State Representative,Nancy Lynn Vandermeer,REP,WI,Challenger,Won-General,238058.23,70
State Senator,Van Wanggaard,REP,WI,Incumbent,Won-General,198881.21,21
State Senator,Jerry Petrowski,REP,WI,Incumbent,Won-General,193657.59,29
State Representative,Joel Coulombe Kitchens,REP,WI,Open,Won-General,182589.39,1
State Senator,Dean Paul Debroux,DEM,WI,Challenger,Lost-General,177930.08,1
State Representative,John Nygren,REP,WI,Incumbent,Won-General,170333.73,89
State Representative,Kathleen Bernier,REP,WI,Incumbent,Won-General,153300.85,68
State Senator,Christopher Larson,DEM,WI,Incumbent,Won-General,151276.69,7
State Senator,Leah Vukmir,REP,WI,Incumbent,Won-General,147599.42,5
State Senator,Roger Roth Jr.,REP,WI,Open,Won-General,146537.78,19
State Senator,Paul Farrow,REP,WI,Incumbent,Won-General,137088.31,33
State Representative,John Macco,REP,WI,Open,Won-General,136765.57,88
State Representative,Robin Vos,REP,WI,Incumbent,Won-General,136618.04,63
State Representative,Todd Novak,REP,WI,Open,Won-General,132907.11,51
State Representative,Warren Petryk,REP,WI,Incumbent,Won-General,131415.84,93
State Representative,Scott Krug,REP,WI,Incumbent,Won-General,128961.64,72
State Representative,Michael Karl Rohrkaste,REP,WI,Open,Won-General,128841.0,55
State Senator,Kathleen Vinehout,DEM,WI,Incumbent,Won-General,122669.65,31
State Senator,Patrick David Bomhack,DEM,WI,Open,Lost-General,118270.26,17
