office,candidate,party,state,incumbency,result,total money,district
U.S. Representative,Todd Christopher Young,REP,IN,Incumbent,Won-General,2372544.18,9
U.S. Representative,Jacqueline Swihart Walorski,REP,IN,Incumbent,Won-General,2091731.82,2
U.S. Representative,Susan Brooks,REP,IN,Incumbent,Won-General,1731536.64,5
U.S. Representative,Theodore Rokita,REP,IN,Incumbent,Won-General,1673401.14,4
U.S. Representative,Marlin Stutzman,REP,IN,Incumbent,Won-General,1377279.25,3
State Representative,Brian Bosma,REP,IN,Incumbent,Won-General,1313536.33,88
U.S. Representative,Luke Messer,REP,IN,Incumbent,Won-General,1300537.83,6
U.S. Representative,Andre Carson,DEM,IN,Incumbent,Won-General,1143398.82,7
U.S. Representative,Larry Bucshon,REP,IN,Incumbent,Won-General,1123260.0,8
Secretary Of State,Connie Lawson,REP,IN,Incumbent,Won-General,970430.98,nan
U.S. Representative,Peter Visclosky,DEM,IN,Incumbent,Won-General,936787.0,1
U.S. Representative,Joe Bock,DEM,IN,Challenger,Lost-General,798831.32,2
Auditor,Suzanne Crouch,REP,IN,Incumbent,Won-General,773408.68,nan
State Senator,Ron Grooms,REP,IN,Incumbent,Won-General,527521.26,46
Secretary Of State,Beth White,DEM,IN,Challenger,Lost-General,489786.19,nan
State Representative,Matthew Ubelhor,REP,IN,Incumbent,Won-General,486383.86,62
Treasurer,Kelly Thompson Mitchel,REP,IN,Open,Won-General,460633.58,nan
State Senator,Erin Houchin,REP,IN,Challenger,Won-General,401600.59,47
State Senator,Ron Alting,REP,IN,Incumbent,Won-General,350885.31,22
State Senator,Mike Delph,REP,IN,Incumbent,Won-General,325732.6,29
State Senator,Elizabeth Brown,REP,IN,Open,Won-General,321228.01,15
State Representative,Edmund Soliday,REP,IN,Incumbent,Won-General,317009.68,4
State Senator,James Merritt Jr.,REP,IN,Incumbent,Won-General,315383.5,31
State Representative,Alan Morrison,REP,IN,Incumbent,Won-General,295588.36,42
State Senator,Eric Bassler,REP,IN,Open,Won-General,292008.92,39
State Representative,Holli Sullivan,REP,IN,Incumbent,Won-General,273949.23,78
State Senator,Jim Smith,REP,IN,Incumbent,Won-General,265841.85,45
State Senator,Tim Lanane,DEM,IN,Incumbent,Won-General,263297.53,25
State Senator,Julie Berry,DEM,IN,Challenger,Lost-General,261945.61,45
State Representative,Martin Carbaugh,REP,IN,Incumbent,Won-General,260203.69,81
State Representative,Scott Douglas Pelath,DEM,IN,Incumbent,Won-General,258030.66,9
State Senator,Richard Young Jr.,DEM,IN,Incumbent,Lost-General,254266.21,47
Auditor,Michael Claytor,DEM,IN,Challenger,Lost-General,244499.33,nan
State Representative,Robert Behning,REP,IN,Incumbent,Won-General,243320.7,91
State Representative,Jeff Sparks,DEM,IN,Challenger,Lost-General,236155.83,62
State Representative,Timothy Brown,REP,IN,Incumbent,Won-General,217897.94,41
State Representative,Debora Porter,DEM,IN,Challenger,Lost-General,201870.28,4
State Senator,Jon Ford,REP,IN,Challenger,Won-General,196826.78,38
State Representative,Christina Hale,DEM,IN,Incumbent,Won-General,195991.18,87
State Senator,Travis Holdman,REP,IN,Incumbent,Won-General,192491.54,19
State Senator,D Ford,DEM,IN,Challenger,Lost-General,189333.35,29
State Representative,Stephen Melcher,DEM,IN,Challenger,Lost-General,187692.08,78
State Senator,Karen Tallian,DEM,IN,Incumbent,Won-General,176385.25,4
State Representative,Edward Clere,REP,IN,Incumbent,Won-General,166634.86,72
State Senator,Jeff Raatz,REP,IN,Open,Won-General,166430.24,27
State Representative,Tom Dermody,REP,IN,Incumbent,Won-General,165565.14,20
State Representative,Melanie Wright,DEM,IN,Challenger,Won-General,164085.77,35
State Representative,Bob Morris,REP,IN,Incumbent,Won-General,160425.0,84
State Representative,Mark Spelbring,DEM,IN,Challenger,Lost-General,157899.99,42
State Representative,Cindy Kirchhofer,REP,IN,Incumbent,Won-General,155255.68,89
State Senator,Charles Freiberger,DEM,IN,Challenger,Lost-General,149694.24,46
State Senator,Jack Morris,DEM,IN,Open,Lost-General,147247.87,15
State Senator,Phillip Boots,REP,IN,Incumbent,Won-General,144674.22,23
State Senator,Timothy Dale Skinner,DEM,IN,Incumbent,Lost-General,142247.88,38
State Representative,Paul Eric Turner,REP,IN,Incumbent,Won-General,141441.95,32
State Senator,Mark Messmer,REP,IN,Open,Won-General,136184.18,48
State Representative,Julie Olthoff,REP,IN,Challenger,Won-General,135723.66,19
State Representative,Rochelle Vandenburgh,DEM,IN,Incumbent,Lost-General,135451.23,19
State Representative,James Metro,DEM,IN,Open,Lost-General,134706.0,11
State Senator,Jim Banks,REP,IN,Incumbent,Won-General,134586.56,17
State Representative,Harold Slager,REP,IN,Incumbent,Won-General,125246.88,15
U.S. Representative,Bill Bailey,DEM,IN,Challenger,Lost-General,121692.86,9
State Representative,Curt Nisly,REP,IN,Open,Won-General,120539.5,22
State Representative,Michael Aylesworth,REP,IN,Open,Won-General,118214.79,11
State Senator,James Buck,REP,IN,Incumbent,Won-General,115226.31,21
State Representative,Karlee Macer,DEM,IN,Incumbent,Won-General,113363.2,92
State Representative,Mara Candelaria Reardon,DEM,IN,Incumbent,Lost-General,113133.75,12
Treasurer,Wayne Seybold,REP,IN,Open,Lost-Convention,111883.99,nan
State Representative,Phil Giaquinta,DEM,IN,Incumbent,Won-General,109392.11,80
State Representative,Gerald Torr,REP,IN,Incumbent,Won-General,106940.75,39
State Senator,Clyde Perfect Jr.,REP,IN,Open,Won-General,102141.45,43
State Representative,Robert Heaton,REP,IN,Incumbent,Won-General,101095.34,46
State Representative,Judson McMillin,REP,IN,Incumbent,Won-General,101043.41,68
State Representative,Matthew Lehman,REP,IN,Incumbent,Won-General,99552.72,79
State Representative,David Niezgodski,DEM,IN,Incumbent,Won-General,96947.0,7
State Senator,Doug Eckerty,REP,IN,Incumbent,Won-General,96239.0,26
State Representative,Eric Koch,REP,IN,Incumbent,Won-General,88314.8,65
State Representative,Charles Burton,REP,IN,Incumbent,Won-General,87166.0,58
State Representative,Terri Jo Austin,DEM,IN,Incumbent,Won-General,87125.05,36
State Senator,Larry Vollmer,DEM,IN,Open,Lost-General,84999.17,48
State Representative,Jim Wieser,DEM,IN,Challenger,Lost-General,84292.43,15
State Representative,Lloyd Arnold,REP,IN,Incumbent,Won-General,82809.0,74
State Representative,Michael Karickhoff,REP,IN,Incumbent,Won-General,82413.02,30
State Representative,Terry Allen Goodin,DEM,IN,Incumbent,Won-General,81660.5,66
State Representative,Peggy Mayfield,REP,IN,Incumbent,Won-General,80262.01,60
State Representative,Edward Delaney,DEM,IN,Incumbent,Won-General,79061.58,86
State Senator,Rick Niemeyer,REP,IN,Open,Won-General,78391.13,6
State Representative,William Fine,REP,IN,Challenger,Won-General,78176.69,12
State Senator,Dennis Kruse,REP,IN,Incumbent,Won-General,77807.0,14
State Representative,Sheila Klinker,DEM,IN,Incumbent,Won-General,77104.76,27
State Representative,William Friend,REP,IN,Incumbent,Won-General,75133.47,23
State Representative,David Frizzell,REP,IN,Incumbent,Won-General,75049.03,93
State Representative,Ronald Bacon,REP,IN,Incumbent,Won-General,74445.11,75
State Representative,Todd Huston,REP,IN,Incumbent,Won-General,74270.87,37
State Representative,Justin Moed,DEM,IN,Incumbent,Won-General,73528.94,97
State Representative,Gregory Steuerwald,REP,IN,Incumbent,Won-General,73282.57,40
State Representative,Sean Eberhart,REP,IN,Incumbent,Won-General,73257.0,57
State Representative,Wendy McNamara,REP,IN,Incumbent,Won-General,73224.77,76
State Representative,Mike Braun,REP,IN,Open,Won-General,72162.31,63
State Representative,Heath Vannatter,REP,IN,Incumbent,Won-General,71083.72,38
State Representative,Casey Cox,REP,IN,Incumbent,Won-General,68161.28,85
State Representative,Jack Lutz,REP,IN,Incumbent,Lost-General,67916.94,35
State Representative,Kathy Kreag Richardson,REP,IN,Incumbent,Won-General,67467.06,29
State Representative,Kevin Mahan,REP,IN,Incumbent,Won-General,66939.6,31
State Representative,Gail Riecken,DEM,IN,Incumbent,Won-General,66536.25,77
State Representative,David Alan Wolkins,REP,IN,Incumbent,Won-General,65971.0,18
State Representative,Lisa Seng Shadday,REP,IN,Challenger,Lost-General,65180.9,66
State Representative,Randall Frye,REP,IN,Incumbent,Won-General,65168.59,67
State Representative,Bionca Gambill,DEM,IN,Open,Lost-General,64191.83,45
State Senator,James Tomes,REP,IN,Incumbent,Won-General,63615.86,49
Treasurer,Don Bates Jr.,REP,IN,Open,Lost-Convention,63529.5,nan
State Representative,Milo Smith,REP,IN,Incumbent,Won-General,62671.7,59
State Representative,Gregory Porter,DEM,IN,Incumbent,Won-General,60875.08,96
State Representative,Charles Moseley,DEM,IN,Incumbent,Won-General,60070.0,10
State Representative,David Ober,REP,IN,Incumbent,Won-General,59825.34,82
State Representative,Robert Cherry,REP,IN,Incumbent,Won-General,59382.31,53
State Representative,Rhonda Rhoads,REP,IN,Incumbent,Won-General,57689.55,70
State Representative,Timothy Wesco,REP,IN,Incumbent,Won-General,56666.0,21
State Representative,Dennis Zent,REP,IN,Incumbent,Won-General,56403.0,51
State Senator,Joseph Zakas,REP,IN,Incumbent,Won-General,55500.0,11
State Representative,Bruce Alan Borders,REP,IN,Open,Won-General,54748.62,45
U.S. Representative,John Dale,DEM,IN,Challenger,Lost-General,54653.6,4
State Senator,Greg Walker,REP,IN,Incumbent,Won-General,54483.0,41
State Representative,Sue Errington,DEM,IN,Incumbent,Won-General,53777.22,34
State Representative,Daniel Leonard,REP,IN,Incumbent,Won-General,53468.25,50
State Representative,Dan Forestal,DEM,IN,Incumbent,Won-General,53008.45,100
State Representative,Douglas Gutwein,REP,IN,Incumbent,Won-General,51060.0,16
State Representative,Linda Lawson,DEM,IN,Incumbent,Won-General,50650.0,1
State Representative,Greg Beumer,REP,IN,Incumbent,Won-General,49134.47,33
State Representative,Donald Lehe,REP,IN,Incumbent,Won-General,49007.0,25
State Representative,Steven Ray Stemler,DEM,IN,Incumbent,Won-General,48544.82,71
State Representative,Sharon Negele,REP,IN,Incumbent,Won-General,47557.0,13
State Representative,Charlie Brown,DEM,IN,Incumbent,Won-General,44150.0,3
State Representative,Randy Truitt,REP,IN,Incumbent,Won-General,44086.19,26
State Representative,Jodi Buoscio,DEM,IN,Challenger,Lost-General,43865.94,21
State Representative,Debra Jenkins,DEM,IN,Challenger,Lost-General,42916.0,89
State Representative,John Price,REP,IN,Incumbent,Won-General,42759.58,47
State Representative,Thomas Saunders,REP,IN,Incumbent,Won-General,42187.0,54
State Representative,Thad Gerardot,DEM,IN,Challenger,Lost-General,40572.0,81
State Representative,Chuck Hockema,REP,IN,Challenger,Lost-General,40031.62,27
State Representative,Richard Hamm,REP,IN,Incumbent,Won-General,36413.79,56
State Representative,James Mann II,DEM,IN,Challenger,Lost-General,35641.5,46
State Representative,Ben Smaltz,REP,IN,Incumbent,Won-General,33428.62,52
State Representative,Steven Davisson,REP,IN,Incumbent,Won-General,33340.14,73
State Representative,Jeffrey Thompson,REP,IN,Incumbent,Won-General,33208.0,28
State Senator,Frank Mrvan Jr.,DEM,IN,Incumbent,Won-General,32566.14,1
State Representative,Zack Ellison,DEM,IN,Challenger,Lost-General,32212.88,59
State Representative,Dale Devon,REP,IN,Incumbent,Won-General,31350.0,5
State Representative,Doug Miller,REP,IN,Open,Won-General,30816.33,48
State Representative,Steven Braun,REP,IN,Incumbent,Won-General,29400.0,24
State Representative,Timothy Harman,REP,IN,Incumbent,Won-General,29380.05,17
State Representative,Christopher Coyle,DEM,IN,Challenger,Lost-General,29262.54,74
State Representative,Robin Shackleford,DEM,IN,Incumbent,Won-General,28430.19,98
State Representative,Cherrish Pryor,DEM,IN,Incumbent,Won-General,28052.21,94
State Representative,Heidi Sellers,DEM,IN,Challenger,Lost-General,27958.99,70
State Representative,Jim Lucas,REP,IN,Incumbent,Won-General,27390.31,69
State Representative,Mike Speedy,REP,IN,Incumbent,Won-General,26300.0,90
State Representative,John Bartlett,DEM,IN,Incumbent,Won-General,26063.01,95
State Senator,Steve Lindsey,DEM,IN,Open,Lost-General,24950.0,39
State Representative,John Johnston,REP,IN,Challenger,Lost-General,24676.4,10
State Representative,Thomas Washburne,REP,IN,Incumbent,Won-General,24299.0,64
State Representative,Cindy Meyer Ziemke,REP,IN,Incumbent,Won-General,24204.38,55
State Representative,James Baird,REP,IN,Incumbent,Won-General,23640.0,44
State Representative,Kreg Battles,DEM,IN,Incumbent,Withdrew-General,23207.12,45
State Representative,Shon Byrum,DEM,IN,Challenger,Lost-General,21989.84,33
State Representative,Mike Friedman,REP,IN,Challenger,Lost-General,21734.5,87
State Representative,Kevin Sue Bailey,DEM,IN,Challenger,Lost-General,20876.0,72
State Representative,Christopher Judy,REP,IN,Open,Won-General,20228.39,83
State Representative,Tony Goben,DEM,IN,Challenger,Lost-General,19676.0,76
State Representative,Bob Ashley,DEM,IN,Challenger,Lost-General,19222.5,32
State Representative,Chuck Sosbe,DEM,IN,Challenger,Lost-General,18800.46,30
State Representative,Clyde Kersey,DEM,IN,Incumbent,Won-General,18757.0,43
U.S. Representative,Tom Spangler,DEM,IN,Challenger,Lost-General,18175.0,8
State Representative,Patrick Lockhart,DEM,IN,Challenger,Lost-General,18094.32,91
State Representative,Patrick Bauer,DEM,IN,Incumbent,Won-General,17976.96,6
State Representative,David Kolbe,DEM,IN,Open,Lost-General,16720.5,22
State Representative,Phillip Pflum,DEM,IN,Challenger,Lost-General,14624.99,56
State Representative,Ryan Michael Dvorak,DEM,IN,Incumbent,Won-General,13457.0,8
State Representative,Vanessa Summers,DEM,IN,Incumbent,Won-General,13250.11,99
State Representative,Wesley Culver,REP,IN,Incumbent,Won-General,13200.0,49
State Senator,Rudy Howard,DEM,IN,Open,Lost-General,12285.89,43
