office,candidate,party,state,incumbency,result,total money,district
Governor,Douglas Ducey,REP,AZ,Open,Won-General,8081965.98,nan
U.S. Representative,Kyrsten Sinema,DEM,AZ,Incumbent,Won-General,5044617.27,9
Governor,Fred Duval,DEM,AZ,Open,Lost-General,4668041.31,nan
U.S. Representative,Ann Leila Kirkpatrick,DEM,AZ,Incumbent,Won-General,4557676.43,1
U.S. Representative,Martha McSally,REP,AZ,Challenger,Won-General,4096346.7,2
U.S. Representative,Ron Barber,DEM,AZ,Incumbent,Lost-General,3682906.43,2
U.S. Representative,Andrew Tobin,REP,AZ,Challenger,Lost-General,1410022.29,1
U.S. Representative,Wendy Rogers,REP,AZ,Challenger,Lost-General,1381053.31,9
U.S. Representative,Ruben Gallego,DEM,AZ,Open,Won-General,929312.44,7
U.S. Representative,Matt Salmon,REP,AZ,Incumbent,Won-General,893385.54,5
Secretary Of State,Michele Reagan,REP,AZ,Open,Won-General,888372.38,nan
U.S. Representative,David Schweikert,REP,AZ,Incumbent,Won-General,714436.47,6
State Senator,Robert Worsley,REP,AZ,Incumbent,Won-General,659318.98,25
U.S. Representative,Raul Grijalva,DEM,AZ,Incumbent,Won-General,591463.68,3
Attorney General,Felecia Ann Rotellini,DEM,AZ,Open,Lost-General,566723.5,nan
Attorney General,Mark Brnovich,REP,AZ,Open,Won-General,540626.0,nan
Superintendent Of Public Instruction,David Garcia,DEM,AZ,Open,Lost-General,538822.39,nan
Secretary Of State,Terry Goddard,DEM,AZ,Open,Lost-General,538792.18,nan
U.S. Representative,Paul Anthony Gosar,REP,AZ,Incumbent,Won-General,487099.47,4
Treasurer,Jeffrey Dewit,REP,AZ,Open,Won-General,383342.14,nan
Corporation Commissioner,Jim Holway,DEM,AZ,Open,Lost-General,380961.24,nan
U.S. Representative,Trent Franks,REP,AZ,Incumbent,Won-General,361701.28,8
Corporation Commissioner,Sandra Kennedy,DEM,AZ,Open,Lost-General,347876.39,nan
State Representative,Eric Meyer,DEM,AZ,Incumbent,Won-General,282423.75,28
Corporation Commissioner,Tom Forese,REP,AZ,Open,Won-General,269795.0,nan
Superintendent Of Public Instruction,Diane Douglas,REP,AZ,Open,Won-General,260482.62,nan
Corporation Commissioner,Douglas Little,REP,AZ,Open,Won-General,260428.32,nan
State Representative,Shawnna Bolick,REP,AZ,Challenger,Lost-General,240561.86,28
State Representative,Ethan Orr,REP,AZ,Incumbent,Lost-General,237049.01,9
State Representative,Heather Carter,REP,AZ,Incumbent,Won-General,205070.92,15
State Representative,Kate Brophy McGee,REP,AZ,Incumbent,Won-General,193308.56,28
State Representative,Bob Robson,REP,AZ,Incumbent,Won-General,183786.59,18
State Senator,Andrew Biggs,REP,AZ,Incumbent,Won-General,165217.74,12
State Senator,Adam Driggs,REP,AZ,Incumbent,Won-General,160324.91,28
State Senator,Jeff Dial,REP,AZ,Open,Won-General,157954.54,18
State Representative,Randall Friese,DEM,AZ,Challenger,Won-General,154749.16,9
State Senator,Tom Ohalleran,IND,AZ,Open,Lost-General,146608.46,6
State Representative,D Mesnard,REP,AZ,Incumbent,Won-General,134889.13,17
State Senator,Stephen Pierce,REP,AZ,Incumbent,Won-General,131495.7,1
State Representative,Karen Elizabeth Fann,REP,AZ,Incumbent,Won-General,129843.93,1
State Senator,Debbie Lesko,REP,AZ,Open,Won-General,127457.62,21
State Representative,Lela Alston,DEM,AZ,Incumbent,Won-General,125141.78,24
State Representative,Rick Gray,REP,AZ,Incumbent,Won-General,111390.24,21
State Representative,Victoria Steele,DEM,AZ,Incumbent,Won-General,108888.42,9
State Representative,David Gowan,REP,AZ,Incumbent,Won-General,105749.17,14
State Senator,Kimberly Yee,REP,AZ,Incumbent,Won-General,99618.83,20
State Representative,Thomas Shope,REP,AZ,Incumbent,Won-General,99603.55,8
State Representative,Phil Lovas,REP,AZ,Incumbent,Won-General,96870.95,22
U.S. Representative,Gabby Saucedo Mercer,REP,AZ,Challenger,Lost-General,96606.83,3
State Representative,Denise Epstein,DEM,AZ,Challenger,Lost-General,96160.15,18
State Representative,Ken Clark,DEM,AZ,Challenger,Won-General,95918.28,24
State Representative,Brenda Barton,REP,AZ,Incumbent,Won-General,95358.06,6
State Representative,Frank Pratt,REP,AZ,Incumbent,Won-General,93894.52,8
State Representative,Jill Norgaard,REP,AZ,Challenger,Won-General,89383.63,18
State Representative,Michelle Ugenti-Rita,REP,AZ,Incumbent,Won-General,84677.25,23
State Senator,Donald Shooter,REP,AZ,Incumbent,Won-General,83492.0,13
State Representative,Warren Petersen,REP,AZ,Incumbent,Won-General,82518.08,12
State Senator,Steve Yarbrough,REP,AZ,Incumbent,Won-General,81066.69,17
State Senator,Jo Holt,DEM,AZ,Open,Lost-General,80853.66,11
State Representative,Bruce Wheeler,DEM,AZ,Incumbent,Won-General,73116.89,10
State Senator,John Kavanagh,REP,AZ,Open,Won-General,73051.16,23
State Representative,Venden Leach,REP,AZ,Open,Won-General,72542.53,11
State Senator,Kelli Ward,REP,AZ,Incumbent,Won-General,70549.0,5
State Senator,Katie Hobbs,DEM,AZ,Incumbent,Won-General,67725.93,24
State Senator,Andrea Dalessandro,DEM,AZ,Open,Won-General,64882.8,2
U.S. Representative,James Woods,DEM,AZ,Challenger,Lost-General,63706.06,5
State Representative,Frank Cuccia,DEM,AZ,Challenger,Lost-General,62488.0,1
State Representative,Amy Schwabenlender,DEM,AZ,Challenger,Lost-General,61620.21,20
State Representative,Doug Coleman,REP,AZ,Incumbent,Won-General,61341.33,16
State Representative,James Burton,DEM,AZ,Challenger,Lost-General,60316.94,14
