office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Mark Robert Warner,DEM,VA,Incumbent,Won-General,17037467.97,nan
U.S. Senator,Edward Gillespie,REP,VA,Challenger,Lost-General,8549250.13,nan
U.S. Representative,Barbara Comstock,REP,VA,Open,Won-General,3313240.8,10
U.S. Representative,John Foust,DEM,VA,Open,Lost-General,3017761.82,10
U.S. Representative,Donald Sternoff Beyer Jr.,DEM,VA,Open,Won-General,2653840.54,8
U.S. Representative,Robert Goodlatte,REP,VA,Incumbent,Won-General,2013020.79,6
U.S. Representative,Gerald Connolly,DEM,VA,Incumbent,Won-General,1981930.29,11
U.S. Representative,Edward Scott Rigell,REP,VA,Incumbent,Won-General,1542688.17,2
U.S. Representative,David Alan Brat,REP,VA,Open,Won-General,1444578.35,7
U.S. Representative,Randy Forbes,REP,VA,Incumbent,Won-General,1403283.05,4
U.S. Representative,Robert Hurt,REP,VA,Incumbent,Won-General,1275921.31,5
U.S. Representative,Robert Wittman,REP,VA,Incumbent,Won-General,1205219.05,1
State Senator,Jennifer Wexton,DEM,VA,Open,Won-General,1126562.15,33
State Senator,M Hymes,DEM,VA,Open,Lost-General,938547.19,38
U.S. Representative,Morgan Griffith,REP,VA,Incumbent,Won-General,909630.93,9
State Senator,Benton Chafin Jr.,REP,VA,Open,Won-General,869525.28,38
U.S. Representative,Suzanne Patrick,DEM,VA,Challenger,Lost-General,852712.61,2
State Senator,Lynwood Lewis Jr.,DEM,VA,Open,Won-General,785339.38,6
U.S. Representative,John Trammell,DEM,VA,Open,Lost-General,529029.05,7
U.S. Representative,Robert Scott,DEM,VA,Incumbent,Won-General,507461.41,3
State Senator,John Whitbeck Jr.,REP,VA,Open,Lost-General,377022.74,33
State Senator,Joe Turner May,IND,VA,Open,Lost-General,284631.04,33
U.S. Representative,Suzanne Scholte,REP,VA,Challenger,Lost-General,240639.08,11
State Representative,Todd Pillion,REP,VA,Open,Won-General,201934.72,4
State Representative,Willie Randall,DEM,VA,Open,Lost-General,199851.48,100
State Representative,Richard Sullivan Jr.,DEM,VA,Open,Won-General,194349.41,48
State Representative,Octavia Johnson,REP,VA,Open,Lost-General,177753.05,11
State Senator,Wayne Coleman,REP,VA,Open,Lost-General,171347.11,6
State Representative,Robert Bloxom Jr.,REP,VA,Open,Won-General,170758.85,100
U.S. Representative,Micah Edmond,REP,VA,Open,Lost-General,117907.0,8
State Senator,Rosalyn Dance,DEM,VA,Open,Won-General,115228.17,16
State Representative,David Foster,REP,VA,Open,Lost-General,113654.39,48
U.S. Representative,Norman Mosher,DEM,VA,Challenger,Lost-General,107347.6,1
State Representative,Sam Rasoul,DEM,VA,Open,Won-General,92095.84,11
State Representative,Joseph Lindsey,DEM,VA,Open,Won-General,87027.52,90
U.S. Representative,Lawrence Gaughan,DEM,VA,Challenger,Lost-General,86875.0,5
U.S. Senator,Robert Sarvis,LIB,VA,Challenger,Lost-General,78405.97,nan
U.S. Representative,Elliot Fausz,DEM,VA,Challenger,Lost-General,34815.5,4
State Representative,Donnie Rife,DEM,VA,Open,Lost-General,29650.0,4
U.S. Representative,Gwendolyn Beck,IND,VA,Open,Lost-General,28400.0,8
U.S. Representative,David Alan Brat,REP,VA,Open,Won-General,27000.0,7
U.S. Representative,Jeffery Carson,LIB,VA,Open,Lost-General,23936.51,8
State Senator,Rick Mullins,IND,VA,Open,Lost-General,12936.94,38
U.S. Representative,James Carr Jr.,LIB,VA,Open,Lost-General,7023.04,7
U.S. Representative,William Redpath,LIB,VA,Open,Lost-General,6990.98,10
U.S. Representative,Marc Harrold,LIB,VA,Challenger,Lost-General,6597.0,11
U.S. Representative,Paul Jones,LIB,VA,Challenger,Lost-General,2310.0,5
State Senator,Preston Brown,IND,VA,Open,Lost-General,2035.0,16
State Representative,Marcus Calabrese,REP,VA,Open,Lost-General,800.0,90
U.S. Representative,Joe Galdo Jr.,GRN,VA,Challenger,Lost-General,-5449.0,11
U.S. Representative,Glenda Gail Parker,INDEPENDENT GREEN,VA,Challenger,Lost-General,0.0,1
U.S. Representative,Bo Brown,LIB,VA,Challenger,Lost-General,0.0,4
U.S. Representative,Kenneth Hildebrandt,INDEPENDENT GREEN,VA,Challenger,Lost-General,0.0,5
U.S. Representative,William Hammer,LIB,VA,Challenger,Lost-General,0.0,6
U.S. Representative,Elaine Hildebrandt,INDEPENDENT GREEN,VA,Challenger,Lost-General,0.0,6
U.S. Representative,John Trammell,DEM,VA,Open,Lost-General,0.0,7
U.S. Representative,Gerard Blais III,INDEPENDENT GREEN,VA,Open,Lost-General,0.0,8
U.S. Representative,William Carr Jr.,LIB,VA,Challenger,Lost-General,0.0,9
U.S. Representative,Dianne Blais,INDEPENDENT GREEN,VA,Open,Lost-General,0.0,10
U.S. Representative,Brad Eickholt,IND,VA,Open,Lost-General,0.0,10
