office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Mary Michelle Nunn,DEM,GA,Open,Lost-General,15010856.85,nan
Governor,Nathan Deal,REP,GA,Incumbent,Won-General,14772571.26,nan
U.S. Senator,David Perdue,REP,GA,Open,Won-General,13563918.29,nan
Governor,Jason Carter,DEM,GA,Challenger,Lost-General,7722370.55,nan
U.S. Senator,H Kingston,REP,GA,Open,Lost-Primary Runoff,5853270.95,nan
U.S. Representative,John Barrow,DEM,GA,Incumbent,Lost-General,3636501.09,12
Lieutenant Governor,S Cagle,REP,GA,Incumbent,Won-General,2787432.85,nan
U.S. Representative,Thomas Edmunds Price,REP,GA,Incumbent,Won-General,2404302.81,6
Attorney General,Samuel Olens,REP,GA,Incumbent,Won-General,1851615.66,nan
U.S. Representative,Richard Allen,REP,GA,Challenger,Won-General,1840860.0,12
U.S. Representative,Earl Leroy Carter,REP,GA,Open,Won-General,1791981.0,1
U.S. Representative,Robert Johnson,REP,GA,Open,Lost-Primary Runoff,1211495.19,1
U.S. Representative,Barry Loudermilk,REP,GA,Open,Won-General,1140472.65,11
U.S. Representative,Sanford Bishop Jr.,DEM,GA,Incumbent,Won-General,1139028.37,2
Insurance Commissioner,Ralph Hudgens,REP,GA,Incumbent,Won-General,1109185.88,nan
U.S. Representative,David Scott,DEM,GA,Incumbent,Won-General,1043945.0,13
State Representative,David Ralston,REP,GA,Incumbent,Won-General,1005026.33,7
U.S. Representative,John Thomas Graves Jr.,REP,GA,Incumbent,Won-General,997002.12,14
U.S. Representative,James Austin Scott,REP,GA,Incumbent,Won-General,966288.0,8
U.S. Representative,Jody Brownlow Hice,REP,GA,Open,Won-General,963461.4,10
U.S. Representative,Lynn Westmoreland,REP,GA,Incumbent,Won-General,957794.0,3
U.S. Representative,L Barr,REP,GA,Open,Lost-Primary Runoff,881752.8,11
Agriculture Commissioner,Sean McGary,REP,GA,Incumbent,Won-General,878622.3,nan
U.S. Representative,Douglas Collins,REP,GA,Incumbent,Won-General,844794.98,9
U.S. Representative,John Lewis,DEM,GA,Incumbent,Won-General,715437.41,5
Attorney General,Gregory Hecht,DEM,GA,Challenger,Lost-General,629167.77,nan
U.S. Representative,Michael Collins,REP,GA,Open,Lost-Primary Runoff,609253.57,10
State Senator,Hunter Hill,REP,GA,Incumbent,Won-General,573090.3,6
State Senator,David Shafer,REP,GA,Incumbent,Won-General,528383.21,48
U.S. Representative,William Robert Woodall,REP,GA,Incumbent,Won-General,488902.7,7
Secretary Of State,Brian Kemp,REP,GA,Incumbent,Won-General,467560.98,nan
State Senator,Jeff Mullis,REP,GA,Incumbent,Won-General,431853.24,53
U.S. Representative,Henry Johnson,DEM,GA,Incumbent,Won-General,397484.44,4
State Senator,Cecil Terrell Miller,REP,GA,Incumbent,Won-General,379792.4,49
State Senator,Michael Williams,REP,GA,Open,Won-General,324515.0,27
Superintendent Of Public Instruction,Valarie Wilson,DEM,GA,Open,Lost-General,319615.83,nan
State Representative,Stacey Yvonne Abrams,DEM,GA,Incumbent,Won-General,307686.77,89
State Senator,Jack Murphy,REP,GA,Incumbent,Lost-Primary Runoff,252553.69,27
State Representative,Terry Lamar England,REP,GA,Incumbent,Won-General,248519.37,116
State Representative,John McCloskey,REP,GA,Open,Lost-Primary Runoff,247506.74,54
State Representative,John Meadows,REP,GA,Incumbent,Won-General,244554.03,5
Superintendent Of Public Instruction,Alisha Thomas Morgan,DEM,GA,Open,Lost-Primary Runoff,237288.9,nan
State Senator,Elena Parent,DEM,GA,Open,Won-General,226539.69,42
State Representative,Lawrence Oneal Jr.,REP,GA,Incumbent,Won-General,222628.24,146
State Representative,Jan Jones,REP,GA,Incumbent,Won-General,220810.6,47
State Senator,Jack Hill,REP,GA,Incumbent,Won-General,218117.87,4
State Senator,Renee Unterman,REP,GA,Incumbent,Won-General,217791.27,45
State Representative,Mark Hamilton,REP,GA,Incumbent,Won-General,216160.98,24
State Representative,Allen Peake,REP,GA,Incumbent,Won-General,202250.28,141
State Senator,John Kennedy,REP,GA,Open,Won-General,201597.74,18
State Representative,Beth Beskin,REP,GA,Open,Won-General,192029.21,54
