office,candidate,party,state,incumbency,result,total money,district
U.S. Senator,Thomas Cotton,REP,AR,Challenger,Won-General,13909882.56,nan
U.S. Senator,Mark Lunsford Pryor,DEM,AR,Incumbent,Lost-General,11939401.13,nan
Governor,Mike Ross,DEM,AR,Open,Lost-General,6366770.82,nan
Governor,Asa Hutchinson,REP,AR,Open,Won-General,4492718.55,nan
Lieutenant Governor,John Burkhalter,DEM,AR,Open,Lost-General,3038861.38,nan
U.S. Representative,James French Hill,REP,AR,Open,Won-General,2166181.42,2
U.S. Representative,Patrick Henry Hays,DEM,AR,Open,Lost-General,1381688.9,2
U.S. Representative,James Lee Witt,DEM,AR,Open,Lost-General,1185857.64,4
Lieutenant Governor,John Timothy Griffin,REP,AR,Open,Won-General,1169128.92,nan
Attorney General,Nate Steel,DEM,AR,Open,Lost-General,1123092.79,nan
U.S. Representative,Bruce Westerman,REP,AR,Open,Won-General,1063624.85,4
U.S. Representative,Steve Womack,REP,AR,Incumbent,Won-General,971598.86,3
U.S. Representative,Eric Alan Crawford,REP,AR,Incumbent,Won-General,905441.65,1
Attorney General,Leslie Rutledge,REP,AR,Open,Won-General,790750.99,nan
State Representative,Clarke Tucker,DEM,AR,Open,Won-General,348379.8,35
State Senator,Jason Rapert,REP,AR,Incumbent,Won-General,332220.09,35
State Representative,Stacy Hurst,REP,AR,Open,Lost-General,314862.43,35
U.S. Representative,Jackie McPherson,DEM,AR,Challenger,Lost-General,283039.13,1
State Senator,Robert Thompson,DEM,AR,Incumbent,Lost-General,225187.42,20
State Senator,Steve Rockwell,DEM,AR,Open,Lost-General,217302.71,21
Treasurer,Dennis Milligan,REP,AR,Open,Won-General,211368.85,nan
Attorney General,David Sterling,REP,AR,Open,Lost-Primary Runoff,210493.47,nan
State Senator,John Burris,REP,AR,Open,Lost-Primary Runoff,194214.93,17
State Senator,Joel Pearson,DEM,AR,Challenger,Lost-General,192305.17,35
State Senator,Missy Thomas Irvin,REP,AR,Incumbent,Default Winner-General,182841.4,18
State Senator,Bill Sample,REP,AR,Incumbent,Won-General,176562.92,14
State Representative,Radius Baker,DEM,AR,Open,Lost-General,160632.2,52
Treasurer,Karen Sealy Garcia,DEM,AR,Open,Lost-General,160119.47,nan
State Senator,Terry Rice,REP,AR,Open,Default Winner-General,156908.29,9
State Representative,Dan Sullivan,REP,AR,Challenger,Won-General,142170.01,53
State Senator,Scott Flippo,REP,AR,Open,Default Winner-General,141112.17,17
State Representative,Charles Collins,REP,AR,Incumbent,Won-General,139826.02,84
Secretary Of State,Susan Inman,DEM,AR,Challenger,Lost-General,137379.25,nan
Auditor,Andrea Lea,REP,AR,Open,Won-General,127760.36,nan
State Representative,John Adams,DEM,AR,Open,Lost-General,122726.97,32
State Senator,David Sanders,REP,AR,Incumbent,Default Winner-General,116998.76,15
State Representative,Robin Lundstrum,REP,AR,Open,Default Winner-General,111446.69,87
State Representative,Tommy Thompson,DEM,AR,Incumbent,Lost-General,110494.56,65
State Senator,Jeremy Young Hutchinson,REP,AR,Incumbent,Default Winner-General,108690.98,33
Auditor,Regina Stewart Hampton,DEM,AR,Open,Lost-General,106108.76,nan
State Senator,Blake Johnson,REP,AR,Challenger,Won-General,106008.48,20
State Representative,Mary Broadaway,DEM,AR,Incumbent,Won-General,105917.93,57
State Senator,James McLean,DEM,AR,Open,Lost-General,105041.55,19
State Representative,Harold Copenhaver,DEM,AR,Incumbent,Lost-General,104901.71,58
State Senator,Linda Collins Smith,REP,AR,Open,Won-General,102500.31,19
Commissioner Of State Lands,Mark Robertson,DEM,AR,Challenger,Lost-General,101755.33,nan
Supreme Court002,Robin Wynne,IND,AR,Open,Default Winner-General,99295.0,nan
State Representative,David Kizzia,DEM,AR,Incumbent,Lost-General,92777.28,26
State Representative,Laurie Rushing,REP,AR,Challenger,Won-General,92689.28,26
State Representative,David Wallace,REP,AR,Challenger,Won-General,91530.97,54
State Senator,John Cooper,REP,AR,Open,Won-General,91301.73,21
State Senator,Larry Teague,DEM,AR,Incumbent,Default Winner-General,87972.49,10
State Representative,Dwight Tosh,REP,AR,Open,Won-General,86538.31,52
State Representative,Stephen Magie,DEM,AR,Incumbent,Won-General,80214.73,72
State Representative,Richard Womack,REP,AR,Incumbent,Won-General,79456.3,18
State Senator,Keith Ingram,DEM,AR,Incumbent,Default Winner-General,78521.35,24
State Representative,Camille Bennett,DEM,AR,Open,Won-General,77210.0,14
Secretary Of State,Mark Martin,REP,AR,Incumbent,Won-General,76055.83,nan
State Representative,Jim Dotson,REP,AR,Incumbent,Won-General,74910.14,93
State Representative,Andy Davis,REP,AR,Incumbent,Won-General,71968.32,31
State Representative,Frank Shaw,DEM,AR,Challenger,Lost-General,70182.08,70
State Representative,Tommy Wren II,DEM,AR,Incumbent,Lost-General,68073.16,62
State Representative,Grimsley Graham,DEM,AR,Open,Lost-General,68019.66,94
State Representative,Donnie Copeland,REP,AR,Challenger,Won-General,67369.18,38
State Representative,Wes Wagner,DEM,AR,Incumbent,Lost-General,64627.26,54
State Representative,Jeremy Gillam,REP,AR,Incumbent,Default Winner-General,62954.0,45
Commissioner Of State Lands,John Thurston,REP,AR,Incumbent,Won-General,60146.41,nan
State Senator,Bryan King,REP,AR,Incumbent,Default Winner-General,60097.88,5
State Representative,James Ratliff,DEM,AR,Incumbent,Won-General,59512.56,60
State Senator,Linda Poindexter Chesterfield,DEM,AR,Incumbent,Default Winner-General,59360.0,30
State Representative,Homer Lenderman,DEM,AR,Incumbent,Lost-General,58965.08,53
State Representative,Michael John Gray,DEM,AR,Open,Default Winner-General,58283.12,47
State Representative,Matthew Shepherd,REP,AR,Incumbent,Default Winner-General,57340.96,6
State Representative,Buddy Fisher,REP,AR,Open,Lost-General,57118.14,14
State Representative,Ron Carroll,DEM,AR,Open,Lost-General,56947.8,59
State Representative,Trevor Drown,REP,AR,Open,Won-General,55186.68,68
State Representative,Scott Baltz,DEM,AR,Incumbent,Won-General,54465.55,61
